146,1/1/2020,1,0.05, ,0, ,232, ,8.7, ,61.4, ,33, ,47.1, ,100, ,47, ,79, ,41, ,3, ,71, ,49.6, 
146,1/2/2020,2,0.04, ,0, ,157, ,10, ,58.9, ,41.3, ,50.1, ,94, ,62, ,81, ,44.6, ,2.9, ,70.5, ,51.2, 
146,1/3/2020,3,0.06, ,0, ,253, ,9.3, ,62.2, ,34.7, ,46.8, ,100, ,59, ,85, ,42.6, ,2.5, ,60.2, ,50.7, 
146,1/4/2020,4,0.07, ,0, ,257, ,8.8, ,67.2, ,36.5, ,50.1, ,97, ,34, ,72, ,41.3, ,3.5, ,83.6, ,50.6, 
146,1/5/2020,5,0.04, ,0, ,182, ,10.1, ,55.9, ,37.3, ,48.4, ,100, ,68, ,87, ,44.8, ,3.5, ,82.9, ,51.7, 
146,1/6/2020,6,0.02, ,0, ,166, ,7.9, ,47.9, ,30.8, ,39.2, ,100, ,87, ,98, ,38.6, ,3.3, ,79.7, ,49.8, 
146,1/7/2020,7,0, ,0.01, ,73, ,8.4, ,43.3, ,31.6, ,39.9, ,100, ,100, ,100, ,40, ,2.6, ,62.9, ,48.6, 
146,1/8/2020,8,0.01, ,0, ,83, ,9.6, ,50.8, ,40.4, ,45.2, ,100, ,78, ,94, ,43.5, ,2.8, ,67, ,49.4, 
146,1/9/2020,9,0.03, ,0.07, ,154, ,9.7, ,53.8, ,36.6, ,46.2, ,100, ,73, ,91, ,43.7, ,2.9, ,68.8, ,49.8, 
146,1/10/2020,10,0.06, ,0, ,287, ,8.8, ,57.1, ,36.2, ,47.1, ,99, ,57, ,80, ,41.3, ,2.6, ,61.6, ,50.8, 
146,1/11/2020,11,0.05, ,0, ,223, ,8.4, ,55.4, ,33.1, ,43.6, ,99, ,67, ,87, ,40, ,2.9, ,69.8, ,49.7, 
146,1/12/2020,12,0.05, ,0, ,245, ,8, ,56.3, ,34.2, ,44.2, ,100, ,57, ,81, ,38.8, ,3.2, ,77, ,49.3, 
146,1/13/2020,13,0.07, ,0, ,425,R,7.7, ,56.3, ,33.4, ,47.3, ,98, ,52, ,69, ,37.7, ,3.1, ,74.1, ,49.5, 
146,1/14/2020,14,0.06, ,0, ,244, ,7.9, ,57.3, ,30.3, ,44.4, ,100, ,56, ,80, ,38.6, ,3.1, ,74.7, ,48.6, 
146,1/15/2020,15,0.06, ,0, ,305, ,7.5, ,56.7, ,33, ,43.3, ,96, ,54, ,79, ,37.2, ,2.8, ,67.3, ,49, 
146,1/16/2020,16,0.06, ,0.08, ,226, ,7.9, ,62.3, ,31.2, ,44.3, ,99, ,47, ,79, ,38.4, ,4.7, ,112.8, ,48.5, 
146,1/17/2020,17,0.05, ,0, ,258, ,7.5, ,53.8, ,30.2, ,41.2, ,100, ,59, ,85, ,37, ,2.8, ,66.4, ,48.2, 
