106,1/1/2020,1,0.03, ,0, ,123, ,10.4, ,65.4, ,41.5, ,50.7, ,94, ,61, ,83, ,45.6, ,3.2, ,76.7, ,48, 
106,1/2/2020,2,0.06, ,0, ,218, ,8.2, ,65, ,32.8, ,46.2, ,96, ,44, ,77, ,39.3, ,3, ,71.9, ,47.8, 
106,1/3/2020,3,0.05, ,0, ,208, ,7.8, ,64.7, ,29.9, ,44.1, ,96, ,45, ,79, ,38.1, ,2.7, ,65, ,47.1, 
106,1/4/2020,4,0.05, ,0.15, ,216, ,9.2, ,60.8, ,36.9, ,47.8, ,96, ,57, ,82, ,42.4, ,3.3, ,78.5, ,47.2, 
106,1/5/2020,5,0.04, ,0, ,176, ,7.5, ,55.4, ,30.4, ,41.5, ,95, ,67, ,84, ,37.2, ,2.8, ,68.2, ,47.1, 
106,1/6/2020,6,0.05, ,0.01, ,230, ,6.3, ,62.6, ,26.6, ,40.3, ,95, ,37, ,74, ,32.7, ,2.5, ,61.2, ,46, 
106,1/7/2020,7,0.04, ,0.05, ,204, ,7.6, ,56.9, ,26.3, ,40.9, ,96, ,56, ,87, ,37.4, ,2.7, ,65, ,45.2, 
106,1/8/2020,8,0.01, ,0, ,86, ,9.5, ,52.6, ,42, ,45.7, ,97, ,76, ,91, ,43.2, ,2.3, ,56.3, ,46.4, 
106,1/9/2020,9,0.05, ,0.22, ,208, ,9, ,59.2, ,33.7, ,46.8, ,96, ,55, ,83, ,41.8, ,3.7, ,88.7, ,47.4, 
106,1/10/2020,10,0.04, ,0.02, ,192, ,8.1, ,61.7, ,33.4, ,44, ,96, ,52, ,82, ,38.9, ,2.9, ,69.5, ,47.2, 
106,1/11/2020,11,0.04, ,0.02, ,144, ,8.6, ,56.2, ,34.8, ,45.4, ,96, ,59, ,83, ,40.5, ,3.4, ,82.5, ,47.9, 
106,1/12/2020,12,0.02, ,0.02, ,118, ,8.1, ,51.2, ,30, ,41.3, ,96, ,81, ,92, ,39.2, ,1.9, ,45, ,47.1, 
