209,1/1/2020,1,0.05, ,0, ,229, ,11.6, ,58, ,42.6, ,50.3, ,100, ,78, ,94, ,48.5, ,3.6, ,85.5, ,54.2, 
209,1/2/2020,2,0.05, ,0.01, ,260, ,11.7, ,58.6, ,47.5, ,51.9, ,100, ,70, ,89, ,48.7, ,3.5, ,83, ,55.2, 
209,1/3/2020,3,0.07, ,0, ,269, ,9.9, ,64.1, ,43.1, ,53, ,94, ,48, ,72, ,44.2, ,4.9, ,117.5, ,55.1, 
209,1/4/2020,4,0.05, ,0, ,237, ,12.4, ,58.3, ,47.5, ,52.7, ,98, ,81, ,91, ,50.2, ,3.3, ,79.7, ,55.5, 
209,1/5/2020,5,0.06, ,0, ,280, ,9.6, ,58.4, ,40.6, ,49.6, ,99, ,54, ,79, ,43.3, ,3.3, ,79.7, ,55.4, 
209,1/6/2020,6,0.07, ,0, ,282, ,8.8, ,60.7, ,41.9, ,50, ,93, ,50, ,71, ,41.1, ,4.2, ,101.7, ,54.7, 
209,1/7/2020,7,0.05, ,0, ,258, ,9.1, ,55.9, ,41.7, ,48.1, ,92, ,61, ,80, ,42.2, ,4.4, ,106, ,54.3, 
209,1/8/2020,8,0.05, ,0, ,253, ,10.5, ,56.2, ,44.5, ,49.7, ,98, ,74, ,86, ,45.8, ,4.4, ,105.4, ,54.4, 
209,1/9/2020,9,0.05, ,0.26, ,228, ,9.7, ,57.9, ,42.1, ,49.1, ,100, ,60, ,82, ,43.8, ,4.6, ,109.8, ,54.5, 
209,1/10/2020,10,0.06, ,0, ,290, ,9.3, ,57.1, ,38.1, ,46.5, ,96, ,63, ,86, ,42.5, ,4.3, ,103.4, ,53.9, 
209,1/11/2020,11,0.06, ,0, ,275, ,9.5, ,57.4, ,42.1, ,48.8, ,98, ,53, ,81, ,43.3, ,4.1, ,98.9, ,54.2, 
209,1/12/2020,12,0.06, ,0, ,280, ,8.9, ,54.6, ,38.9, ,46.2, ,95, ,65, ,84, ,41.5, ,3.8, ,90.4, ,53.8, 
209,1/13/2020,13,0.05, ,0.03, ,287, ,10.3, ,53.7, ,42.3, ,47.5, ,100, ,79, ,92, ,45.3, ,3.5, ,83.9, ,54, 
209,1/14/2020,14,0.06, ,0.07, ,256, ,9.6, ,54.3, ,41.9, ,48.1, ,100, ,65, ,84, ,43.5, ,3.7, ,88.7, ,54.5, 
209,1/15/2020,15,0.06, ,0, ,271, ,8.2, ,55.4, ,35.9, ,44.8, ,97, ,54, ,81, ,39.3, ,4.2, ,100.5, ,53.6, 
209,1/16/2020,16,0.01, ,1.37, ,43, ,9.1, ,50.5, ,40.6, ,44.1, ,100, ,75, ,92, ,42, ,6.5, ,155.5, ,52.5, 
209,1/17/2020,17,0.06, ,0.01, ,291, ,8.9, ,53.9, ,37.9, ,45, ,100, ,69, ,87, ,41.5, ,4.1, ,97.6, ,51.4, 
209,1/18/2020,18,0.06, ,0, ,235, ,8.1, ,57.5, ,40.2, ,47.4, ,90, ,58, ,73, ,39.2, ,5, ,120.7, ,51.8, 
209,1/19/2020,19,0.05, ,0, ,135, ,7.9, ,57.4, ,43.2, ,49, ,79, ,53, ,67, ,38.4, ,5.4, ,128.9, ,51.7, 
209,1/20/2020,20,0.02, ,0, ,91, ,10, ,55, ,46.5, ,50.7, ,94, ,54, ,79, ,44.5, ,4.1, ,98.5, ,51.8, 
209,1/21/2020,21,0.03,E,0.11, ,63, ,12.8, ,56.1, ,51.4, ,52.5, ,100, ,74, ,95, ,51, ,3.7,H,89.1,H,53.1, 
209,1/22/2020,22,0.05, ,0.13, ,211, ,13.3, ,60.9, ,50.6, ,53.6, ,100, ,81, ,95, ,52.2, ,3.7, ,88.6, ,53.9, 
209,1/23/2020,23,0.06, ,0, ,252, ,12.4, ,65.2, ,49.3, ,54.3, ,99, ,62, ,86, ,50.2, ,4.2, ,102, ,54.6, 
209,1/24/2020,24,0.07, ,0, ,290, ,12.8, ,61.7, ,45.6, ,52.7, ,100, ,73, ,94, ,51.2, ,3.8, ,91.4, ,55.1, 
209,1/25/2020,25,0.06, ,0.02, ,261, ,13.6,Y,63.6, ,48.1, ,53.7,H,100,H,80,H,97,Y,52.8,Y,4.5, ,108.5, ,55.5, 
209,1/26/2020,26,0.05, ,0.09, ,244, ,13.2, ,63.5, ,48.3, ,54.8, ,100, ,64, ,90, ,52, ,4.7, ,112.5, ,56.3, 
209,1/27/2020,27,0.07, ,0, ,339,R,11.4, ,59.3, ,42.2, ,50.9, ,100, ,69, ,90, ,48.1, ,3.5, ,84.1, ,56, 
209,1/28/2020,28,0.06, ,0, ,264, ,12.2, ,60.2, ,46.5, ,51.2, ,100, ,77, ,95, ,49.8, ,3.7, ,89.9, ,56.1, 
209,1/29/2020,29,0.06, ,0, ,290, ,11.6, ,58.6, ,41.9, ,50.3, ,100, ,78, ,94, ,48.5, ,3.3, ,78.5, ,55.8, 
209,1/30/2020,30,0.06, ,0, ,274, ,12.2, ,60.7, ,44.4, ,51.5, ,100, ,80, ,94, ,49.9, ,3.7, ,89.6, ,55.7, 
209,1/31/2020,31,0.08, ,0, ,307, ,12.7, ,69.6, ,46.4, ,56.8, ,100, ,59, ,80, ,50.8, ,4.1, ,97.6, ,56, 
209,2/1/2020,32,0.09, ,0, ,352,R,12.5, ,67.2, ,47.6, ,55.3, ,100, ,62, ,84, ,50.5, ,4.4, ,105.1, ,56.5, 
209,2/2/2020,33,0.09, ,0.01,H,329, ,8.8, ,59, ,43.5, ,49.9, ,100, ,23, ,72, ,41.3, ,6.2, ,149.1, ,56.9, 
