165,1/1/2020,1,0.06, ,0, ,278, ,10.9, ,66, ,38.8, ,52.1, ,100, ,61, ,82, ,46.7, ,4.8, ,114.5, ,55.2,Y
165,1/2/2020,2,0.09, ,0, ,270, ,8.9, ,70.9, ,43, ,59.5, ,86, ,30, ,51, ,41.6, ,5.2, ,123.8, ,55.6,Y
165,1/3/2020,3,0.08, ,0, ,296, ,9.6, ,76.4, ,43, ,55.9, ,96, ,35, ,63, ,43.4, ,4.3, ,102.3, ,56,Y
165,1/4/2020,4,0.06, ,0, ,274, ,11.4, ,62.9, ,38.7, ,51.7, ,100, ,62, ,87, ,47.9, ,4.2, ,99.6, ,56.2,Y
165,1/5/2020,5,0.09, ,0, ,281, ,8.2, ,68.8, ,37.3, ,53.2, ,100, ,32, ,59, ,39.5, ,4.9, ,116.6, ,56.3,R
165,1/6/2020,6,0.09, ,0, ,309, ,8.5, ,72.8, ,49.4, ,58.7, ,85, ,37, ,51, ,40.5, ,4.7, ,113.9, ,56.2,R
165,1/7/2020,7,0.09, ,0, ,289, ,8.5, ,70.5, ,44.2, ,54.6, ,100, ,33, ,59, ,40.5, ,5.3, ,127.8, ,56.4,R
165,1/8/2020,8,0.07, ,0, ,282, ,9.1, ,60.8, ,33.6, ,47.3, ,100, ,55, ,82, ,42.1, ,4.4, ,105.4, ,56.3,Y
165,1/9/2020,9,0.03, ,0, ,162, ,9.8, ,57.9, ,34.5, ,47.4, ,100, ,67, ,88, ,44, ,3.9, ,93, ,54.2, 
165,1/10/2020,10,0.07, ,0, ,309, ,9.5, ,64.7, ,36.8, ,49.1, ,100, ,49, ,80, ,43.2, ,3.5, ,85.1, ,52.4, 
165,1/11/2020,11,0.08, ,0, ,312, ,8.8, ,65.7, ,35.1, ,48.9, ,93, ,50, ,75, ,41.3, ,5.2, ,125.3, ,52.2, 
165,1/12/2020,12,0.07, ,0, ,311, ,9.5, ,61.6, ,35.5, ,47.3, ,100, ,59, ,85, ,43.1, ,4.8, ,115.5, ,51.9, 
165,1/13/2020,13,0.08, ,0, ,313, ,9, ,63.7, ,31.5, ,45.3, ,100, ,56, ,87, ,41.8, ,4.5, ,107.1, ,51.5, 
165,1/14/2020,14,0.08, ,0, ,319, ,9.3, ,64.4, ,33.6, ,46.1, ,100, ,60, ,88, ,42.7, ,4.8, ,114.5, ,51.1, 
165,1/15/2020,15,0.07, ,0, ,320, ,8.6, ,64.5, ,35, ,47.5, ,100, ,41, ,77, ,40.7, ,3.1, ,74.1, ,50.9, 
165,1/16/2020,16,0.05, ,0, ,206, ,9.9, ,58, ,36.4, ,46.7, ,100, ,67, ,91, ,44.3, ,4.3, ,103.6, ,51, 
165,1/17/2020,17,0.06, ,0, ,287, ,9.7, ,60.1, ,35, ,46.8, ,100, ,59, ,89, ,43.7, ,3.3, ,79.6, ,51.1, 
