68,1/1/2020,1,0.06, ,0, ,223, ,7.3, ,68.1, ,35.2, ,50.9, ,83, ,28, ,58, ,36.5, ,2.5, ,60.7, ,53.5, 
68,1/2/2020,2,0.07, ,0, ,243, ,7.3, ,73, ,37, ,53, ,87, ,23, ,53, ,36.3, ,2.9, ,68.9, ,53.5, 
68,1/3/2020,3,0.07, ,0, ,233, ,6.7, ,72.1, ,37.7, ,54, ,74, ,24, ,47, ,34.4, ,2.2, ,52.1, ,53.5, 
68,1/4/2020,4,0.07, ,0, ,256, ,7.5, ,73.2, ,36.8, ,52.7, ,78, ,27, ,55, ,37.2, ,2.3, ,54.2, ,53.5, 
68,1/5/2020,5,0.07, ,0, ,267, ,7.5, ,72.7, ,37, ,53, ,86, ,27, ,55, ,37.1, ,2.6, ,61.8, ,53.5, 
68,1/6/2020,6,0.1, ,0, ,291, ,5.2, ,74.8, ,37.6, ,55.2, ,71, ,13, ,35, ,28.2, ,3.8, ,90.4, ,53.4, 
68,1/7/2020,7,0.08, ,0, ,297, ,4.8, ,74.2, ,32.6, ,51.8, ,64, ,13, ,36, ,25.9, ,2.5, ,60.7, ,52.9, 
68,1/8/2020,8,0.13, ,0, ,294, ,5.8, ,77.5, ,32.6, ,54.9, ,68, ,13, ,40, ,30.9, ,6.6, ,159.1, ,52.6, 
68,1/9/2020,9,0.16, ,0, ,280, ,8, ,68.7, ,47, ,58.4, ,64, ,34, ,48, ,38.7, ,12.1,Y,290.7,Y,54.4, 
68,1/10/2020,10,0.11, ,0, ,320, ,5.1, ,69.5, ,38.4, ,53.4, ,71, ,14, ,37, ,27.6, ,4.3, ,102.6, ,54.1, 
68,1/11/2020,11,0.1, ,0, ,315, ,5.2, ,72.6, ,31.3, ,51.4, ,71, ,16, ,40, ,28, ,3.9, ,92.7, ,53.1, 
68,1/12/2020,12,0.08, ,0, ,317, ,6.5, ,67.8, ,35.7, ,50.6, ,78, ,27, ,52, ,33.5, ,2.9, ,68.9, ,53.2, 
68,1/13/2020,13,0.08, ,0, ,318, ,6.8, ,68.1, ,32.2, ,49.5, ,81, ,33, ,56, ,34.6, ,2.9, ,69.4, ,52.9, 
68,1/14/2020,14,0.08, ,0, ,305, ,7.3, ,70.3, ,36.2, ,50.8, ,78, ,34, ,58, ,36.5, ,2.8, ,66.7, ,52.9, 
68,1/15/2020,15,0.07, ,0, ,275, ,7.1, ,70, ,32.8, ,49.8, ,86, ,31, ,58, ,35.6, ,2.5, ,60.5, ,52.6, 
68,1/16/2020,16,0.1, ,0, ,318, ,7.1, ,71, ,32, ,52.9, ,80, ,30, ,52, ,35.7, ,4.3, ,104.2, ,52.5, 
68,1/17/2020,17,0.12, ,0, ,312, ,8.4, ,68.1, ,39.8, ,57.7, ,72, ,37, ,52, ,40.1, ,7.1, ,170.6, ,54.5, 
68,1/18/2020,18,0.1, ,0, ,341, ,5, ,71.5, ,36, ,52.7, ,80, ,14, ,37, ,27.2, ,3.2, ,77.5, ,53.7, 
68,1/19/2020,19,0.11, ,0, ,306, ,4.5, ,75.4, ,36.7, ,56, ,53, ,13, ,29, ,24.3, ,2.9, ,68.8, ,53.4, 
68,1/20/2020,20,0.05, ,0, ,104, ,6.6, ,70.3, ,46.8, ,57.4, ,66, ,24, ,41, ,34, ,2.4, ,57.6, ,54.5, 
68,1/21/2020,21,0.1, ,0, ,314, ,10.4, ,71.9, ,50.5, ,60.4, ,81, ,40, ,58, ,45.7, ,4.8, ,115.4, ,56.2, 
68,1/22/2020,22,0.09, ,0, ,329, ,9.3, ,70.6, ,40.7, ,56.1, ,87, ,38, ,61, ,42.7, ,2.6, ,63.2, ,56.3, 
68,1/23/2020,23,0.11, ,0, ,342, ,8, ,77.5, ,41.9, ,58.7, ,78, ,24, ,47, ,38.7, ,2.8, ,68.1, ,56, 
68,1/24/2020,24,0.09, ,0, ,304, ,7.5, ,77.6, ,44, ,58.7, ,67, ,23, ,45, ,37.3, ,2.5, ,59.8, ,56.3, 
68,1/25/2020,25,0.1, ,0, ,341, ,7.7, ,78.9, ,43.1, ,59.6, ,64, ,23, ,44, ,37.8, ,2.6, ,61.6, ,56.3, 
68,1/26/2020,26,0.1, ,0, ,305, ,8.5, ,76.8, ,41.5, ,58.8, ,74, ,31, ,50, ,40.3, ,2.9, ,70.1, ,56.5, 
68,1/27/2020,27,0.11, ,0, ,352, ,6.7, ,80.6, ,41.9, ,59.7, ,74, ,15, ,38, ,34.4, ,3, ,71.2, ,56.9, 
68,1/28/2020,28,0.12, ,0, ,358, ,6.3, ,79, ,41.9, ,60.2, ,59, ,18, ,35, ,32.6, ,2.9, ,70.8, ,56.7, 
