159,1/1/2020,1,--,N,0, ,273, ,7.5, ,67.6, ,42.6, ,54.5, ,85, ,27, ,52, ,37.2, ,2.9, ,69.4, ,54.8, 
159,1/2/2020,2,--,N,0, ,252, ,9.4, ,67.6, ,44.3, ,53.7, ,92, ,39, ,67, ,42.9, ,2.5, ,60.8, ,55.2, 
159,1/3/2020,3,--,N,0, ,269, ,8, ,73.2, ,46.4, ,58, ,73, ,23, ,48, ,38.7, ,2.7, ,65.8, ,55.6, 
159,1/4/2020,4,--,N,0, ,276, ,8.5, ,70.4, ,43.7, ,55.2, ,81, ,32, ,57, ,40.2, ,2.6, ,62.5, ,56, 
159,1/5/2020,5,--,N,0, ,281, ,8.2, ,70.8, ,43.1, ,54.6, ,80, ,30, ,56, ,39.3, ,2.6, ,62.1, ,56, 
159,1/6/2020,6,--,N,0, ,298, ,5.5, ,78.5, ,44.7, ,58.2, ,61, ,12, ,33, ,29.6, ,2.7, ,63.6, ,55.9, 
159,1/7/2020,7,--,N,0, ,266, ,5.4, ,76.2, ,44.2, ,58, ,55, ,11, ,33, ,28.9, ,2.7, ,64.5, ,55.7, 
159,1/8/2020,8,--,N,0, ,272, ,9, ,62.4, ,42.2, ,52.7, ,85, ,47, ,66, ,41.8, ,2.8, ,66.5, ,55.7, 
159,1/9/2020,9,--,N,0, ,231, ,9.6, ,61.4, ,44.8, ,52.3, ,90, ,50, ,72, ,43.4, ,2.6, ,63.2, ,56.5, 
159,1/10/2020,10,--,N,0, ,289, ,7.9, ,65.7, ,39.6, ,51.2, ,89, ,35, ,62, ,38.4, ,2.7, ,63.9, ,55.8, 
159,1/11/2020,11,--,N,0, ,280, ,9.3, ,61.1, ,39.7, ,51.3, ,87, ,50, ,72, ,42.5, ,2.5, ,60, ,55.5, 
159,1/12/2020,12,--,N,0, ,272, ,9.5, ,62.4, ,45.1, ,52.3, ,89, ,49, ,71, ,43.2, ,2.2, ,53.8, ,56.6, 
159,1/13/2020,13,--,N,0, ,215, ,9.7, ,61.5, ,44.1, ,51.7, ,92, ,53, ,74, ,43.8, ,2.1, ,50.9, ,56.5, 
159,1/14/2020,14,--,N,0, ,277, ,9.5, ,62.3, ,40.8, ,50.8, ,93, ,52, ,75, ,43.2, ,2.4, ,56.6, ,56.2, 
159,1/15/2020,15,--,N,0, ,281, ,9.4, ,66.4, ,40.7, ,51.2, ,95, ,43, ,73, ,43, ,2.3, ,55.8, ,56.2, 
159,1/16/2020,16,--,N,0.1, ,247, ,9.3, ,59.6, ,40.3, ,50.1, ,95, ,54, ,75, ,42.6, ,2.9, ,68.7, ,56, 
159,1/17/2020,17,--,N,0.11, ,285, ,9.6, ,62.6, ,43.3, ,51.2, ,97, ,43, ,75, ,43.5, ,2.7, ,63.7, ,56.4, 
159,1/18/2020,18,--,N,0, ,287, ,7, ,69.9, ,40.3, ,53.4, ,84, ,24, ,50, ,35.5, ,2.9, ,69.2, ,56, 
