189,1/1/2018,1,--,N,0, ,287, ,3.1, ,59.6, ,16.8, ,35.5, ,74, ,17, ,43, ,15.5, ,3, ,71.6, ,41.4, 
189,1/2/2018,2,--,N,0.02, ,195, ,3.6, ,53.6, ,24.8, ,37.1, ,71, ,23, ,49, ,19.6, ,2.4, ,58.7, ,41.5, 
189,1/3/2018,3,--,N,0, ,232, ,3.8, ,55.9, ,19.9, ,39.7, ,78, ,25, ,46, ,20.8, ,3.1, ,73.9, ,41.6, 
189,1/4/2018,4,--,N,0, ,303,R,3.8, ,60.5, ,25, ,40.4, ,67, ,22, ,45, ,20.7, ,3.4, ,82.6, ,42.2, 
189,1/5/2018,5,--,N,0, ,306,R,5.2, ,60.9, ,21.7, ,42.4, ,78, ,32, ,57, ,28.1, ,2.8, ,66.5, ,42.4, 
189,1/6/2018,6,--,N,0, ,233, ,6.7, ,66.1, ,39.3,Y,52.6,Y,71, ,34, ,49,Y,34.2,Y,6.1, ,146.5, ,43.4, 
189,1/7/2018,7,--,N,0, ,313,R,5.8, ,60, ,26.8, ,44.8, ,81, ,39, ,58, ,30.9, ,3.3, ,78.2, ,44.3, 
189,1/8/2018,8,--,N,0.04, ,93, ,8.7,R,51.7, ,41.2,Y,46.7, ,93, ,62, ,--,R,--,I,8.6, ,205.8, ,44.7,Y
189,1/9/2018,9,--,N,0.54, ,137, ,9.2,R,52.6, ,34.1, ,45.7, ,97, ,65, ,--,R,--,I,6.7, ,161.9, ,45.7,R
189,1/10/2018,10,--,N,0, ,296, ,7.4,Y,56.4, ,27.7, ,40.1, ,98, ,59, ,88,Y,36.7,Y,2.4, ,58.3, ,45.3,R
189,1/11/2018,11,--,N,0, ,313,R,7.6,Y,59.3, ,26.1, ,41.6, ,99, ,56, ,85,Y,37.5,Y,2.4, ,57.7, ,44.5,Y
189,1/12/2018,12,--,N,0, ,313,R,7.5,Y,61.1, ,28.2, ,42.2, ,97, ,47, ,82,Y,37.1,Y,2.5, ,58.9, ,44.2,Y
189,1/13/2018,13,--,N,0, ,313, ,6.4, ,63.2, ,26.3, ,42.4, ,98, ,31, ,70, ,33.2, ,1.7, ,41, ,43.8, 
