91,1/16/2018,16,0.04, ,0, ,173, ,6.6, ,50.6, ,27.4, ,39.1, ,95, ,61, ,81, ,33.7, ,4.1, ,97.9, ,37.7, 
91,1/17/2018,17,0.04, ,0, ,119, ,7.7, ,55.8, ,32.5, ,43.7, ,96, ,58, ,79, ,37.7, ,6.9, ,164.9, ,38.2, 
91,1/18/2018,18,0.01, ,0.47, ,29, ,7, ,47, ,32, ,39.1, ,96, ,69, ,86, ,35.3, ,6.7, ,161.4, ,39.2, 
91,1/19/2018,19,0.02, ,0.08, ,160, ,4.5, ,38.9, ,19.6, ,28.3, ,95, ,55, ,86, ,24.6, ,2.8, ,66.2, ,38.7, 
91,1/20/2018,20,0.03, ,0, ,161, ,4.2, ,37.9, ,19.7, ,28.4, ,95, ,60, ,80, ,23, ,2.6, ,62.9, ,37.6, 
91,1/21/2018,21,0.03, ,0, ,66, ,4.1, ,37.5, ,22.5, ,31.1, ,88, ,60, ,70, ,22.5, ,8.3, ,198.2, ,36.5, 
91,1/22/2018,22,0.03, ,0, ,178, ,4.8, ,42.4, ,22.6, ,33.4, ,91, ,56, ,74, ,26, ,3.4, ,81.7, ,36.3, 
91,1/23/2018,23,0.03, ,0, ,117, ,4.5, ,44.6, ,21.2, ,31.7, ,92, ,50, ,75, ,24.7, ,4.6, ,110.8, ,36.3, 
91,1/24/2018,24,0.03, ,0, ,50, ,4.7, ,42.4, ,25.5, ,35.8, ,78, ,49, ,66, ,25.5, ,7.2, ,172, ,36.1, 
91,1/25/2018,25,0.04, ,0, ,155, ,3.7, ,39.7, ,18.7, ,30.2, ,88, ,37, ,65, ,19.9, ,5.8, ,139.1, ,35.9, 
91,1/26/2018,26,0.05, ,0, ,209, ,3.9, ,40.2, ,24.4, ,30.9, ,85, ,42, ,67, ,21.2, ,4.6, ,109.5, ,35.6, 
91,1/27/2018,27,0.02, ,0.04, ,103, ,5.8, ,43.8, ,29.4, ,35.4, ,92, ,70, ,83, ,30.9, ,5.8, ,138.5, ,36.1, 
91,1/28/2018,28,0.05, ,0, ,241, ,6.4, ,54.1, ,25.6, ,36.7, ,97, ,61, ,87, ,33.2, ,2.8, ,67, ,37.1, 
91,1/29/2018,29,0.03, ,0, ,125, ,5.7, ,52.6, ,26.1, ,36.1, ,96, ,45, ,79, ,30.2, ,2.6, ,61.7, ,37.7, 
91,1/30/2018,30,0.07, ,0, ,235, ,5.1, ,54.8, ,27.6, ,39.1, ,84, ,34, ,62, ,27.3, ,6, ,143.8, ,37.8, 
91,1/31/2018,31,0.04, ,0, ,177, ,4.8, ,47.9, ,20.1, ,33.8, ,97, ,39, ,72, ,25.9, ,2.4, ,57, ,37.8, 
91,2/1/2018,32,0.05, ,0, ,227, ,6, ,56.8, ,27.9, ,40.8, ,94, ,45, ,69, ,31.6, ,2.2, ,53.6, ,38.5, 
91,2/2/2018,33,0.07, ,0, ,263, ,6.5, ,60.2, ,24, ,42, ,92, ,42, ,71, ,33.4, ,3.7, ,88.5, ,39.1, 
91,2/3/2018,34,0.07, ,0, ,258, ,6.8, ,61.9, ,25.6, ,41.4, ,93, ,48, ,76, ,34.5, ,3.2, ,77.4, ,39.5, 
91,2/4/2018,35,0.06, ,0, ,247, ,6.2, ,61.7, ,22.8, ,39.4, ,95, ,44, ,76, ,32.3, ,2.9, ,69.3, ,39.8, 
91,2/5/2018,36,0.08, ,0, ,278, ,5.3, ,58, ,26.4, ,40.7, ,91, ,26, ,61, ,28.5, ,5.2, ,125.6, ,40.1, 
91,2/6/2018,37,0.06, ,0, ,279, ,4.5, ,56.8, ,16.6, ,34.4, ,96, ,32, ,67, ,24.5, ,2.2, ,53.9, ,39.6, 
91,2/7/2018,38,0.07, ,0, ,286, ,4.4, ,61.3, ,17.7, ,36.7, ,92, ,30, ,59, ,23.9, ,2.3, ,55.8, ,39.1, 
91,2/8/2018,39,0.07, ,0, ,262, ,5.1, ,63.3, ,20.2, ,40, ,95, ,33, ,60, ,27.4, ,2.9, ,69.2, ,39.2, 
91,2/9/2018,40,0.09, ,0, ,228, ,3.6, ,60.5, ,21.1, ,39.5, ,87, ,14, ,44, ,19.5, ,5.1, ,122.5, ,39.3, 
91,2/10/2018,41,0.08, ,0, ,298, ,2.8, ,45.3, ,13.3, ,32.6, ,77, ,29, ,45, ,13.7, ,6.1, ,145.9, ,39, 
91,2/11/2018,42,0.04, ,0, ,158, ,3.6, ,41.2, ,8.5, ,26.8, ,88, ,46, ,72, ,19, ,6.2, ,149.5, ,37.6, 
91,2/12/2018,43,0.06, ,0, ,305, ,3, ,37.5, ,17.2, ,27.7, ,86, ,39, ,59, ,15.3, ,8, ,192.7, ,37.1, 
91,2/13/2018,44,0.06, ,0, ,321, ,2.9, ,48, ,7.9, ,25.7, ,88, ,33, ,61, ,14, ,2.9, ,70.7, ,36.4, 
91,2/14/2018,45,0.05, ,0, ,162, ,3.7, ,43.5, ,13.9, ,29.8, ,82, ,34, ,66, ,20, ,6.4, ,153.8, ,35.7, 
91,2/15/2018,46,0.06, ,0, ,323, ,3, ,42.9, ,7.7, ,25.6, ,93, ,32, ,63, ,14.7, ,2.6, ,63, ,35.3, 
91,2/16/2018,47,0.06, ,0, ,279, ,3.9, ,48.4, ,8.7, ,29.7, ,90, ,43, ,69, ,20.9, ,4, ,97.1, ,35, 
91,2/17/2018,48,0.07, ,0, ,249, ,5.2, ,55.6, ,16.7, ,37.4, ,95, ,45, ,68, ,27.9, ,6.1, ,146.6, ,35.2, 
91,2/18/2018,49,0.06, ,0, ,249, ,4, ,39.5, ,15.6, ,29.1, ,91, ,54, ,73, ,21.5, ,10, ,240.5, ,36.2, 
91,2/19/2018,50,0.04, ,0, ,196, ,3, ,30, ,14.6, ,21.8, ,92, ,53, ,74, ,14.7, ,7.5, ,180.6, ,35.5, 
91,2/20/2018,51,0.05, ,0, ,324, ,2.4, ,32.5, ,7.2, ,20.2, ,89, ,37, ,65, ,10.3, ,3.1, ,74.3, ,34.8, 
91,2/21/2018,52,0.05, ,0, ,236, ,3.1, ,37.3, ,13.6, ,26.8, ,85, ,44, ,63, ,15.9, ,5.4, ,130.7, ,34.5, 
91,2/22/2018,53,0.03, ,0.04, ,172, ,3.4, ,30.6, ,19.7, ,24.5, ,93, ,66, ,76, ,18.1, ,6.9, ,166.8, ,34.5, 
91,2/23/2018,54,0.06, ,0.04, ,351, ,2.4, ,33.8, ,9.3, ,23.3, ,78, ,34, ,56, ,9.9, ,4.9, ,118, ,34.2, 
91,2/24/2018,55,0.04, ,0, ,152, ,4.1, ,37.2, ,22.6, ,28.6, ,95, ,53, ,76, ,22.1, ,8.9, ,212.6, ,34.2, 
91,2/25/2018,56,0.05, ,0, ,184, ,4.1, ,43.4, ,15.8, ,30.4, ,96, ,46, ,71, ,22.2, ,5, ,120.6, ,34.3, 
91,2/26/2018,57,0.07, ,0.08, ,373, ,3.5, ,31.4, ,12.8, ,24.7, ,97, ,52, ,78, ,18.8, ,7.6, ,183.6, ,34.9, 
91,2/27/2018,58,0.06, ,0, ,62, ,2.9, ,34.6, ,13.8, ,20.8,Y,85, ,32, ,75,Y,14.1,Y,2, ,49.1, ,34.4, 
91,2/28/2018,59,0.04, ,0, ,149, ,3.7, ,37.9, ,15, ,28.1, ,85, ,58, ,72, ,20.1, ,6.6, ,158.7, ,34.3, 
91,3/1/2018,60,0.04, ,0, ,178, ,5.5, ,38.3, ,25.6, ,32.7, ,97, ,80, ,88, ,29.6, ,9.7, ,233.3, ,34.4, 
91,3/2/2018,61,0.06, ,0.12, ,352, ,3.4, ,32.4, ,1.1,Y,22.3,Y,93, ,65, ,82,Y,17.8,Y,6.6, ,157.4, ,35, 
91,3/3/2018,62,0.06, ,0.04, ,349, ,3.6, ,35.3, ,7,Y,22.1,Y,94, ,67, ,87,Y,19,Y,3.6, ,85.8, ,34.9, 
91,3/4/2018,63,0.05, ,0, ,322, ,3.5, ,35.5, ,9.6, ,22.9,Y,94, ,63, ,83,Y,18.6,Y,3, ,71, ,34.6, 
91,3/5/2018,64,0.07, ,0, ,404, ,3.6, ,42.3, ,11.4, ,26.7, ,92, ,45, ,74, ,19.6, ,2.7, ,64.1, ,34.5, 
91,3/6/2018,65,0.08, ,0, ,383, ,4.5, ,52.3, ,18.1, ,33.6, ,92, ,40, ,69, ,24.7, ,2.3, ,55.8, ,34.6, 
91,3/7/2018,66,0.07, ,0, ,207, ,5.1, ,57.2, ,29.5, ,41.5, ,83, ,36, ,58, ,27.8, ,5.2, ,124.1, ,35.4, 
91,3/8/2018,67,0.05, ,0, ,135, ,6.4, ,49.8, ,33.9, ,41.9, ,91, ,52, ,70, ,33, ,9.9, ,238.7, ,36.7, 
91,3/9/2018,68,0.03, ,0.39, ,185, ,6.9, ,48.3, ,30.2, ,37.4, ,97, ,77, ,92, ,35.2, ,3.7, ,88, ,37.6, 
91,3/10/2018,69,0.08, ,0, ,340, ,6.3, ,54.8, ,24.3, ,37.4, ,98, ,43, ,83, ,32.7, ,3.1, ,73.4, ,38.6, 
91,3/11/2018,70,0.11, ,0, ,431, ,5.8, ,58.4, ,23.8, ,40.1, ,98, ,32, ,69, ,30.7, ,3.1, ,75.1, ,39.4, 
91,3/12/2018,71,0.14, ,0, ,410, ,6.5, ,62.1, ,24, ,45, ,91, ,37, ,63, ,33.4, ,6.9, ,166.7, ,39.9, 
91,3/13/2018,72,0.03, ,0.28, ,115, ,8.2, ,50.7, ,35.8, ,43.7, ,96, ,72, ,84, ,39.3, ,10.4, ,249, ,41.1, 
91,3/14/2018,73,0.04, ,0.2, ,215, ,5.8, ,40.8, ,26.6, ,33.3, ,97, ,73, ,90, ,30.9, ,4.6, ,111, ,40.8, 
91,3/15/2018,74,0.05, ,0.04, ,214, ,5, ,40.9, ,26.3, ,32, ,96, ,61, ,82, ,27.3, ,7.3, ,175.2, ,39.8, 
91,3/16/2018,75,0.04, ,0, ,218, ,4.9, ,38.2, ,24.9, ,30.1, ,94, ,71, ,86, ,26.5, ,4.8, ,115.6, ,39.1, 
91,3/17/2018,76,0.04, ,0.04, ,173, ,4.8, ,39.4, ,25.8, ,31.5, ,96, ,57, ,80, ,26.2, ,5.1, ,122.6, ,38.7, 
91,3/18/2018,77,0.09, ,0, ,385, ,4.7, ,46.4, ,19.4, ,33.8, ,95, ,44, ,72, ,25.8, ,3.9, ,93.3, ,38.3, 
91,3/19/2018,78,0.11, ,0, ,425, ,4.4, ,51.8, ,19.3, ,36.8, ,96, ,31, ,60, ,24.2, ,3.6, ,85.6, ,39.1, 
91,3/20/2018,79,0.03, ,0, ,113, ,5.9, ,46.1, ,31.2, ,38.7, ,92, ,55, ,74, ,31.3, ,5.9, ,141, ,39.9, 
91,3/21/2018,80,0.09, ,0.63, ,292, ,8.1, ,55.3, ,35, ,45.1, ,96, ,52, ,79, ,39.1, ,10.2, ,245.8, ,40.6, 
91,3/22/2018,81,0.06, ,0.55, ,273, ,6.3, ,45.4, ,28.5, ,37.8, ,97, ,58, ,82, ,32.8, ,9.2, ,221.9, ,41.8, 
91,3/23/2018,82,0.11, ,0, ,418, ,4.9, ,44.1, ,24, ,33.6, ,99, ,49, ,75, ,26.4, ,10.7, ,256.4, ,40.9, 
91,3/24/2018,83,0.08, ,0.08, ,344, ,4, ,39.8, ,16.7, ,29.4, ,97, ,48, ,74, ,22, ,6.7, ,161.2, ,40.4, 
91,3/25/2018,84,0.07, ,0.04, ,362, ,4.3, ,40.2, ,17.9, ,30.1, ,96, ,55, ,77, ,23.6, ,4.1, ,99.1, ,40.1, 
91,3/26/2018,85,0.1, ,0, ,457, ,4.6, ,48.6, ,18.2, ,34.1, ,95, ,43, ,69, ,25, ,4.3, ,103.6, ,40, 
91,3/27/2018,86,0.13, ,0, ,497, ,6.1, ,61.8, ,23, ,42.7, ,96, ,35, ,66, ,32, ,4.6, ,109.5, ,40.9, 
91,3/28/2018,87,0.15, ,0, ,503, ,6.4, ,64, ,28, ,46.9, ,95, ,28, ,58, ,33, ,5, ,119.2, ,42.8, 
91,3/29/2018,88,0.14, ,0, ,630,R,5.3, ,65.4, ,32, ,54.5,Y,97, ,24, ,36,Y,28.4,Y,4.1, ,97.9, ,44.1, 
91,3/30/2018,89,0.15, ,0, ,425, ,4.5, ,67.6, ,22.5, ,46.9, ,90, ,16, ,41, ,24.6, ,4.3, ,103.3, ,44.5, 
91,3/31/2018,90,0.19, ,0, ,521, ,5.9, ,65, ,33.5, ,49.9, ,85, ,26, ,48, ,31.1, ,6, ,144.2, ,45.4, 
91,4/1/2018,91,0.14, ,0, ,447, ,6.6, ,58, ,25.3, ,45.9, ,96, ,41, ,63, ,34, ,6.7, ,159.8, ,45.4, 
91,4/2/2018,92,0.14, ,0, ,546, ,4.1, ,49.2, ,24.2, ,39.6, ,87, ,21, ,50, ,22.4, ,7.8, ,186.8, ,45.5, 
91,4/3/2018,93,0.16, ,0, ,499, ,3.7, ,62.8, ,14.3, ,41, ,88, ,15, ,43, ,20, ,4.7, ,113.9, ,44.6, 
91,4/4/2018,94,0.1, ,0.04, ,282, ,6.5, ,60.4, ,40.4, ,50.6, ,80, ,39, ,52, ,33.6, ,4.1, ,99.3, ,45.9, 
91,4/5/2018,95,0.03, ,0.43, ,124, ,8.2, ,52.5, ,39.7, ,45, ,96, ,50, ,80, ,39.4, ,4.9, ,118.6, ,46.5, 
91,4/6/2018,96,0.02, ,0.55, ,117, ,9.3,Y,52, ,40.2, ,45, ,98, ,78, ,92,Y,42.7,Y,7, ,168.5, ,46, 
91,4/7/2018,97,0.14, ,0.35, ,419, ,7.7, ,53.7, ,40.4, ,47.9, ,97, ,49, ,68, ,37.8, ,11.7,Y,280.2,Y,46.7, 
91,4/8/2018,98,0.16, ,0, ,540, ,5.7, ,55.2, ,30, ,43.9, ,86, ,38, ,58, ,30.3, ,6.8, ,162.9, ,47.1, 
91,4/9/2018,99,0.19, ,0, ,537, ,6.1, ,71.5, ,23.6, ,50, ,95, ,23, ,50, ,32.1, ,5.2, ,125, ,47.3, 
91,4/10/2018,100,0.09, ,0, ,207, ,7.6, ,59.8, ,37.2, ,51.6, ,81, ,43, ,58, ,37.5, ,9, ,216.7, ,48.1, 
91,4/11/2018,101,0.1, ,0.04, ,314, ,6, ,53.6, ,28.1, ,39.3, ,97, ,46, ,74, ,31.7, ,9.2, ,220.6, ,47.1, 
91,4/12/2018,102,0.11, ,0.08, ,491, ,4.9, ,44.3, ,22.5, ,32.4, ,98, ,57, ,79, ,26.6, ,7.8, ,188.2, ,46.1, 
91,4/13/2018,103,0.12, ,0, ,470, ,6.1, ,54.1, ,26.2, ,41, ,91, ,48, ,69, ,31.8, ,4.3, ,102.7, ,45.7, 
91,4/14/2018,104,0.16, ,0, ,495, ,6.5, ,63.2, ,28.1, ,47.9, ,98, ,33, ,58, ,33.7, ,5.4, ,130.4, ,47, 
91,4/15/2018,105,0.07, ,0.04, ,208, ,6.5, ,51.5, ,30.8, ,40.4, ,98, ,52, ,76, ,33.6, ,7.9, ,188.9, ,47.6, 
91,4/16/2018,106,0.07, ,0.08, ,329, ,5, ,42.2, ,24.2, ,32.6, ,92, ,63, ,80, ,27.2, ,5.4, ,128.9, ,46.1, 
91,4/17/2018,107,0.14, ,0, ,601, ,4.4, ,48.5, ,21.7, ,35.8, ,92, ,35, ,62, ,24.2, ,3.9, ,93.4, ,45.5, 
91,4/18/2018,108,0.08, ,0, ,314, ,5.4, ,46.7, ,29.3, ,36.6, ,95, ,43, ,74, ,29, ,4.6, ,109.4, ,46.2, 
91,4/19/2018,109,0.13, ,0, ,432, ,5.9, ,55.3, ,30.4, ,41.6, ,95, ,44, ,67, ,31.3, ,8.4, ,201.2, ,45.9, 
91,4/20/2018,110,0.18, ,0, ,608, ,5.7, ,65.8, ,22.7, ,47.2, ,97, ,25, ,52, ,30.3, ,4.4, ,106.1, ,46.3, 
91,4/21/2018,111,0.2, ,0, ,619, ,6.1, ,68.1, ,33.8, ,51.1, ,86, ,21, ,48, ,32, ,5.8, ,138.7, ,48.4, 
91,4/22/2018,112,0.19, ,0, ,607, ,5.5, ,64.3, ,30.3, ,48.5, ,92, ,20, ,48, ,29.6, ,5.7, ,137.6, ,49.2, 
91,4/23/2018,113,0.2, ,0, ,622, ,4.4, ,67.8, ,33.5, ,49.8, ,60, ,18, ,36, ,24.3, ,4.6, ,111.2, ,49.8, 
91,4/24/2018,114,0.23, ,0, ,761,R,5.7, ,73, ,32, ,62.4,Y,69, ,16, ,29,Y,30.2,Y,7, ,169, ,50.1, 
91,4/25/2018,115,0.22, ,0, ,615, ,6.8, ,78.4, ,35.3, ,58.7, ,85, ,17, ,40, ,34.7, ,3.5, ,85, ,50.9, 
91,4/26/2018,116,0.22, ,0, ,536, ,7.4, ,82.7,Y,32.8, ,60.2, ,85, ,17, ,41, ,36.6, ,4.7, ,112, ,51.9, 
91,4/27/2018,117,0.17, ,0.04, ,481, ,7.1, ,59.1, ,38.2, ,49.1, ,90, ,32, ,60, ,35.8, ,7.2, ,172.3, ,52.2, 
91,4/28/2018,118,0.07, ,0.2, ,300, ,7.1, ,46.4, ,33.8, ,39.1, ,98, ,73, ,88, ,35.8, ,5.7, ,136.9, ,51, 
91,4/29/2018,119,0.13, ,0.08, ,534, ,6.9, ,52.2, ,31.2, ,41.1, ,97, ,53, ,79, ,35, ,6.5, ,157, ,50.2, 
91,4/30/2018,120,0.09, ,0, ,341, ,6.7, ,52.5, ,30.3, ,42.1, ,97, ,52, ,73, ,34.3, ,5.2, ,124.8, ,50.2, 
91,5/1/2018,121,0.13, ,0, ,468, ,5.9, ,58.8, ,27.9, ,43.3, ,92, ,36, ,62, ,31.3, ,4.8, ,114.6, ,50.2, 
91,5/2/2018,122,0.19, ,0, ,647, ,6.5, ,65.7, ,30.1, ,49.5, ,86, ,29, ,54, ,33.4, ,3.9, ,94, ,50.9, 
91,5/3/2018,123,0.21, ,0, ,621, ,7.6, ,74, ,32.8, ,54.7, ,93, ,25, ,52, ,37.5, ,3.9, ,93.6, ,52.2, 
91,5/4/2018,124,0.2, ,0, ,551, ,8.5, ,75.1, ,36.2, ,57.5, ,93, ,26, ,53, ,40.4, ,4, ,94.9, ,53.4, 
91,5/5/2018,125,0.17, ,0, ,455, ,8.4, ,72.5, ,39.4, ,57.7, ,89, ,27, ,52, ,40.1, ,4.9, ,116.5, ,54, 
91,5/6/2018,126,0.22, ,0, ,620, ,8.2, ,72.6, ,43.5, ,59.2, ,81, ,25, ,48, ,39.5, ,5, ,120.7, ,54.6, 
91,5/7/2018,127,0.22, ,0, ,645, ,9.4, ,74.6, ,35.5, ,58.3, ,99, ,32, ,57, ,42.9, ,4.2, ,100.7, ,55.7, 
91,5/8/2018,128,0.17, ,0.08, ,493, ,11.1, ,76.3, ,37.5, ,56.7, ,97, ,39, ,71, ,47.3, ,4.7, ,112.2, ,58.1, 
91,5/9/2018,129,0.21, ,0, ,603, ,9.3, ,69, ,44.8, ,56.6, ,97, ,28, ,59, ,42.5, ,6.4, ,153.3, ,59.6, 
91,5/10/2018,130,0.21, ,0, ,611, ,7.6, ,63.7, ,38.1, ,50.9, ,90, ,37, ,60, ,37.4, ,8.5, ,204.4, ,58.5, 
91,5/11/2018,131,0.18, ,0, ,555, ,6.5, ,59.4, ,34.3, ,47.4, ,83, ,37, ,58, ,33.5, ,9.6, ,230.4, ,56.8, 
91,5/12/2018,132,0.17, ,0, ,416, ,7.7, ,67.3, ,43, ,54.2, ,81, ,36, ,54, ,37.9, ,9, ,217, ,55.5, 
91,5/13/2018,133,0.21, ,0, ,621, ,8.2, ,73.2, ,35.2, ,57.3, ,85, ,29, ,51, ,39.3, ,4.5, ,107.9, ,55.7, 
91,5/14/2018,134,0.24, ,0, ,680, ,7.8, ,74.6, ,37.8, ,58.9, ,85, ,25, ,46, ,38.1, ,4.6, ,110.3, ,56.9, 
91,5/15/2018,135,0.18, ,0, ,500, ,9.3, ,73.8, ,36.8, ,56.5, ,87, ,29, ,60, ,42.8, ,4.9, ,116.4, ,57.2, 
91,5/16/2018,136,0.12, ,0.12, ,379, ,11.4, ,63.6, ,41.5, ,53, ,97, ,63, ,83, ,48, ,6.3, ,151.3, ,57.5, 
91,5/17/2018,137,0.18, ,0.08, ,546, ,11, ,69.9, ,47.2, ,56.8, ,95, ,43, ,70, ,47.2, ,7.1, ,171.4, ,58.1, 
91,5/18/2018,138,0.23, ,0, ,661, ,8.7, ,69.6, ,36.2, ,55.5, ,98, ,35, ,58, ,41, ,5.2, ,125.6, ,58.8, 
91,5/19/2018,139,0.22, ,0, ,638, ,9.3, ,71.3, ,39.7, ,57.4, ,93, ,38, ,57, ,42.5, ,5, ,119.2, ,59.2, 
91,5/20/2018,140,0.14, ,0, ,417, ,10.6, ,65.6, ,42.7, ,54.3, ,95, ,48, ,74, ,46.1, ,5.6, ,134.2, ,59.6, 
91,5/21/2018,141,0.21, ,0, ,646, ,10, ,72.1, ,35.2, ,56.3, ,99, ,40, ,64, ,44.5, ,4.2, ,100.5, ,58.9, 
91,5/22/2018,142,0.23, ,0, ,668, ,10.4, ,77.7, ,39.5, ,60.9, ,94, ,30, ,57, ,45.6, ,3.6, ,85.3, ,59.5, 
91,5/23/2018,143,0.15, ,0,R,13, ,12.7,Y,63.1, ,32, ,57.9, ,95, ,42, ,77,Y,50.9,Y,3.3, ,79.8, ,60.8, 
91,5/24/2018,144,0.23, ,0.35, ,655, ,11.5, ,76.7, ,42.3, ,61.3, ,99, ,32, ,62, ,48.3, ,5.2, ,124.2, ,60.4, 
91,5/25/2018,145,0.03, ,1.77, ,146, ,12.4, ,58, ,47.5, ,52.7, ,98, ,77, ,92, ,50.3, ,5.7, ,137.6, ,60.1, 
91,5/26/2018,146,0.17, ,0, ,574, ,9.5, ,63.3, ,42.9, ,51.7, ,92, ,53, ,73, ,43.2, ,8.6, ,207.2, ,58.5, 
91,5/27/2018,147,0.23, ,0, ,677, ,10, ,74.8, ,36.9, ,56.8, ,96, ,34, ,64, ,44.7, ,6.3, ,152.2, ,59, 
91,5/28/2018,148,0.25, ,0, ,701, ,11.5, ,77.8, ,46.5, ,63.2, ,93, ,31, ,58, ,48.2, ,6.1, ,145.9, ,60.4, 
91,5/29/2018,149,0.24, ,0, ,651, ,10.7, ,77.4, ,45.8, ,60.3, ,88, ,37, ,60, ,46.3, ,6, ,145.1, ,61.8, 
91,5/30/2018,150,0.19, ,0.04, ,579, ,9.5, ,69.9, ,42.6, ,54.6, ,90, ,49, ,65, ,43.3, ,5.6, ,134.5, ,62.3, 
91,5/31/2018,151,0.14, ,0.04, ,442, ,7.6, ,57.3, ,40.4, ,48, ,86, ,43, ,67, ,37.5, ,7.5, ,180.7, ,61.2, 
91,6/1/2018,152,0.2, ,0.04, ,709, ,8, ,66.7, ,33.7, ,52, ,96, ,35, ,61, ,38.8, ,3.1, ,73.9, ,60.1, 
91,6/2/2018,153,0.24, ,0, ,705, ,9.2, ,81.4, ,37.2, ,61.1, ,93, ,23, ,50, ,42.3, ,3.2, ,76, ,62, 
91,6/3/2018,154,0.2, ,0.04, ,566, ,11.4, ,79.9, ,44.2, ,63.1, ,87, ,36, ,58, ,48, ,4.5, ,109.1, ,63.6, 
91,6/4/2018,155,0.25, ,0, ,700, ,9.3, ,70.8, ,42.2, ,57.8, ,88, ,33, ,57, ,42.7, ,6.5, ,157.1, ,63.8, 
91,6/5/2018,156,0.22, ,0, ,631, ,8.5, ,71.6, ,37.2, ,56.9, ,92, ,31, ,54, ,40.2, ,4.6, ,111.4, ,63.6, 
91,6/6/2018,157,0.21, ,0, ,576, ,9.5, ,76.3, ,39.4, ,60, ,84, ,29, ,53, ,43.1, ,4, ,96.7, ,63.7, 
91,6/7/2018,158,0.22, ,0, ,604, ,9.8, ,76.8, ,45, ,60.8, ,92, ,27, ,54, ,44.1, ,5, ,120.1, ,64.2, 
91,6/8/2018,159,0.24, ,0, ,652, ,9.2, ,75.6, ,37.4, ,58.2, ,97, ,26, ,56, ,42.5, ,5.5, ,130.9, ,63.9, 
91,6/9/2018,160,0.09, ,0.12, ,333, ,8, ,52.3,Y,33.4, ,44.9, ,89, ,55, ,79, ,38.7, ,9, ,215.5, ,62.3, 
91,6/10/2018,161,0.2, ,0.04, ,678, ,7, ,62.3, ,29.1, ,47.4, ,98, ,37, ,62, ,35.3, ,4.6, ,111, ,60.2, 
91,6/11/2018,162,0.22, ,0, ,708, ,8.9, ,71.2, ,46.7, ,57.7, ,81, ,33, ,54, ,41.4, ,4.4, ,106.1, ,61.6, 
91,6/12/2018,163,0.26, ,0.47, ,706, ,9.5, ,78.6, ,40.5, ,62, ,85, ,31, ,50, ,43.2, ,4.5, ,106.9, ,63.2, 
91,6/13/2018,164,0.27, ,0, ,708, ,11, ,78.6, ,46.6, ,64, ,81, ,33, ,54, ,47.1, ,6.3, ,152, ,65.7, 
91,6/14/2018,165,0.25, ,0, ,697, ,9.2, ,74.4, ,41.6, ,59.1, ,96, ,24, ,54, ,42.5, ,5.9, ,141, ,65.5, 
91,6/15/2018,166,0.25, ,0.08,H,703, ,8.4, ,72.6, ,40.4, ,58, ,94, ,21, ,51, ,40, ,6.8, ,162.8, ,65.1, 
