70,1/1/2018,1,0.05, ,0, ,195, ,9.1, ,64.5, ,32.5, ,46.9, ,100, ,47, ,83, ,42, ,1.8, ,43.8, ,47.5, 
70,1/2/2018,2,0.03, ,0, ,126, ,9.8, ,61, ,38.8, ,47.7, ,100, ,59, ,87, ,44, ,2, ,47.3, ,47.9, 
70,1/3/2018,3,0.01, ,0.1, ,86, ,10.6, ,55.7, ,35.4, ,47.2, ,100, ,75, ,96, ,46, ,2.8, ,67.7, ,48.2, 
70,1/4/2018,4,0.06, ,0.11, ,225, ,13.1, ,68.9, ,--,S,49.5,H,100,H,63,H,100, ,51.8, ,4.4, ,104.5, ,49.2, 
70,1/5/2018,5,0.02, ,0.06, ,100, ,14.3, ,66.9, ,--,S,48.5,H,100,H,77,H,100, ,54.1, ,3.2, ,77.2, ,50.2, 
70,1/6/2018,6,0.05, ,0.2, ,223, ,10.6,H,62, ,--,S,33.4,Y,100,H,60,H,100,Y,33.4,Y,2.8, ,68.3, ,51.1, 
70,1/7/2018,7,0.01, ,0, ,77, ,11.2, ,53.3, ,41.4, ,47.3, ,100, ,100, ,100, ,47.5, ,2.8, ,67.1, ,50.5, 
70,1/8/2018,8,0, ,1.19, ,27, ,11.3,H,58.1, ,--,S,25.2,R,100,H,100,H,--,R,--,I,4.9, ,118, ,50.8, 
70,1/9/2018,9,0.01,R,0.73, ,48, ,9.1,H,58.4, ,--,S,--,S,100,H,100,H,--,Q,--,Q,4.4, ,104.7, ,52.3, 
70,1/10/2018,10,0.01, ,0, ,76, ,12.2, ,55.4, ,47.6, ,52.2, ,100, ,72, ,91, ,49.8, ,3.4, ,81.8, ,52.4, 
70,1/11/2018,11,0.04, ,0, ,175, ,12.3, ,61.6, ,--,S,50.4,H,100,H,73,H,98, ,50, ,2.4, ,58.3, ,52.4, 
70,1/12/2018,12,0, ,0.01, ,58, ,11.1, ,51.9, ,39, ,47.1, ,100, ,100, ,100, ,47.4, ,2.9, ,69, ,51.7, 
70,1/13/2018,13,0, ,0, ,55, ,12.6, ,52.7, ,49.6, ,50.8, ,100, ,100, ,100, ,50.8, ,3.2, ,77.8, ,51.9, 
70,1/14/2018,14,0.01, ,0, ,77, ,11.8, ,54.6, ,--,S,47.1,H,100,H,94,H,100, ,48.9, ,2.9, ,70.5, ,52, 
70,1/15/2018,15,0, ,0, ,58, ,10.3,H,52.4, ,--,S,33.7,Y,100,H,100,H,100,Y,33.7,Y,2.6, ,61.3, ,51.7, 
70,1/16/2018,16,0, ,0, ,66, ,13, ,55.1, ,46.8, ,51.4, ,100, ,100, ,100, ,51.5, ,3.3, ,80.2, ,52, 
70,1/17/2018,17,0.01,H,0, ,42, ,11.2,H,54.6, ,--,S,--,S,100,H,100,H,--,Q,--,Q,3.1, ,74, ,52.5, 
70,1/18/2018,18,0.03, ,0.13, ,150, ,11.2,H,58, ,--,S,25.9,R,100,H,92,H,--,R,--,I,4.9, ,118.5, ,52.7, 
70,1/19/2018,19,0.07, ,0, ,268, ,9.7, ,58.4, ,41.6, ,49.5, ,100, ,46, ,81, ,43.9, ,5.3, ,127.6, ,52.6, 
70,1/20/2018,20,0.07, ,0, ,284, ,7.8, ,57.3, ,35.5, ,45, ,100, ,43, ,76, ,38.1, ,5, ,118.9, ,51.6, 
70,1/21/2018,21,0.05, ,0, ,225, ,7.9, ,57.2, ,32.8, ,45.2, ,100, ,53, ,77, ,38.4, ,2.6, ,62.2, ,50.4, 
70,1/22/2018,22,0.03, ,0.05, ,121, ,10.7, ,57.2, ,44.7, ,49.7, ,100, ,64, ,88, ,46.4, ,4.6, ,109.9, ,50.8, 
70,1/23/2018,23,0.04, ,0, ,198, ,11.2, ,60.7, ,41.8, ,50.1, ,100, ,63, ,91, ,47.5, ,3.1, ,74.4, ,51.3, 
70,1/24/2018,24,0.02, ,0.23, ,110, ,9.4,H,54, ,--,S,--,S,100,H,88,H,--,Q,--,Q,4.6, ,110.5, ,51.1, 
70,1/25/2018,25,0.05, ,0.03, ,208, ,8.6,H,59.5, ,--,S,32.6,Y,100,H,57,H,100,Y,32.6,Y,3.1, ,73.2, ,51, 
