228,1/1/2018,1,0.07, ,0, ,243, ,6.3, ,67.2, ,48.8, ,56, ,58, ,27, ,41, ,32.8, ,2.8, ,67, ,50, 
228,1/2/2018,2,0.05, ,0, ,132, ,7.5, ,65.4, ,49.2, ,56.1, ,64, ,37, ,49, ,37.1, ,2.6, ,61.2, ,50.1, 
228,1/3/2018,3,0.06, ,0.06, ,110, ,6.4, ,65.2, ,47.6, ,57.3,Y,76, ,31, ,40,Y,33,Y,3.4, ,80.7, ,50.8, 
228,1/4/2018,4,0.06, ,0.16, ,201, ,11, ,63.1, ,47.3, ,55.6, ,84, ,60, ,73, ,46.9, ,4.6, ,110.5, ,51.9,Y
228,1/5/2018,5,0.03, ,0.35, ,116, ,12.5,Y,62.9, ,50.7, ,55.3, ,93, ,68, ,84,Y,50.6,Y,3.1, ,75, ,53.7,Y
228,1/6/2018,6,0.04, ,0.42, ,200, ,10, ,55.8, ,43.3, ,48.7, ,94, ,62, ,86, ,44.6, ,3.5, ,82.8, ,54.1,Y
228,1/7/2018,7,0.03, ,0, ,117, ,7.8, ,52.1, ,40.8, ,47.2, ,80, ,60, ,70, ,38.1, ,2.7, ,65.9, ,51.2,Y
228,1/8/2018,8,0.01, ,1.15, ,29, ,10.6, ,54.2, ,47.2, ,51.7, ,93, ,49, ,81, ,46, ,4.9, ,118.5, ,51.5,Y
228,1/9/2018,9,0, ,0.9, ,40, ,11.3,Y,54.1, ,46.8, ,50.6, ,93, ,85, ,90,Y,47.8,Y,4.8, ,114.9, ,52.8,Y
228,1/10/2018,10,0.01, ,0.14, ,75, ,9.8, ,48.1, ,42.1, ,45.6, ,94, ,91, ,94, ,44, ,3.6, ,87.6, ,52.1,Y
228,1/11/2018,11,0.03, ,0, ,136, ,9.3, ,55.6, ,41.1, ,46.6, ,94, ,75, ,86, ,42.5, ,2.7, ,65.4, ,51,Y
228,1/12/2018,12,0.06, ,0, ,269, ,8.9, ,59.8, ,40.9, ,48.6, ,94, ,57, ,76, ,41.4, ,3, ,73, ,50.1, 
228,1/13/2018,13,0.06, ,0.01, ,266, ,9.6, ,65.8, ,38, ,50.4, ,94, ,58, ,77, ,43.6, ,2.8, ,67.9, ,51.4,Y
228,1/14/2018,14,0.08, ,0, ,227, ,7.7, ,69.7, ,49.5, ,57.3, ,61, ,30, ,48, ,37.9, ,3.2, ,76.3, ,51.7,Y
228,1/15/2018,15,0.06, ,0, ,174, ,7.5, ,66.2, ,48.1, ,54.6, ,68, ,39, ,52, ,37.2, ,3.1, ,74.4, ,52.2,Y
228,1/16/2018,16,0.05, ,0.04, ,174, ,9.6, ,62.7, ,46.6, ,52.4, ,93, ,55, ,72, ,43.5, ,3.5, ,83.9, ,52.3,Y
228,1/17/2018,17,0.06, ,0, ,223, ,9.2, ,62.2, ,44.5, ,52.7, ,93, ,51, ,67, ,42.2, ,3.3, ,79.6, ,52.4,Y
228,1/18/2018,18,0.04, ,0.67, ,165, ,9.6, ,59.1, ,43.3, ,49.9, ,94, ,61, ,78, ,43.5, ,4.9, ,118.8, ,52.4,Y
228,1/19/2018,19,0.06, ,0.11, ,289, ,7.5, ,49.7, ,34.5, ,42.6, ,94, ,56, ,80, ,37, ,3.5, ,83.2, ,52,Y
228,1/20/2018,20,0.06, ,0, ,289, ,5.5, ,49.2, ,31.1, ,39.3, ,85, ,47, ,68, ,29.5, ,3.1, ,73.6, ,48.6, 
228,1/21/2018,21,0.05, ,0, ,227, ,5.4, ,49.8, ,32.3, ,41.2, ,75, ,47, ,61, ,28.7, ,3.1, ,74, ,47, 
228,1/22/2018,22,0.02, ,0.17, ,100, ,8.4, ,49.5, ,39.5, ,44.3, ,94, ,58, ,85, ,40.1, ,4.1, ,98.1, ,48.3, 
228,1/23/2018,23,0.06, ,0, ,279, ,7.6, ,55.5, ,36.4, ,44.8, ,90, ,58, ,75, ,37.5, ,3, ,71.4, ,49, 
228,1/24/2018,24,0.04, ,0.51, ,117, ,6.9, ,54.6, ,38.4, ,44.8, ,93, ,38, ,69, ,35.2, ,5.2, ,124.2, ,47.9, 
228,1/25/2018,25,0.04, ,0.23, ,176, ,6.9, ,47.7, ,35.1, ,39.7, ,94, ,60, ,84, ,35.2, ,4.2, ,101.8, ,47.7, 
228,1/26/2018,26,0.05, ,0, ,236, ,6.7, ,48.5, ,33.7, ,40.2, ,89, ,62, ,79, ,34.2, ,2.7, ,64.8, ,47, 
228,1/27/2018,27,0.08, ,0, ,281, ,6.6, ,58, ,38, ,46.2, ,81, ,31, ,62, ,34.1, ,4.1, ,98.6, ,47.5, 
228,1/28/2018,28,0.07, ,0, ,308, ,7.6, ,61.6, ,39.7, ,49.5, ,78, ,48, ,63, ,37.3, ,3, ,72.7, ,48, 
228,1/29/2018,29,0.06, ,0, ,149, ,6.3, ,64.9, ,47.4, ,55.3, ,57, ,31, ,42, ,32.9, ,2.9, ,70, ,49, 
228,1/30/2018,30,0.09, ,0, ,291, ,6.1, ,68.3, ,46.5, ,56.4, ,66, ,27, ,39, ,32.1, ,3.1, ,73.4, ,49.6, 
228,1/31/2018,31,0.09, ,0, ,301, ,7.9, ,65.3, ,47.2, ,55.2, ,71, ,39, ,53, ,38.4, ,2.8, ,67.4, ,50.3, 
228,2/1/2018,32,0.09, ,0, ,310, ,8.5, ,67.2, ,47.8, ,56.8, ,70, ,41, ,54, ,40.5, ,3.1, ,75.3, ,51.7,Y
228,2/2/2018,33,0.09, ,0, ,317, ,9.4, ,69, ,48.9, ,57.5, ,72, ,45, ,58, ,42.9, ,3, ,71.5, ,52.6,Y
228,2/3/2018,34,0.1, ,0, ,323, ,8.4, ,68.5, ,49.9, ,58.6, ,74, ,29, ,50, ,40, ,3.2, ,76.1, ,52.9,Y
228,2/4/2018,35,0.09, ,0, ,300, ,8.6, ,71.2, ,49.7, ,59.1, ,68, ,35, ,50, ,40.7, ,3, ,71.1, ,53.3,Y
228,2/5/2018,36,0.1, ,0, ,323, ,8.3, ,67.2, ,50.7, ,57.6, ,77, ,34, ,51, ,39.8, ,3.4, ,82.7, ,53.4,Y
228,2/6/2018,37,0.09, ,0, ,344, ,7.2, ,66.5, ,47.8, ,55.7, ,69, ,33, ,47, ,36, ,3.1, ,74.9, ,53.1,Y
228,2/7/2018,38,0.11, ,0, ,340, ,7.2, ,71.5, ,47, ,58.4, ,57, ,30, ,43, ,35.9, ,3.3, ,78.8, ,53.1,Y
228,2/8/2018,39,0.11, ,0, ,350, ,8.1, ,70.4, ,50.6, ,59.2, ,67, ,27, ,47, ,39.1, ,3.1, ,74.5, ,53.8,Y
228,2/9/2018,40,0.11, ,0, ,333, ,8.2, ,68.5, ,49.1, ,57.8, ,62, ,39, ,50, ,39.3, ,2.9, ,69.7, ,53.9,Y
228,2/10/2018,41,0.11, ,0, ,277, ,5.3, ,62.4, ,47.6, ,55, ,51, ,10, ,36, ,28.5, ,4.9, ,117.7, ,53.2,Y
228,2/11/2018,42,0.07, ,0, ,204, ,4.9, ,56, ,36.3, ,47, ,79, ,12, ,45, ,26.5, ,5.3, ,126.2, ,50.6, 
228,2/12/2018,43,0.08, ,0, ,275, ,5.6, ,52, ,34.6, ,42.9, ,81, ,27, ,60, ,30, ,4.4, ,106.7, ,49.5, 
228,2/13/2018,44,0.11, ,0, ,380,R,3.9, ,57.8, ,37.7, ,47.3, ,58, ,25, ,35, ,21, ,5.1, ,123.3, ,48.8, 
228,2/14/2018,45,0.09, ,0, ,265, ,4.5, ,57.8, ,36.2, ,46.1, ,88, ,28, ,43, ,24.8, ,3.7, ,89.1, ,48.4, 
228,2/15/2018,46,0.1, ,0, ,394,R,4.4, ,58.4, ,36.2, ,46.4, ,83, ,26, ,41, ,24.1, ,4.3, ,102.3, ,48.3, 
228,2/16/2018,47,0.1, ,0, ,389, ,4.7, ,60.5, ,38.6, ,48.5, ,60, ,29, ,41, ,25.7, ,3.8, ,90.3, ,48.6, 
228,2/17/2018,48,0.1, ,0, ,387, ,6.1, ,63.4, ,40.2, ,50.9, ,68, ,35, ,48, ,32.1, ,3.2, ,77.5, ,49.7, 
228,2/18/2018,49,0.05, ,0, ,136, ,6.1, ,49.7, ,32.1, ,42.4, ,91, ,41, ,66, ,32, ,5.7, ,136, ,49.4, 
228,2/19/2018,50,0.08, ,0, ,364, ,3.9, ,43.4, ,26.5, ,33.5, ,90, ,37, ,60, ,21.3, ,4.2, ,101.5, ,46.4, 
228,2/20/2018,51,0.09, ,0, ,361, ,2.7,Y,44.8, ,25.9, ,34.7, ,54, ,24, ,39,Y,12.5,Y,4.2, ,100.3, ,44.6, 
228,2/21/2018,52,0.09, ,0, ,419,R,2.9,Y,48.3, ,27.7, ,37.3, ,55, ,24, ,38,Y,14.2,Y,3.5, ,84.6, ,44.6, 
