111,1/1/2016,1,--,N,0, ,150, ,6.7, ,53.1, ,32.4, ,43.2, ,92, ,51, ,70, ,34.2, ,3.1, ,74.0, ,44.9, 
111,1/2/2016,2,--,N,0, ,127, ,7.7, ,60.1, ,38.5, ,46.5, ,92, ,43, ,71, ,37.6, ,2.3, ,55.2, ,45.6, 
111,1/3/2016,3,--,N,0.02, ,139, ,9.2, ,63.9, ,39.7, ,50.6, ,92, ,44, ,73, ,42.3, ,2.5, ,59.2, ,47.2, 
111,1/4/2016,4,--,N,0.14, ,142, ,11.5, ,64.0, ,47.0, ,53.5, ,94, ,67, ,82, ,48.2, ,2.7, ,64.4, ,49.6, 
111,1/5/2016,5,--,N,1.08, ,67, ,11.4, ,54.8, ,43.3, ,50.4, ,95, ,82, ,91, ,47.9, ,3.5, ,83.6, ,51.2, 
111,1/6/2016,6,--,N,1.37, ,62, ,10.3, ,50.5, ,44.7, ,47.9, ,95, ,85, ,91, ,45.3, ,3.9, ,94.1, ,49.6, 
111,1/7/2016,7,--,N,0.14, ,183, ,9.6, ,57.5, ,38.2, ,47.2, ,95, ,68, ,87, ,43.5, ,2.7, ,65.0, ,49.5, 
111,1/8/2016,8,--,N,0, ,191, ,8.9, ,58.2, ,34.8, ,45.6, ,97, ,57, ,85, ,41.4, ,2.2, ,53.6, ,48.4, 
111,1/9/2016,9,--,N,0.03, ,80, ,10.5, ,54.5, ,46.3, ,49.4, ,94, ,77, ,87, ,45.7, ,2.6, ,63.2, ,49.8, 
111,1/10/2016,10,--,N,0, ,135, ,10.4, ,60.9, ,44.4, ,51.2, ,94, ,62, ,81, ,45.7, ,2.6, ,62.6, ,50.5, 
111,1/11/2016,11,--,N,0, ,131, ,10.7, ,63.4, ,45.6, ,52.6, ,93, ,58, ,79, ,46.3, ,2.0, ,48.2, ,51.3, 
111,1/12/2016,12,--,N,0, ,204, ,10.5, ,65.1, ,40.0, ,52.0, ,95, ,59, ,80, ,45.9, ,3.0, ,71.4, ,51.2, 
111,1/13/2016,13,--,N,0.33, ,204, ,11.2, ,61.0, ,41.4, ,52.0, ,94, ,68, ,85, ,47.6, ,4.8, ,115.7, ,52.4, 
111,1/14/2016,14,--,N,0.16, ,170, ,9.6, ,57.3, ,37.0, ,47.2, ,96, ,65, ,87, ,43.5, ,3.3, ,78.3, ,51.3, 
111,1/15/2016,15,--,N,0.09, ,224, ,11.4, ,64.3, ,49.3, ,54.7, ,95, ,47, ,78, ,48.0, ,2.8, ,67.7, ,52.7, 
111,1/16/2016,16,--,N,0.17, ,73, ,13.2, ,57.7, ,50.6, ,54.1, ,95, ,85, ,93, ,52.0, ,2.4, ,58.3, ,53.7, 
111,1/17/2016,17,--,N,0.48, ,47, ,14.0, ,58.1, ,52.2, ,55.2, ,95, ,90, ,94, ,53.5, ,2.3, ,54.5, ,54.8, 
111,1/18/2016,18,--,N,0.91, ,239, ,13.4, ,65.0, ,50.5, ,56.5, ,95, ,64, ,86, ,52.3, ,3.2, ,77.0, ,56.1, 
111,1/19/2016,19,--,N,1.46, ,102, ,13.9, ,61.6, ,50.9, ,55.4, ,95, ,84, ,93, ,53.4, ,4.5, ,107.4, ,56.2, 
111,1/20/2016,20,--,N,0, ,249, ,12.8, ,66.1, ,49.3, ,55.4, ,95, ,56, ,85, ,51.0, ,2.9, ,69.3, ,56.4, 
111,1/21/2016,21,--,N,0, ,199, ,12.0, ,68.4, ,46.5, ,56.0, ,94, ,50, ,78, ,49.4, ,2.8, ,66.7, ,56.3, 
111,1/22/2016,22,--,N,0.91, ,53, ,13.6, ,59.6, ,52.0, ,55.9, ,94, ,82, ,89, ,52.7, ,4.1, ,97.9, ,56.5, 
111,1/23/2016,23,--,N,0.51, ,190, ,11.3, ,59.9, ,42.1, ,51.8, ,95, ,69, ,86, ,47.9, ,3.7, ,88.3, ,56.3, 
111,1/24/2016,24,--,N,0, ,225, ,9.5, ,59.6, ,39.3, ,48.2, ,96, ,61, ,83, ,43.3, ,2.9, ,68.6, ,53.9, 
111,1/25/2016,25,--,N,0, ,290, ,10.3, ,64.3, ,38.5, ,50.1, ,96, ,59, ,83, ,45.2, ,3.0, ,71.8, ,53.3, 
111,1/26/2016,26,--,N,0, ,277, ,10.5, ,66.4, ,40.6, ,52.9, ,95, ,49, ,77, ,45.9, ,3.2, ,75.6, ,53.5, 
