251,11/2/2016,307,0.15, ,0.06, ,362, ,8.0, ,79.9, ,46.5, ,63.4, ,95, ,18, ,40, ,38.8, ,5.1, ,123.1, ,62.5, 
251,11/3/2016,308,0.15, ,0, ,352, ,7.2, ,86.6, ,53.3, ,70.0, ,49, ,17, ,29, ,36.2, ,3.6, ,87.5, ,62.3, 
251,11/4/2016,309,0.13, ,0.02, ,341, ,9.5, ,88.4, ,54.5, ,69.4, ,64, ,21, ,39, ,43.1, ,3.1, ,75.6, ,63.3, 
251,11/5/2016,310,0.13, ,0, ,341, ,10.0, ,85.0, ,53.9, ,68.3, ,67, ,22, ,42, ,44.5, ,3.1, ,74.8, ,63.6, 
251,11/6/2016,311,0.11, ,0.04, ,334, ,9.6, ,81.2, ,50.3, ,64.8, ,75, ,21, ,46, ,43.5, ,2.7, ,64.0, ,63.2, 
251,11/7/2016,312,0.12, ,0, ,324, ,8.9, ,87.4, ,51.5, ,67.4, ,70, ,19, ,39, ,41.4, ,2.4, ,57.3, ,63.1, 
251,11/8/2016,313,0.14, ,0, ,330, ,8.3, ,90.7, ,56.4, ,72.8, ,50, ,16, ,30, ,39.8, ,3.2, ,77.7, ,63.9, 
251,11/9/2016,314,0.14, ,0.01, ,327, ,8.1, ,88.9, ,56.3, ,72.1, ,53, ,17, ,30, ,39.1, ,3.6, ,86.0, ,64.0, 
251,11/10/2016,315,0.13, ,0, ,333, ,6.8, ,88.5, ,54.5, ,69.8, ,49, ,14, ,27, ,34.7, ,3.1, ,73.8, ,63.6, 
251,11/11/2016,316,0.12, ,0, ,333, ,7.0, ,87.0, ,51.7, ,68.4, ,54, ,14, ,29, ,35.3, ,2.6, ,62.9, ,63.1, 
251,11/12/2016,317,0.09, ,0, ,237, ,8.0, ,82.5, ,54.8, ,67.6, ,51, ,19, ,34, ,38.6, ,2.4, ,56.8, ,63.1, 
251,11/13/2016,318,0.12, ,0.12, ,327, ,7.7, ,87.6, ,52.1, ,68.7, ,60, ,16, ,32, ,37.6, ,2.6, ,62.0, ,63.2, 
251,11/14/2016,319,0.12, ,0, ,326, ,6.9, ,89.7, ,53.2, ,69.2, ,50, ,13, ,28, ,35.1, ,2.4, ,57.5, ,63.2, 
251,11/15/2016,320,0.11, ,0, ,278, ,7.6, ,85.2, ,53.2, ,67.1, ,59, ,15, ,34, ,37.5, ,2.6, ,63.2, ,62.8, 
251,11/16/2016,321,0.09, ,0.11, ,275, ,10.7, ,72.1, ,51.1, ,60.9, ,80, ,23, ,58, ,46.2, ,4.2, ,101.7, ,61.4, 
251,11/17/2016,322,0.11, ,0, ,1, ,3.3, ,66.4, ,46.4, ,54.1, ,47, ,11, ,23, ,17.2, ,2.6, ,62.1, ,60.5, 
251,11/18/2016,323,0.10, ,0.25, ,318, ,3.7, ,77.1, ,40.5, ,56.8, ,53, ,10, ,23, ,19.7, ,2.7, ,64.5, ,57.2, 
251,11/19/2016,324,0.09, ,0, ,252, ,4.2, ,77.9, ,42.1, ,59.4, ,43, ,11, ,24, ,22.7, ,2.5, ,60.8, ,57.1, 
251,11/20/2016,325,0.09, ,0, ,240, ,8.7, ,75.0, ,51.5, ,60.9, ,90, ,19, ,48, ,40.8, ,3.8, ,90.2, ,58.6, 
251,11/21/2016,326,0.03, ,0.06, ,134, ,12.6, ,63.8, ,51.7, ,56.8, ,94, ,62, ,80, ,50.8, ,3.3, ,79.8, ,59.5, 
251,11/22/2016,327,0.07, ,0, ,296, ,10.6, ,67.5, ,44.0, ,55.0, ,92, ,50, ,72, ,46.1, ,2.4, ,56.8, ,59.1, 
251,11/23/2016,328,0.08, ,0, ,284, ,9.7, ,70.7, ,44.0, ,55.7, ,90, ,39, ,64, ,43.8, ,2.7, ,64.7, ,58.4, 
251,11/24/2016,329,0.09, ,0, ,302, ,6.5, ,76.6, ,42.4, ,57.3, ,77, ,16, ,41, ,33.6, ,2.4, ,57.5, ,57.9, 
251,11/25/2016,330,0.09, ,0.51, ,308, ,4.7, ,78.7, ,39.9, ,56.7, ,58, ,10, ,30, ,25.6, ,2.4, ,58.3, ,55.4, 
251,11/26/2016,331,0.08, ,0.09, ,252, ,7.8, ,63.3, ,39.1, ,50.4, ,92, ,26, ,63, ,38.1, ,5.2, ,125.1, ,54.7, 
251,11/27/2016,332,0.01, ,0.18, ,40, ,9.6, ,53.5, ,40.2, ,49.0, ,96, ,42, ,81, ,43.4, ,3.8, ,90.8, ,54.1, 
251,11/28/2016,333,0.06, ,0, ,230, ,8.3, ,58.9, ,38.2, ,48.9, ,87, ,53, ,70, ,39.6, ,3.3, ,78.3, ,53.4, 
251,11/29/2016,334,0.11, ,0, ,296, ,4.8, ,66.2, ,40.6, ,54.1, ,85, ,18, ,33, ,26.0, ,4.6, ,111.6, ,53.5, 
251,11/30/2016,335,0.07, ,0, ,292, ,5.1, ,65.9, ,36.7, ,49.8, ,68, ,19, ,42, ,27.4, ,2.4, ,56.4, ,52.7, 
251,12/1/2016,336,0.06, ,0, ,204, ,6.6, ,63.3, ,42.0, ,51.2, ,74, ,32, ,51, ,33.9, ,2.7, ,64.5, ,53.1, 
251,12/2/2016,337,0.16, ,0, ,289, ,3.1, ,59.6, ,45.7, ,54.3, ,48, ,17, ,21, ,15.7, ,10.1,Y,242.8,Y,52.3, 
251,12/3/2016,338,0.12, ,0, ,287, ,3.2, ,69.0, ,40.4, ,54.9, ,42, ,13, ,22, ,16.9, ,5.7, ,137.4, ,51.7, 
251,12/4/2016,339,0.09, ,0, ,282, ,5.0, ,75.1, ,41.6, ,56.2, ,52, ,14, ,33, ,27.2, ,2.4, ,58.1, ,52.3, 
251,12/5/2016,340,0.06, ,0, ,215, ,6.1, ,66.7, ,41.4, ,52.1, ,66, ,26, ,46, ,32.0, ,2.3, ,55.9, ,52.8, 
251,12/6/2016,341,0.04, ,0, ,139, ,9.8, ,60.9, ,47.9, ,54.0, ,84, ,52, ,69, ,43.9, ,2.8, ,66.1, ,53.6, 
251,12/7/2016,342,0.05, ,0, ,223, ,8.4, ,63.5, ,42.8, ,52.0, ,92, ,32, ,64, ,40.1, ,2.6, ,62.2, ,54.4, 
251,12/8/2016,343,0.06, ,0, ,254, ,7.6, ,65.2, ,39.8, ,51.9, ,80, ,38, ,58, ,37.6, ,2.2, ,53.8, ,53.5, 
251,12/9/2016,344,0.05, ,0, ,202, ,9.5, ,65.5, ,41.6, ,52.6, ,91, ,48, ,70, ,43.1, ,2.2, ,53.7, ,53.6, 
251,12/10/2016,345,0.06, ,0, ,240, ,10.9, ,66.4, ,43.1, ,54.5, ,92, ,53, ,75, ,46.8, ,2.5, ,60.5, ,53.9, 
251,12/11/2016,346,0.01, ,0.02, ,97, ,13.5,Y,62.2, ,52.2, ,57.2, ,96, ,70, ,84,Y,52.5,Y,1.8, ,44.2, ,55.8, 
251,12/12/2016,347,0.03, ,0, ,135, ,12.3,Y,65.4, ,50.9, ,56.8, ,93, ,62, ,78,Y,50.1,Y,2.0, ,47.6, ,56.7, 
251,12/13/2016,348,0.05, ,0, ,224, ,11.9, ,69.2, ,49.2, ,56.9, ,93, ,52, ,75, ,49.1, ,2.2, ,52.1, ,57.0, 
251,12/14/2016,349,0.06, ,0.20, ,234, ,11.3, ,74.7, ,45.7, ,57.5, ,97, ,41, ,70, ,47.9, ,2.3, ,55.8, ,55.6, 
251,12/15/2016,350,0.04, ,0, ,136, ,10.5, ,68.3, ,49.4, ,57.8, ,94, ,43, ,64, ,45.9, ,2.8, ,67.9, ,56.0, 
251,12/16/2016,351,0.01, ,0.18, ,60, ,12.2,Y,60.6, ,40.4, ,53.0, ,95, ,76, ,89,Y,49.8,Y,5.7, ,135.7, ,56.0, 
251,12/17/2016,352,0.07, ,0, ,275, ,5.3, ,57.8, ,36.3, ,46.5, ,77, ,33, ,49, ,28.4, ,4.7, ,112.1, ,53.1, 
251,12/18/2016,353,0.07, ,0, ,278, ,4.3, ,61.8, ,31.9, ,45.0, ,77, ,18, ,43, ,23.6, ,2.9, ,69.6, ,51.2, 
251,12/19/2016,354,0.07, ,0, ,283, ,4.1, ,65.9, ,31.3, ,46.4, ,65, ,16, ,39, ,22.6, ,2.6, ,62.8, ,50.1, 
251,12/20/2016,355,0.08, ,0, ,253, ,4.9, ,74.2, ,35.5, ,53.4, ,58, ,13, ,35, ,26.8, ,2.8, ,66.7, ,50.1, 
251,12/21/2016,356,0.02, ,0, ,61, ,10.4, ,63.0, ,49.2, ,54.4, ,97, ,46, ,72, ,45.7, ,3.2, ,76.6, ,52.1, 
251,12/22/2016,357,0.00, ,0.02, ,59, ,12.9,Y,55.6, ,49.3, ,52.5, ,99, ,92, ,96,Y,51.3,Y,2.6, ,63.4, ,53.2, 
251,12/23/2016,358,0.02, ,0.01, ,103, ,12.6,Y,62.1, ,49.8, ,55.4, ,98, ,74, ,85,Y,50.8,Y,4.7, ,113.8, ,54.3, 
251,12/24/2016,359,0.05, ,0.01, ,216, ,7.5, ,54.3, ,37.1, ,47.3, ,91, ,43, ,68, ,37.2, ,6.4, ,153.1, ,53.2, 
251,12/25/2016,360,0.06, ,0, ,266, ,5.3, ,55.2, ,32.0, ,42.4, ,78, ,33, ,57, ,28.4, ,2.7, ,65.2, ,50.4, 
251,12/26/2016,361,0.05, ,0, ,220, ,6.1, ,58.5, ,35.2, ,45.6, ,82, ,35, ,58, ,31.9, ,2.4, ,57.4, ,50.0, 
251,12/27/2016,362,0.07, ,0, ,267, ,6.8, ,71.2, ,35.4, ,49.9, ,84, ,27, ,55, ,34.5, ,2.4, ,58.6, ,50.0, 
251,12/28/2016,363,0.08, ,0, ,272, ,7.2, ,78.7, ,40.0, ,55.0, ,77, ,23, ,49, ,36.1, ,2.5, ,61.0, ,50.7, 
251,12/29/2016,364,0.08, ,0.00, ,254, ,7.3, ,78.5, ,40.8, ,57.6, ,72, ,19, ,45, ,36.5, ,2.6, ,61.4, ,51.3, 
251,12/30/2016,365,0.02, ,0, ,83, ,10.1, ,62.1, ,48.0, ,54.6, ,93, ,56, ,69, ,44.8, ,2.9, ,70.0, ,52.4, 
251,12/31/2016,366,0.00, ,0.07, ,40, ,12.1,Y,55.6, ,43.6, ,50.9, ,98, ,84, ,95,Y,49.6,Y,2.9, ,70.8, ,53.0, 
