203,1/1/2016,1,0.02, ,0.01, ,166, ,5.8, ,50.5, ,21.4,Y,34.1, ,97, ,59, ,87, ,30.8, ,3.1, ,74.3, ,45.3, 
203,1/2/2016,2,0.04, ,0, ,184, ,6.8, ,59.3, ,29.9, ,41.4, ,94, ,45, ,76, ,34.6, ,3.0, ,71.9, ,46.0, 
203,1/3/2016,3,0.05, ,0, ,182, ,7.4, ,59.5, ,34.0, ,44.6, ,92, ,46, ,74, ,36.7, ,3.1, ,74.6, ,46.9, 
203,1/4/2016,4,0.03, ,0, ,133, ,8.5, ,58.4, ,34.4, ,46.0, ,92, ,61, ,80, ,40.3, ,3.1, ,74.8, ,47.9, 
203,1/5/2016,5,0.01,R,0.24, ,73, ,10.3, ,57.0, ,42.1, ,48.3, ,95, ,78, ,89, ,45.2, ,3.2, ,77.6, ,49.6, 
203,1/6/2016,6,0.03, ,0.37, ,136, ,8.6, ,55.5, ,34.9, ,43.7, ,96, ,75, ,88, ,40.5, ,6.5, ,156.7, ,50.0, 
203,1/7/2016,7,0.05,R,0.06, ,261, ,8.5, ,54.7, ,37.7, ,44.2, ,94, ,67, ,87, ,40.5, ,3.7, ,89.1, ,50.3, 
203,1/8/2016,8,0.02, ,0.00, ,126, ,6.8, ,46.3, ,32.0, ,36.2, ,97, ,80, ,93, ,34.5, ,3.1, ,74.9, ,50.0, 
203,1/9/2016,9,0.03, ,0, ,143, ,7.8, ,53.9, ,30.6, ,40.7, ,97, ,70, ,91, ,38.2, ,3.1, ,73.3, ,49.7, 
203,1/10/2016,10,0.03,R,0.01, ,139, ,8.8, ,57.3, ,37.2, ,44.2, ,96, ,71, ,89, ,41.2, ,1.8, ,44.0, ,51.2, 
203,1/11/2016,11,0.02, ,0.01, ,153, ,6.5, ,43.2, ,29.0, ,34.6, ,97, ,84, ,95, ,33.4, ,2.9, ,69.5, ,51.2, 
203,1/12/2016,12,0.03,H,0.01, ,189, ,4.4, ,44.2, ,9.5,R,23.9,R,98,H,74,H,--,R,--,I,4.9, ,116.7, ,50.7, 
203,1/13/2016,13,0.05, ,0, ,208, ,8.0, ,64.3, ,27.9, ,43.8, ,95, ,51, ,82, ,38.6, ,4.2, ,101.2, ,50.4, 
203,1/14/2016,14,0.05, ,0, ,238, ,8.1, ,57.9, ,29.4, ,42.5, ,96, ,62, ,88, ,39.1, ,3.6, ,86.8, ,50.7, 
203,1/15/2016,15,0.07, ,0, ,271, ,8.9, ,64.6, ,37.7, ,47.9, ,95, ,48, ,78, ,41.4, ,3.8, ,92.1, ,51.9, 
203,1/16/2016,16,0.05, ,0.03, ,227, ,8.9, ,65.7, ,36.6, ,46.1, ,96, ,54, ,84, ,41.4, ,3.3, ,78.3, ,52.3, 
203,1/17/2016,17,0.05, ,0, ,212, ,9.3, ,63.5, ,32.0, ,46.6, ,96, ,63, ,86, ,42.8, ,3.3, ,79.3, ,52.4, 
203,1/18/2016,18,0.03, ,0.06, ,165, ,9.7, ,66.2, ,37.0, ,46.5, ,96, ,69, ,90, ,43.7, ,3.4, ,81.5, ,53.3, 
203,1/19/2016,19,0.01, ,0.25, ,92, ,7.7, ,54.5, ,31.6, ,39.1, ,97, ,83, ,95, ,37.8, ,4.9, ,117.6, ,53.3, 
203,1/20/2016,20,0.04,H,0.01, ,118, ,4.6, ,43.4, ,11.0,R,24.6,R,98,H,86,H,--,R,--,I,2.7, ,64.6, ,53.2, 
203,1/21/2016,21,0.04,R,0.01, ,161, ,2.9,Y,--,S,10.1,R,--,S,98,H,97,H,--,Q,--,Q,1.9, ,45.2, ,54.3, 
203,1/22/2016,22,0.05,H,0.03, ,241, ,7.2, ,65.6, ,7.1,R,36.5,H,98,H,49,H,98, ,35.9, ,4.8, ,116.0, ,54.2, 
203,1/23/2016,23,0.05, ,0.09, ,207, ,9.3, ,59.6, ,37.8, ,46.9, ,94, ,63, ,86, ,42.8, ,5.2, ,124.3, ,55.3, 
203,1/24/2016,24,0.04, ,0.00, ,207, ,7.3, ,54.7, ,27.1, ,39.6, ,96, ,65, ,88, ,36.4, ,2.7, ,65.2, ,53.7, 
203,1/25/2016,25,0.05, ,0, ,277, ,7.4, ,55.0, ,22.5, ,40.0, ,97, ,66, ,88, ,36.7, ,3.1, ,74.8, ,52.9, 
203,1/26/2016,26,0.06, ,0, ,284, ,7.9, ,63.6, ,27.7, ,43.4, ,98, ,56, ,83, ,38.5, ,2.4, ,57.0, ,53.6, 
203,1/27/2016,27,0.05, ,0, ,224, ,7.7, ,62.3, ,29.7, ,40.6, ,96, ,64, ,89, ,37.7, ,2.5, ,60.4, ,52.8, 
203,1/28/2016,28,0.05,R,0,R,253, ,6.8, ,48.7, ,17.0,Y,36.3,Y,97,H,73,H,93,Y,34.6,Y,4.0, ,97.2, ,52.4, 
203,1/29/2016,29,0.06,H,0.00, ,253, ,6.8, ,68.0, ,15.9,Y,37.9,H,98,H,47,H,87, ,34.5, ,2.8, ,67.4, ,52.5, 
203,1/30/2016,30,0.02, ,0.00, ,106, ,9.1, ,54.7, ,32.5, ,45.6, ,95, ,73, ,87, ,42.0, ,4.9, ,117.3, ,53.3, 
203,1/31/2016,31,0.01,R,0.77, ,51, ,7.2, ,46.9, ,31.9, ,38.8, ,96, ,78, ,90, ,36.2, ,7.7, ,185.0, ,53.2, 
203,2/1/2016,32,0.09, ,0, ,343, ,6.3, ,53.8, ,28.9, ,42.6, ,94, ,49, ,68, ,32.8, ,8.4,Y,201.6,Y,50.6, 
