245,10/8/2015,281,0.17, ,0, ,466, ,17.4, ,92.2, ,58.7, ,73.1, ,96, ,29, ,62, ,59.5, ,3, ,71.5, ,70.2, 
245,10/9/2015,282,0.19,R,0, ,481, ,14.4, ,101.6,Y,61.7, ,80.7,Y,87, ,14, ,40,Y,54.2,Y,3.2, ,75.8, ,71.1, 
245,10/10/2015,283,0.19,R,0, ,474, ,13.9, ,97.5,Y,66.9,Y,80.5,R,60, ,21, ,--,R,--,I,3.6, ,85.8, ,71.8, 
245,10/11/2015,284,0.17,R,0, ,463, ,14.6, ,97.3,Y,65.4,Y,80.3,R,74, ,24, ,--,R,--,I,3, ,72.9, ,72.1, 
245,10/12/2015,285,0.11, ,0, ,280, ,16.9, ,90.8, ,63.8, ,77,Y,75, ,33, ,53,Y,58.7,Y,2.7, ,66, ,71.6, 
245,10/13/2015,286,0.15,R,0, ,443, ,21.6, ,88.5, ,67.6,Y,76.3,Y,94, ,53, ,70,Y,65.7,Y,2.9, ,68.7, ,72.6, 
245,10/14/2015,287,0.11, ,0, ,333, ,22.7,Y,88.9, ,65.5,Y,75.6,Y,94, ,55, ,75,Y,67.1,Y,2.6, ,61.3, ,72.5, 
245,10/15/2015,288,0.04, ,0, ,154, ,22.4,Y,78, ,67.2,Y,71.1, ,96, ,73, ,86,Y,66.8,Y,2.5, ,60.3, ,71.9, 
245,10/16/2015,289,0.02, ,0, ,125, ,21.6,Y,75.9, ,67.2,Y,69.8, ,98, ,76, ,87,Y,65.7,Y,2.4, ,56.9, ,71.4, 
245,10/17/2015,290,0.07, ,0, ,264, ,21.5, ,80.2, ,63.2, ,70.8, ,99, ,65, ,83, ,65.5, ,2.5, ,60.5, ,71.5, 
245,10/18/2015,291,0.05, ,0.02, ,185, ,20.8, ,74.9, ,62.1, ,68.8, ,97, ,72, ,87, ,64.7, ,3.4, ,81.1, ,71.3, 
245,10/19/2015,292,0.08, ,0, ,279, ,16.6, ,72.9, ,59, ,65.1, ,97, ,59, ,78, ,58.2, ,3.3, ,78.4, ,69.9, 
245,10/20/2015,293,0.12, ,0, ,420, ,16, ,77.4, ,54.2, ,64.6, ,95, ,56, ,77, ,57.2, ,2.7, ,65.2, ,69.4, 
245,10/21/2015,294,0.13, ,0, ,428, ,17.4, ,80.1, ,55.1, ,65.8, ,97, ,54, ,80, ,59.5, ,3.1, ,74.3, ,69.4, 
245,10/22/2015,295,0.13, ,0, ,427, ,17.1, ,79.2, ,53.9, ,65.2, ,98, ,55, ,80, ,59.1, ,3.2, ,77.3, ,69.3, 
245,10/23/2015,296,0.13, ,0, ,405, ,16.1, ,83.4, ,52.3, ,66, ,96, ,45, ,74, ,57.4, ,2.9, ,70.4, ,68.9, 
245,10/24/2015,297,0.15, ,0, ,413, ,10.7, ,90.6, ,55.8, ,71.1, ,74, ,17, ,41, ,46.4, ,3.1, ,75.6, ,68.5, 
245,10/25/2015,298,0.07, ,0, ,209, ,11.9, ,84.9, ,56.2, ,68.1, ,79, ,30, ,51, ,49.1, ,2.3, ,55.8, ,67.6, 
245,10/26/2015,299,0.15, ,0, ,434,R,11.2, ,88.8, ,54.5, ,69, ,73, ,22, ,46, ,47.6, ,3, ,72.3, ,67.8, 
245,10/27/2015,300,0.12, ,0, ,346, ,11.5, ,86.1, ,52.6, ,67.9, ,71, ,26, ,49, ,48.2, ,2.8, ,67.9, ,67, 
245,10/28/2015,301,0.1, ,0, ,288, ,12.5, ,82.5, ,56.2, ,66.3, ,90, ,26, ,57, ,50.5, ,2.9, ,68.6, ,67.2, 
245,10/29/2015,302,0.14, ,0.07,R,400, ,13.4, ,81.8, ,56.8, ,67.9, ,94, ,21, ,57, ,52.4, ,3.8, ,90.8, ,67.2, 
245,10/30/2015,303,0.17, ,0.05, ,424,R,5.9, ,87.1, ,55.1, ,72.3, ,55, ,8, ,22, ,31.2, ,5, ,119, ,67.3, 
245,10/31/2015,304,0.14, ,0, ,413,R,8.2, ,88.3, ,53.5, ,68.9, ,57, ,14, ,34, ,39.4, ,3.1, ,75.3, ,66.3, 
245,11/1/2015,305,0.13, ,0, ,407,R,9.9, ,86.8, ,53.1, ,66.8, ,72, ,21, ,44, ,44.3, ,3.1, ,75.6, ,66.2, 
245,11/2/2015,306,0.08, ,0, ,296, ,14, ,72.8, ,48.1, ,59.9, ,97, ,63, ,79, ,53.5, ,3.8, ,92.1, ,65.4, 
245,11/3/2015,307,0.09, ,0, ,330, ,11.6, ,66, ,47.6, ,56.2, ,99, ,45, ,75, ,48.4, ,3, ,71.4, ,64.8, 
245,11/4/2015,308,0.1, ,0, ,353, ,9.2, ,67.7, ,44.6, ,54.2, ,96, ,33, ,64, ,42.4, ,3, ,72.2, ,63.5, 
245,11/5/2015,309,0.11, ,0, ,392,R,7, ,71, ,40.7, ,55, ,74, ,23, ,47, ,35.3, ,3, ,71.5, ,62.6, 
245,11/6/2015,310,0.13, ,0, ,394,R,5.4, ,79.6, ,42.4, ,62, ,72, ,12, ,29, ,29.1, ,3.7, ,88.4, ,62.2, 
245,11/7/2015,311,0.14, ,0, ,397,R,5, ,81.2, ,46.5, ,65.5, ,54, ,12, ,23, ,27.3, ,3.5, ,83.9, ,62.9, 
245,11/8/2015,312,0.11, ,0, ,380, ,8.2, ,77.1, ,44.8, ,58.7, ,88, ,20, ,49, ,39.5, ,3, ,71.7, ,62, 
245,11/9/2015,313,0.05, ,0, ,201, ,11.9, ,66, ,48.2, ,56, ,92, ,57, ,77, ,49, ,3.4, ,81.7, ,61.3, 
245,11/10/2015,314,0.09, ,0.02, ,363, ,9.6, ,64.9, ,42.4, ,53.4, ,99, ,39, ,69, ,43.4, ,3, ,72.3, ,61.3, 
245,11/11/2015,315,0.11, ,0, ,386,R,5.9, ,78, ,38.8, ,54.8, ,80, ,8, ,40, ,31.1, ,3.1, ,75.1, ,60.6, 
245,11/12/2015,316,0.11, ,0, ,379,R,4.9, ,76.9, ,38.9, ,56.2, ,56, ,13, ,32, ,26.7, ,3.2, ,77.6, ,59.6, 
245,11/13/2015,317,0.12, ,0, ,374,R,6.1, ,81.1, ,43.7, ,59.3, ,64, ,11, ,35, ,31.8, ,3.3, ,78.6, ,59.7, 
245,11/14/2015,318,0.11, ,0, ,368,R,6, ,78.1, ,44.3, ,58.3, ,58, ,15, ,36, ,31.7, ,3, ,73.2, ,59.4, 
245,11/15/2015,319,0.06, ,0, ,199, ,10.6, ,68.1, ,44, ,56.5, ,87, ,45, ,68, ,46, ,4, ,94.9, ,59.4, 
245,11/16/2015,320,0.1, ,0, ,355, ,5.8, ,61.9, ,40.3, ,50.3, ,91, ,24, ,47, ,30.9, ,4, ,95.4, ,58.8, 
245,11/17/2015,321,0.11, ,0, ,351, ,4.4, ,71.5, ,43.6, ,57.2, ,55, ,9, ,28, ,24.1, ,3.9, ,94.2, ,58.6, 
245,11/18/2015,322,0.1, ,0, ,349, ,7.6, ,77.6, ,42.2, ,57.8, ,75, ,19, ,46, ,37.4, ,2.8, ,67.8, ,58.6, 
245,11/19/2015,323,0.11, ,0, ,354,R,6.9, ,82.8, ,45.9, ,62.2, ,61, ,15, ,36, ,34.9, ,3, ,71.7, ,59.3, 
245,11/20/2015,324,0.12, ,0, ,338, ,7.1, ,85.3, ,48.9, ,67, ,56, ,16, ,31, ,35.8, ,3.2, ,76.3, ,59.5, 
245,11/21/2015,325,0.15,R,0, ,340, ,5.5, ,87.5,Y,64.9,R,77.4,R,24, ,13, ,--,R,--,I,3.9, ,94.6, ,61.1, 
245,11/22/2015,326,0.12, ,0, ,345, ,5.6, ,86.3,Y,51, ,67.7, ,42, ,13, ,24, ,30, ,3.2, ,76.2, ,61.1, 
245,11/23/2015,327,0.11, ,0, ,339, ,6.6, ,81.3, ,47.7, ,61.4, ,56, ,15, ,35, ,33.8, ,3.3, ,79.2, ,60.4, 
245,11/24/2015,328,0.08, ,0, ,321, ,10.6, ,68.3, ,43.5, ,56, ,89, ,40, ,69, ,46, ,3.4, ,82.1, ,59.8, 
245,11/25/2015,329,0.06, ,0.12, ,260, ,10, ,61.1, ,46.3, ,53.2, ,97, ,51, ,73, ,44.6, ,3, ,72.3, ,59.7, 
245,11/26/2015,330,0.05, ,0, ,205, ,9.2, ,62.8, ,43.2, ,50.6, ,94, ,50, ,73, ,42.3, ,2.9, ,70.2, ,58.3, 
