228,1/1/2015,1,0.05, ,0, ,234, ,4.2, ,48, ,27.5, ,36.5, ,70, ,41, ,58, ,23, ,2.9, ,69.5, ,41.7, 
228,1/2/2015,2,0.05, ,0, ,235, ,4.2, ,49.6, ,31.6, ,39.5, ,65, ,33, ,51, ,22.8, ,3.1, ,73.7, ,41.9, 
228,1/3/2015,3,0.05, ,0, ,232, ,4.8, ,52.8, ,34.3, ,42.3, ,65, ,40, ,53, ,26.3, ,2.9, ,70.5, ,42.5, 
228,1/4/2015,4,0.05, ,0, ,164, ,6, ,54.9, ,36.8, ,45.1, ,74, ,44, ,58, ,31.4, ,3.2, ,77.5, ,43.5, 
228,1/5/2015,5,0.05, ,0, ,213, ,7.4, ,58.6, ,38.8, ,49.8, ,73, ,49, ,61, ,36.8, ,2.9, ,68.9, ,44.9, 
228,1/6/2015,6,0.08, ,0, ,240, ,7, ,73,Y,47.8, ,58.9,Y,54, ,21, ,41,Y,35.4,Y,2.8, ,68.2, ,47.1, 
228,1/7/2015,7,0.08, ,0, ,244, ,7.3, ,74.4,Y,51.1,Y,60.5,Y,56, ,27, ,41,Y,36.5,Y,3, ,71.5, ,48.8, 
228,1/8/2015,8,0.07, ,0, ,205, ,7, ,69.1, ,48.2, ,57.1, ,67, ,29, ,44, ,35.4, ,3, ,73.1, ,49.4, 
228,1/9/2015,9,0.04, ,0, ,91, ,7.8, ,64.6, ,50.4,Y,55.1, ,79, ,38, ,53, ,38.1, ,2.7, ,63.9, ,50.1,Y
228,1/10/2015,10,0.05, ,0, ,180, ,8.9, ,61.9, ,47.9, ,53.4, ,82, ,49, ,64, ,41.4, ,2.4, ,58, ,51,Y
228,1/11/2015,11,0.06, ,0, ,230, ,9.3, ,60.4, ,44.7, ,51.7, ,85, ,58, ,71, ,42.7, ,3, ,71, ,50.9,Y
228,1/12/2015,12,0.05, ,0, ,211, ,9, ,59.6, ,41.9, ,49.3, ,89, ,59, ,75, ,41.8, ,3.1, ,74.8, ,50.5,Y
228,1/13/2015,13,0.06, ,0, ,252, ,7.7, ,55.8, ,39.4, ,46.7, ,94, ,46, ,71, ,37.8, ,3.1, ,73.9, ,49.3, 
