75,1/1/2015,1,0.07, ,0, ,272, ,6, ,58.2, ,36.5, ,46.3, ,81, ,35, ,56, ,31.5, ,3.5, ,84, ,52.7, 
75,1/2/2015,2,0.06, ,0, ,267, ,8.1, ,58.8, ,35.4, ,47.8, ,88, ,49, ,72, ,39.2, ,3.3, ,78.9, ,52.5, 
75,1/3/2015,3,0.07, ,0, ,269, ,8.5, ,61.9, ,40.6, ,49.6, ,89, ,40, ,70, ,40.4, ,3, ,71.9, ,52.6, 
75,1/4/2015,4,0.07, ,0, ,272, ,8.2, ,68.5, ,37.9, ,51.5, ,86, ,29, ,63, ,39.5, ,2.4, ,56.6, ,52.7, 
75,1/5/2015,5,0.1, ,0, ,276, ,6.5, ,80.7, ,43.4, ,62.9, ,79, ,15, ,33, ,33.7, ,3.2, ,76.1, ,53.2, 
75,1/6/2015,6,0.11, ,0, ,279, ,5.9, ,83.4, ,49.4, ,65.3, ,46, ,13, ,28, ,31.1, ,3.1, ,75.2, ,54.1, 
75,1/7/2015,7,0.1, ,0, ,268, ,7.8, ,80.9, ,47.5, ,61.8, ,60, ,20, ,41, ,38.1, ,2.6, ,62.8, ,54.6, 
75,1/8/2015,8,0.09, ,0, ,250, ,8.2, ,72.9, ,47.5, ,59.6, ,62, ,24, ,47, ,39.3, ,2.9, ,68.4, ,55.3, 
75,1/9/2015,9,0.03, ,0, ,142, ,11.1, ,70, ,48.2, ,57.6, ,98, ,41, ,68, ,47.3, ,2.5, ,60.5, ,56, 
75,1/10/2015,10,0.03, ,0.01,R,137, ,11.7, ,65.6, ,45.4, ,56.4, ,95, ,55, ,75, ,48.6, ,2.3, ,54.6, ,56, 
75,1/11/2015,11,0.01, ,0.15,R,79, ,15.3, ,60.7, ,54.1, ,57.3, ,98, ,90, ,95, ,56.1, ,2.4, ,57.5, ,56.9, 
75,1/12/2015,12,0.05, ,0.02,R,214, ,14, ,65.5, ,49, ,56.8, ,98, ,69, ,89, ,53.6, ,2.3, ,55.4, ,57.6, 
75,1/13/2015,13,0.09, ,0, ,277, ,10.5, ,69.8, ,50.3, ,60.4, ,93, ,27, ,59, ,45.8, ,3.5, ,83.8, ,58.1, 
75,1/14/2015,14,0.11, ,0, ,294, ,7.2, ,72.6, ,47.6, ,60.4, ,64, ,24, ,40, ,35.9, ,3.8, ,92.3, ,57.6, 
75,1/15/2015,15,0.09, ,0, ,302, ,7.7, ,77, ,45.4, ,58.2, ,68, ,22, ,47, ,37.9, ,2.8, ,68.3, ,56.9, 
75,1/16/2015,16,0.08, ,0, ,280, ,8.3, ,74, ,44.4, ,57.1, ,80, ,25, ,52, ,39.6, ,2.5, ,59, ,56.5, 
75,1/17/2015,17,0.09, ,0, ,298, ,8.8, ,75.7, ,45.5, ,58.4, ,79, ,27, ,53, ,41.3, ,2.6, ,63.4, ,56.4, 
75,1/18/2015,18,0.08, ,0, ,249, ,9.7, ,73.2, ,47.1, ,57.5, ,84, ,35, ,60, ,43.8, ,2.7, ,63.6, ,56.6, 
