125,1/30/2015,30,0.02, ,0, ,119, ,13.8, ,62.2, ,49.9, ,54.8, ,100, ,80, ,94, ,53.1, ,2, ,47.2, ,55.9, 
125,1/31/2015,31,0.07, ,0, ,272, ,12, ,64, ,45, ,53.4, ,98, ,65, ,86, ,49.3, ,2.4, ,57.2, ,55.2, 
125,2/1/2015,32,0.08, ,0, ,320, ,10.8, ,70.8, ,41.8, ,54.4, ,98, ,45, ,75, ,46.6, ,2.1, ,49.7, ,54.6, 
125,2/2/2015,33,0.08, ,0, ,309, ,11.2, ,67.9, ,42.5, ,53.9, ,94, ,56, ,79, ,47.4, ,1.8, ,43.7, ,54.5, 
125,2/3/2015,34,0.08, ,0, ,305, ,11.2, ,70.9, ,42.7, ,54.8, ,97, ,50, ,76, ,47.5, ,1.8, ,43.9, ,54.5, 
125,2/4/2015,35,0.1, ,0, ,347, ,10.5, ,81.2,Y,41.6, ,57.9, ,92, ,31, ,64, ,45.9, ,2.3, ,54.4, ,54.7, 
125,2/5/2015,36,0.11, ,0, ,317, ,9.7, ,82.1,Y,44.4, ,61.7, ,77, ,31, ,52, ,43.8, ,2.7, ,65.5, ,55.4, 
125,2/6/2015,37,0.09,R,0, ,307, ,7.9, ,84.9,R,48.6, ,64.8,Y,70, ,11, ,38,Y,38.3,Y,2.3, ,54.4, ,55.9, 
125,2/7/2015,38,0.05, ,0, ,198, ,12.6, ,66.8, ,51.9, ,59.4, ,100, ,44, ,73, ,50.8, ,1.7, ,41.5, ,56.5, 
125,2/8/2015,39,0.1, ,0, ,347, ,13.3, ,80.9,Y,46.8, ,63.4,Y,100, ,37, ,67,Y,52.2,Y,1.5, ,37.1, ,57, 
125,2/9/2015,40,0.09, ,0, ,338, ,12.6, ,71.1, ,52.7, ,62.9,Y,83, ,45, ,64,Y,50.6,Y,1.1, ,26.1, ,58.7, 
125,2/10/2015,41,0.09, ,0, ,316, ,11.6, ,64.9, ,47.4, ,56.1, ,92, ,57, ,75, ,48.5, ,2.2, ,53.3, ,58.1, 
125,2/11/2015,42,0.08, ,0, ,311, ,11.4, ,66.8, ,40.3, ,53, ,97, ,60, ,83, ,48, ,2.6, ,62.6, ,56.9, 
125,2/12/2015,43,0.1, ,0, ,361, ,11.7, ,74, ,41.7, ,57, ,99, ,46, ,74, ,48.8, ,2.8, ,68, ,56.6, 
125,2/13/2015,44,0.11, ,0, ,364, ,11.6, ,75.3, ,45.1, ,59.3, ,96, ,43, ,67, ,48.5, ,1.8, ,43.6, ,57.1, 
125,2/14/2015,45,0.1, ,0, ,347, ,11.3, ,75.8, ,46.9, ,60, ,88, ,41, ,64, ,47.7, ,2, ,48.4, ,57.4, 
125,2/15/2015,46,0.11, ,0, ,370, ,11, ,76.9,Y,44.6, ,60.8, ,89, ,37, ,60, ,46.9, ,2, ,47, ,57.6, 
125,2/16/2015,47,0.11, ,0, ,377, ,11.7, ,78.3,Y,46.6, ,62.1,Y,84, ,40, ,61,Y,48.6,Y,1.5, ,35.6, ,58.1, 
125,2/17/2015,48,0.11, ,0, ,369, ,12.1, ,75.5, ,47.2, ,61.5,Y,92, ,42, ,65,Y,49.6,Y,1.4, ,32.6, ,58.7, 
125,2/18/2015,49,0.07, ,0, ,266, ,13.3, ,68.2, ,49.9, ,57.6, ,95, ,63, ,82, ,52.2, ,3.3, ,78.5, ,59.1, 
125,2/19/2015,50,0.1, ,0, ,338, ,12.4, ,70.9, ,44.8, ,57.3, ,99, ,54, ,78, ,50.3, ,2.4, ,56.6, ,58.7, 
125,2/20/2015,51,0.05, ,0, ,209, ,13.2, ,61.2, ,48.6, ,53.9, ,99, ,83, ,93, ,51.9, ,2.5, ,60.6, ,58.6, 
125,2/21/2015,52,0.09, ,0, ,352, ,12.6, ,65.3, ,45.2, ,55.5, ,97, ,65, ,84, ,50.7, ,2.1, ,50.3, ,59.2, 
125,2/22/2015,53,0.06, ,0.94, ,212, ,11.7, ,65, ,44.7, ,52.5, ,100, ,60, ,87, ,48.8, ,2.9, ,70.4, ,58.2, 
125,2/23/2015,54,0.08, ,0.04, ,282, ,10.3, ,65.2, ,48.7, ,54.7, ,100, ,38, ,70, ,45.3, ,1.5, ,36.7, ,57.3, 
125,2/24/2015,55,0.11, ,0, ,409, ,9.7, ,63.6, ,42.1, ,52.4, ,96, ,45, ,72, ,43.8, ,3.1, ,75.2, ,56.9, 
125,2/25/2015,56,0.12, ,0, ,425, ,9, ,66.6, ,39.5, ,53, ,96, ,39, ,66, ,41.8, ,2.3, ,56.3, ,56.5, 
125,2/26/2015,57,0.12, ,0, ,515,R,9.7, ,65.9, ,48.2, ,60.3, ,93, ,41, ,54, ,43.6, ,3.6, ,85.8, ,57, 
125,2/27/2015,58,0.09, ,0, ,297, ,10.7, ,66.1, ,42.1, ,55.1, ,92, ,53, ,72, ,46.4, ,3.5, ,84.8, ,56.6, 
125,2/28/2015,59,0.1, ,0.16, ,356, ,10.3, ,63.1, ,48.5, ,54, ,97, ,42, ,72, ,45.2, ,3.9, ,92.8, ,57.7, 
125,3/1/2015,60,0.06, ,0.08, ,263, ,10.9, ,61.8, ,42.7, ,50.3, ,99, ,66, ,88, ,46.9, ,3.4, ,81.2, ,57, 
125,3/2/2015,61,0.09, ,0.2, ,341, ,10.4, ,62, ,44.1, ,52, ,98, ,52, ,79, ,45.5, ,3.1, ,73.3, ,57.4, 
125,3/3/2015,62,0.07, ,0, ,268, ,10.5, ,59.3, ,43.6, ,51.3, ,96, ,63, ,81, ,45.8, ,2.7, ,64.5, ,56.7, 
125,3/4/2015,63,0.13, ,0, ,456, ,9.5, ,68, ,39.9, ,53.7, ,97, ,36, ,68, ,43.3, ,2.3, ,55.2, ,56.5, 
125,3/5/2015,64,0.14, ,0, ,470, ,8.8, ,73.1, ,38.7, ,56.1, ,92, ,30, ,57, ,41.3, ,2.4, ,58.1, ,56.8, 
125,3/6/2015,65,0.13, ,0, ,463, ,9.8, ,70.3, ,40.6, ,55.9, ,90, ,42, ,64, ,44, ,2, ,47.5, ,57.2, 
125,3/7/2015,66,0.14, ,0, ,468, ,11, ,75.8, ,43, ,58.5, ,93, ,39, ,65, ,46.9, ,1.9, ,45, ,57.8, 
125,3/8/2015,67,0.14, ,0, ,470, ,10.3, ,76.5, ,45.4, ,60.9, ,92, ,31, ,57, ,45.4, ,1.7, ,40.7, ,58.5, 
125,3/9/2015,68,0.14, ,0, ,464, ,11.1, ,77.4, ,45.8, ,61.5, ,88, ,36, ,60, ,47.3, ,1.4, ,33.8, ,59.3, 
125,3/10/2015,69,0.15, ,0, ,441, ,11.3, ,84.3, ,47, ,65.7, ,87, ,23, ,52, ,47.7, ,1.7, ,41.6, ,60.1, 
125,3/11/2015,70,0.05, ,0, ,147, ,12.8, ,71.2, ,51.3, ,63.5, ,85, ,44, ,64, ,51.1, ,1.1,Y,26.5,Y,61.1, 
125,3/12/2015,71,0.11, ,0, ,370, ,13.1, ,69.1, ,48.6, ,59, ,94, ,55, ,77, ,51.8, ,2.6, ,61.8, ,60.4, 
125,3/13/2015,72,0.15, ,0, ,476, ,12.5, ,83.4, ,47.8, ,64, ,93, ,35, ,61, ,50.4, ,1,Y,25.2,Y,60.6, 
125,3/14/2015,73,0.16, ,0, ,465, ,12.3, ,87.1, ,51.5, ,68.6, ,82, ,28, ,51, ,49.9, ,1,Y,24.3,Y,62.1, 
125,3/15/2015,74,0.14, ,0, ,356, ,11, ,89.9,Y,57.8,Y,72.8,Y,73, ,18, ,40,Y,47.1,Y,1,I,24,I,63.2, 
125,3/16/2015,75,0.15, ,0, ,463, ,11.5, ,78.1, ,53.2, ,66.8, ,80, ,33, ,51, ,48.1, ,1,Y,24.1,Y,63.8, 
125,3/17/2015,76,0.1, ,0, ,309, ,12.2, ,70.9, ,52.3, ,63.3, ,82, ,43, ,61, ,49.7, ,1,Y,24.1,Y,63.3, 
125,3/18/2015,77,0.11, ,0, ,341, ,12.4, ,72.8, ,56.8, ,63.9, ,83, ,48, ,61, ,50.3, ,1.2,Y,28.5,Y,63.3, 
125,3/19/2015,78,0.16, ,0, ,497, ,11.9, ,78.8, ,52.2, ,65.7, ,83, ,35, ,55, ,49.2, ,1.7, ,40, ,63.7, 
125,3/20/2015,79,0.16, ,0, ,470, ,11.5, ,83.1, ,50.5, ,68.4, ,83, ,29, ,48, ,48.2, ,1.5, ,36.9, ,63.9, 
125,3/21/2015,80,0.17, ,0, ,512, ,8.9, ,77.7, ,51, ,64.8, ,77, ,19, ,42, ,41.4, ,1.6, ,38.1, ,64.2, 
125,3/22/2015,81,0.16, ,0, ,472, ,9.9, ,75.9, ,47.8, ,63, ,75, ,27, ,50, ,44.2, ,2.7, ,65.9, ,63.6, 
125,3/23/2015,82,0.1, ,0, ,277, ,11.2, ,69.5, ,55.3, ,61.6, ,78, ,45, ,60, ,47.6, ,3.8, ,90.5, ,63.8, 
125,3/24/2015,83,0.15, ,0, ,490, ,9.9, ,68.7, ,49.5, ,59.9, ,76, ,38, ,56, ,44.4, ,3.5, ,84.2, ,63.3, 
125,3/25/2015,84,0.16, ,0, ,488, ,12.1, ,76, ,50.5, ,63.3, ,85, ,41, ,61, ,49.6, ,3.6, ,87.5, ,63.5, 
125,3/26/2015,85,0.19, ,0, ,530, ,11.7, ,88.9,Y,50, ,68.4, ,89, ,22, ,49, ,48.6, ,2.3, ,56, ,64.2, 
125,3/27/2015,86,0.19, ,0, ,533, ,11, ,89.6,Y,52.2, ,72.1,Y,74, ,22, ,41,Y,47,Y,2.1, ,49.7, ,65.3, 
125,3/28/2015,87,0.19, ,0, ,536, ,11.8, ,82.7, ,54.2, ,69.6, ,81, ,29, ,48, ,48.8, ,2.4, ,58, ,66.3, 
125,3/29/2015,88,0.18, ,0, ,529, ,11.6, ,84.9, ,52.2, ,69.4, ,82, ,29, ,47, ,48.5, ,1.9, ,45.1, ,66.5, 
125,3/30/2015,89,0.19, ,0, ,549, ,9.6, ,88.3,Y,49.9, ,69.3, ,73, ,18, ,39, ,43.4, ,1.5,Y,36.9,Y,66.6, 
125,3/31/2015,90,0.18, ,0, ,530, ,8.8, ,76.5, ,57.2, ,67.2, ,60, ,25, ,39, ,41.2, ,2, ,48.4, ,66.8, 
125,4/1/2015,91,0.18, ,0, ,572, ,6.7, ,71.2, ,43, ,59.5, ,85, ,21, ,38, ,34.1, ,3.2, ,76.2, ,65.9, 
125,4/2/2015,92,0.2, ,0, ,568, ,6.4, ,70.6, ,42.1, ,58.6, ,70, ,21, ,38, ,33, ,4.3, ,102, ,65, 
125,4/3/2015,93,0.2, ,0, ,567, ,6.5, ,78.1, ,40.6, ,61.2, ,72, ,18, ,35, ,33.6, ,3, ,71.5, ,64.7, 
125,4/4/2015,94,0.19, ,0, ,569, ,7, ,77.9, ,44.2, ,61.8, ,66, ,19, ,37, ,35.3, ,2.1, ,49.4, ,65.2, 
125,4/5/2015,95,0.18, ,0, ,570, ,6.9, ,71, ,48.7, ,60.7, ,68, ,24, ,38, ,35, ,3.2, ,76.3, ,65.4, 
125,4/6/2015,96,0.16, ,0, ,489, ,8.1, ,66.6, ,47.7, ,57, ,79, ,29, ,51, ,38.9, ,4.1, ,99.2, ,65.7, 
125,4/7/2015,97,0.1, ,0.16, ,327, ,9.1, ,68.7, ,37.4, ,52.7, ,93, ,30, ,67, ,42.1, ,3.3, ,78.5, ,64.1, 
125,4/8/2015,98,0.14, ,0, ,476, ,9, ,64.3, ,43.4, ,53.8, ,91, ,38, ,63, ,41.7, ,3.5, ,82.9, ,62.9, 
125,4/9/2015,99,0.14, ,0, ,492, ,9.3, ,68.6, ,39.9, ,55, ,93, ,40, ,63, ,42.7, ,1.8, ,43.6, ,62.3, 
125,4/10/2015,100,0.16, ,0, ,476, ,9.5, ,73, ,43.9, ,59.9, ,92, ,34, ,54, ,43.1, ,1.8, ,43.3, ,63.1, 
125,4/11/2015,101,0.19, ,0, ,580, ,8.6, ,76.2, ,45.6, ,62.1, ,85, ,25, ,45, ,40.6, ,1.8, ,43.2, ,64, 
125,4/12/2015,102,0.2, ,0, ,594, ,10.4, ,80.3, ,46.8, ,65.5, ,79, ,30, ,49, ,45.6, ,1.4,Y,34.7,Y,65.4, 
125,4/13/2015,103,0.21, ,0, ,592, ,9.9, ,87.9, ,49.1, ,69.3, ,84, ,17, ,41, ,44.3, ,1,Y,25.1,Y,67.1, 
125,4/14/2015,104,0.11, ,0, ,312, ,8.4, ,68.1, ,50.9, ,58.6, ,76, ,26, ,50, ,39.9, ,1.8,Y,43.9,Y,66.7, 
125,4/15/2015,105,0.2, ,0, ,612, ,5.8, ,72, ,39.9, ,58.4, ,62, ,23, ,35, ,30.6, ,2.6, ,61.4, ,65.1, 
125,4/16/2015,106,0.22, ,0, ,625, ,5.2, ,82.5, ,43.3, ,65, ,65, ,9, ,25, ,28, ,2.3, ,54.7, ,69.2, 
125,4/17/2015,107,0.21, ,0, ,618, ,6.4, ,83.6, ,45.9, ,66.8, ,59, ,15, ,28, ,33.1, ,1.3,Y,31,Y,70.4, 
125,4/18/2015,108,0.22, ,0, ,614, ,7.1, ,87, ,50.5, ,70.6, ,61, ,14, ,28, ,35.6, ,1.1,Y,26.6,Y,70.3, 
125,4/19/2015,109,0.23, ,0, ,611, ,8.2, ,88.9, ,50.9, ,72.1, ,63, ,18, ,31, ,39.5, ,1.3,Y,30.1,Y,70, 
125,4/20/2015,110,0.22, ,0, ,597, ,10.6, ,83.9, ,52, ,70.6, ,69, ,29, ,42, ,46.1, ,1,R,24.8,R,71.2, 
125,4/21/2015,111,0.14, ,0, ,426, ,12, ,74.5, ,54.1, ,68.1, ,77, ,41, ,51, ,49.3, ,3.7, ,89.6, ,71.4, 
125,4/22/2015,112,0.21, ,0, ,589, ,12.1, ,75.8, ,48.8, ,63.9, ,88, ,42, ,60, ,49.5, ,3.8, ,91.9, ,70.8, 
125,4/23/2015,113,0.22, ,0, ,582, ,12.4, ,78.4, ,57.7, ,67.7, ,74, ,38, ,54, ,50.2, ,3.9, ,93.9, ,71.9, 
125,4/24/2015,114,0.17, ,0, ,419, ,10.6, ,73.4, ,58.2, ,64.1, ,73, ,36, ,52, ,46.1, ,4.9, ,117.7, ,71, 
125,4/25/2015,115,0.12, ,0, ,324, ,9.9, ,69.3, ,52.4, ,60.3, ,74, ,44, ,56, ,44.3, ,4.8, ,114.1, ,68.6, 
125,4/26/2015,116,0.21, ,0, ,591, ,10.1, ,72.6, ,51.6, ,61.5, ,82, ,33, ,54, ,44.9, ,4.2, ,100.1, ,67.8, 
125,4/27/2015,117,0.25, ,0, ,640, ,10.2, ,85, ,47.9, ,68.4, ,78, ,23, ,43, ,45.1, ,3.7, ,88.2, ,69.6, 
125,4/28/2015,118,0.27, ,0, ,648, ,10.4, ,90.2, ,52.5, ,74.5, ,74, ,19, ,36, ,45.5, ,3.8, ,90.8, ,72.1, 
125,4/29/2015,119,0.25, ,0.04, ,579, ,12.1, ,85.9, ,57.6, ,74.4, ,65, ,32, ,42, ,49.6, ,4, ,96.7, ,73, 
125,4/30/2015,120,0.24, ,0, ,562, ,13, ,89.8, ,59.9, ,75.3, ,66, ,28, ,43, ,51.5, ,4.1, ,99, ,73, 
125,5/1/2015,121,0.32, ,0, ,699,R,8.8, ,93.5, ,59, ,77.9, ,57, ,14, ,27, ,41.2, ,5.8, ,138.1, ,72.9, 
125,5/2/2015,122,0.31, ,0, ,663, ,7.9, ,91.8, ,53.6, ,75.3, ,56, ,15, ,26, ,38.3, ,5, ,120.1, ,72, 
125,5/3/2015,123,0.3, ,0, ,665, ,8.1, ,87.7, ,52.7, ,71.5, ,54, ,17, ,31, ,39.1, ,4.9, ,117.8, ,71.4, 
125,5/4/2015,124,0.26, ,0, ,650, ,10, ,80.9, ,50.3, ,67.6, ,71, ,28, ,43, ,44.6, ,4.4, ,104.5, ,71.9, 
125,5/5/2015,125,0.25, ,0, ,641, ,10.4, ,80.8, ,52.8, ,68.1, ,73, ,28, ,44, ,45.5, ,3.9, ,93.4, ,72.1, 
125,5/6/2015,126,0.24, ,0, ,653, ,8.8, ,76.4, ,48.2, ,63.8, ,74, ,27, ,43, ,41.1, ,3.8, ,91.4, ,70.9, 
125,5/7/2015,127,0.17, ,0.16, ,454, ,9.5, ,70.4, ,49.9, ,57.6, ,87, ,31, ,58, ,43.2, ,5.4, ,129.5, ,69.2, 
125,5/8/2015,128,0.17, ,0, ,507, ,10.5, ,67.2, ,50.9, ,59.1, ,92, ,39, ,62, ,45.9, ,3.4, ,81.6, ,67.8, 
125,5/9/2015,129,0.21, ,0, ,578, ,11.7, ,75.3, ,55.3, ,64.3, ,82, ,38, ,57, ,48.8, ,3.8, ,91.7, ,70, 
125,5/10/2015,130,0.26, ,0, ,653, ,12.1, ,85.2, ,50.8, ,69.4, ,88, ,29, ,49, ,49.7, ,3.6, ,86, ,70.4, 
125,5/11/2015,131,0.25, ,0, ,610, ,10.7, ,82.6, ,57, ,70.1, ,73, ,28, ,42, ,46.2, ,3.5, ,84.3, ,70.6, 
125,5/12/2015,132,0.25, ,0, ,658, ,7.9, ,75.6, ,52.2, ,64.5, ,57, ,24, ,38, ,38.3, ,4.4, ,106.6, ,69.9, 
125,5/13/2015,133,0.25, ,0, ,655, ,7.6, ,73.8, ,49.6, ,63.4, ,62, ,26, ,38, ,37.6, ,5, ,120.2, ,68.9, 
125,5/14/2015,134,0.14, ,0.28, ,410, ,10.5, ,68.6, ,50.2, ,57.2, ,93, ,42, ,66, ,45.8, ,4.7, ,113, ,68, 
125,5/15/2015,135,0.07, ,0.08, ,254, ,12.9, ,65, ,51.6, ,56.4, ,97, ,61, ,83, ,51.4, ,2.7, ,66, ,66.6, 
125,5/16/2015,136,0.23, ,0, ,646, ,11.9, ,76, ,53.1, ,63.8, ,95, ,33, ,59, ,49.1, ,3.9, ,94.2, ,67, 
125,5/17/2015,137,0.18, ,0, ,468, ,11.3, ,75, ,52.7, ,64, ,83, ,40, ,55, ,47.8, ,3.7, ,88.9, ,67.7, 
125,5/18/2015,138,0.24, ,0, ,599, ,11.3, ,75.2, ,53.1, ,64.9, ,87, ,35, ,54, ,47.7, ,4.8, ,114.4, ,67.8, 
125,5/19/2015,139,0.25, ,0, ,663, ,11, ,77.1, ,53.1, ,65.9, ,74, ,33, ,50, ,47, ,4.5, ,108.7, ,68.3, 
125,5/20/2015,140,0.25, ,0, ,629, ,11.7, ,79.1, ,57.2, ,67.6, ,71, ,34, ,51, ,48.7, ,4.4, ,104.8, ,68.9, 
125,5/21/2015,141,0.1, ,0, ,252, ,11.6, ,67.2, ,59.1, ,63, ,68, ,50, ,59, ,48.5, ,3.7, ,89.7, ,68.5, 
125,5/22/2015,142,0.08, ,0.16, ,270, ,14, ,68.9, ,54.5, ,60.2, ,98, ,56, ,79, ,53.6, ,4.2, ,100.6, ,67.5, 
125,5/23/2015,143,0.24, ,0.04, ,641, ,14, ,77.9, ,56.9, ,67.4, ,91, ,38, ,61, ,53.6, ,4, ,96.4, ,68.1, 
125,5/24/2015,144,0.25, ,0, ,669, ,14.9, ,80.3, ,58.3, ,68.6, ,93, ,38, ,62, ,55.2, ,3.9, ,92.6, ,69.3, 
125,5/25/2015,145,0.27, ,0, ,671, ,14.2, ,86.1, ,57.7, ,72.1, ,84, ,31, ,53, ,53.8, ,3.9, ,94, ,69.9, 
125,5/26/2015,146,0.24, ,0, ,610, ,13.7, ,82.3, ,55.5, ,71.4, ,80, ,38, ,52, ,53, ,3.4, ,82.7, ,70.9, 
125,5/27/2015,147,0.27, ,0, ,678, ,13.4, ,86.4, ,57.7, ,73.4, ,70, ,31, ,48, ,52.4, ,4.3, ,103, ,71.9, 
125,5/28/2015,148,0.27, ,0, ,675, ,13.4, ,85.7, ,59.9, ,73.7, ,76, ,33, ,47, ,52.3, ,3.8, ,90.5, ,74.9, 
125,5/29/2015,149,0.27, ,0, ,659, ,13.7, ,92.4, ,60.2, ,77.3, ,76, ,26, ,43, ,52.9, ,3.3, ,79.9, ,76.6, 
125,5/30/2015,150,0.3, ,0, ,679, ,13.6, ,96.4, ,60.2, ,79.8, ,71, ,23, ,39, ,52.7, ,3.9, ,92.5, ,76.7, 
125,5/31/2015,151,0.31, ,0, ,690, ,11.3, ,96.2, ,63.3, ,79.9, ,60, ,17, ,32, ,47.7, ,4, ,96.5, ,76.9, 
125,6/1/2015,152,0.28, ,0, ,688, ,10.3, ,85.5, ,54.8, ,71.5, ,59, ,24, ,39, ,45.3, ,4.2, ,100.2, ,75.7, 
125,6/2/2015,153,0.28, ,0, ,683, ,14, ,84.7, ,60.1, ,71.9, ,78, ,31, ,52, ,53.6, ,5.3, ,127.8, ,75.1, 
125,6/3/2015,154,0.31, ,0, ,687, ,11.7, ,86.2, ,65.3, ,74.7, ,61, ,21, ,40, ,48.6, ,6, ,145, ,75.2, 
125,6/4/2015,155,0.28, ,0, ,684, ,9.9, ,82.8, ,56.6, ,71.1, ,69, ,23, ,38, ,44.3, ,4.1, ,97.5, ,74.8, 
125,6/5/2015,156,0.28, ,0, ,684, ,11.8, ,84.3, ,51.6, ,70.8, ,78, ,32, ,46, ,49, ,4.1, ,98.1, ,75.5, 
125,6/6/2015,157,0.29, ,0, ,683, ,13.3, ,89.7, ,58, ,76.3, ,76, ,25, ,43, ,52.2, ,3.9, ,93.8, ,75.6, 
125,6/7/2015,158,0.3, ,0, ,677, ,14.7, ,96.3, ,61.3, ,80.3, ,70, ,27, ,42, ,54.9, ,4.3, ,102.9, ,76.5, 
125,6/8/2015,159,0.34, ,0, ,691, ,13.3, ,105.4,Y,64.8, ,86.8, ,70, ,13, ,31, ,52.2, ,4.1, ,97.7, ,77.7, 
125,6/9/2015,160,0.13, ,0, ,213, ,15.8, ,89, ,66.2, ,77.3, ,85, ,32, ,50, ,56.9, ,4.6, ,111, ,77.1, 
125,6/10/2015,161,0.26, ,0.04, ,568, ,17.9, ,88.8, ,63.8, ,76, ,93, ,36, ,58, ,60.4, ,5, ,120.8, ,76.7, 
125,6/11/2015,162,0.27, ,0, ,662, ,19.2,Y,89.4, ,62.3, ,76.9, ,95, ,40, ,61,Y,62.3,Y,3.9, ,94.1, ,78.5, 
125,6/12/2015,163,0.28, ,0, ,629, ,19.7,Y,95.3, ,66.1, ,82.6, ,84, ,35, ,52,Y,63,Y,4.1, ,98.1, ,80.3, 
125,6/13/2015,164,0.31, ,0, ,660, ,18.5, ,102.1, ,70.4,Y,87.2, ,78, ,25, ,42, ,61.3, ,3.6, ,85.3, ,81.2, 
125,6/14/2015,165,0.33, ,0, ,695, ,12.9, ,102.9, ,66, ,85.3, ,65, ,15, ,31, ,51.3, ,4.2, ,101.4, ,81.2, 
125,6/15/2015,166,0.33, ,0.12, ,697, ,12.2, ,99.8, ,62.6, ,83.4, ,64, ,15, ,31, ,49.7, ,4.3, ,103.5, ,80.4, 
