99,1/1/2015,1,0.07, ,0, ,283, ,6.2, ,59, ,37.5, ,47.3, ,76, ,40, ,56, ,32.5, ,3.9, ,92.6, ,51.6, 
99,1/2/2015,2,0.07, ,0, ,283, ,7.8, ,58.3, ,38.8, ,48.4, ,81, ,47, ,68, ,38.2, ,3.7, ,88.9, ,52.1, 
99,1/3/2015,3,0.06, ,0, ,278, ,9.3, ,60.5, ,42.2, ,50.5, ,84, ,60, ,75, ,42.7, ,3.6, ,86.3, ,52.8, 
99,1/4/2015,4,0.07, ,0, ,270, ,9.2, ,64, ,44.7, ,55.3, ,81, ,31, ,62, ,42.4, ,3.6, ,86, ,53.5, 
99,1/5/2015,5,0.12, ,0, ,293, ,6.2, ,81.7, ,55.4, ,67.5, ,34, ,23, ,27, ,32.3, ,4, ,95.9, ,54.3, 
99,1/6/2015,6,0.13, ,0, ,299, ,6.6, ,85.5,Y,54.2, ,71.1,Y,74, ,16, ,25,Y,34,Y,3.9, ,93.2, ,55.5, 
99,1/7/2015,7,0.11, ,0, ,291, ,9.4, ,80.9, ,57.6, ,67, ,74, ,29, ,42, ,42.9, ,3.4, ,81.9, ,56.4, 
99,1/8/2015,8,0.07, ,0, ,227, ,11.1, ,72.8, ,51.3, ,60.7, ,89, ,42, ,61, ,47.4, ,2.9, ,70.3, ,57.1, 
99,1/9/2015,9,0.06, ,0, ,247, ,13.1, ,71.1, ,52.4, ,59.9, ,88, ,57, ,74, ,51.7, ,3, ,71.8, ,58, 
99,1/10/2015,10,0.02, ,0.63,R,83, ,12.6, ,60.9, ,53.1, ,56.6, ,90, ,72, ,81, ,50.8, ,3, ,71.9, ,58, 
99,1/11/2015,11,0.02, ,0.57,R,124, ,14.4, ,64.3, ,52.8, ,57.9, ,90, ,82, ,88, ,54.3, ,3, ,72.3, ,58.7, 
99,1/12/2015,12,0.05, ,0, ,222, ,13.7, ,64.6, ,51.6, ,56.8, ,90, ,77, ,87, ,52.9, ,3.1, ,74.4, ,58.7, 
99,1/13/2015,13,0.07, ,0, ,278, ,12.9, ,65.5, ,51.2, ,56.8, ,89, ,62, ,82, ,51.3, ,3.5, ,84.2, ,58.8, 
99,1/14/2015,14,0.09, ,0, ,310, ,9, ,71.9, ,49.4, ,59.8, ,76, ,34, ,51, ,41.8, ,3.9, ,93.6, ,57.9, 
99,1/15/2015,15,0.11, ,0, ,316, ,7.5, ,76, ,53.6, ,63.8, ,45, ,25, ,37, ,37.2, ,4.2, ,99.9, ,57.4, 
99,1/16/2015,16,0.1, ,0, ,296, ,7.9, ,74.4, ,51.6, ,62.4, ,59, ,26, ,41, ,38.5, ,3.5, ,83.8, ,57.3, 
99,1/17/2015,17,0.1, ,0, ,309, ,8.8, ,77, ,54.3, ,63.1, ,64, ,28, ,45, ,41.2, ,3.4, ,81, ,57.4, 
99,1/18/2015,18,0.08, ,0, ,262, ,11.1, ,70, ,51.8, ,59.9, ,86, ,44, ,63, ,47.3, ,3.2, ,77.5, ,57.8, 
99,1/19/2015,19,0.08, ,0, ,301, ,12.5, ,68.8, ,52.6, ,58.4, ,88, ,62, ,75, ,50.4, ,3, ,71.7, ,58.1, 
99,1/20/2015,20,0.02, ,0, ,109, ,13, ,59.6, ,50.5, ,55.6, ,89, ,80, ,86, ,51.6, ,2.5, ,60.1, ,58.5, 
99,1/21/2015,21,0.08, ,0, ,302, ,12.2, ,66.5, ,52.6, ,59, ,87, ,33, ,71, ,49.8, ,3.3, ,79.7, ,59.2, 
99,1/22/2015,22,0.12, ,0, ,278, ,5.7, ,75.5, ,54.1, ,63.7, ,56, ,16, ,28, ,30.4, ,3.2, ,76.7, ,58.3, 
99,1/23/2015,23,0.12, ,0, ,333, ,5.2, ,72.9, ,53, ,62.9, ,40, ,18, ,26, ,27.8, ,3.9, ,93.2, ,57.9, 
99,1/24/2015,24,0.15, ,0, ,336, ,5.9, ,80.7, ,57.8, ,70.7,Y,27, ,19, ,23,Y,31.3,Y,5, ,119.1, ,57.7, 
99,1/25/2015,25,0.13, ,0, ,301, ,6.9, ,83.1,Y,59.5, ,69,Y,46, ,19, ,28,Y,34.9,Y,3.7, ,89.6, ,58, 
99,1/26/2015,26,0.08, ,0.2, ,181, ,10.2, ,78.2, ,54.6, ,65.2, ,88, ,29, ,48, ,45.1, ,3.6, ,87, ,59, 
99,1/27/2015,27,0.09, ,0, ,321, ,13.9, ,71.5, ,54.2, ,60.9, ,88, ,57, ,76, ,53.4, ,3.2, ,77.6, ,59.8, 
99,1/28/2015,28,0.07, ,0, ,197, ,12.8, ,73.9, ,55.4, ,64.4, ,77, ,49, ,62, ,51.1, ,3.4, ,80.7, ,59.9, 
99,1/29/2015,29,0.07, ,0, ,157, ,11.8, ,74.7, ,61.6,Y,65.8, ,66, ,45, ,54, ,49, ,2.9, ,70.5, ,60.5, 
99,1/30/2015,30,0.07, ,0.06, ,181, ,12.9, ,69.6, ,54.4, ,62.3, ,86, ,52, ,67, ,51.4, ,4, ,96.6, ,60.7, 
99,1/31/2015,31,0.08, ,0, ,323, ,14.3, ,66.6, ,55.2, ,59.6, ,89, ,70, ,82, ,54.1, ,3.2, ,76.7, ,60.7, 
99,2/1/2015,32,0.1, ,0, ,342, ,12.1, ,72.4, ,51.3, ,60.3, ,86, ,52, ,68, ,49.6, ,3.5, ,84.5, ,60.3, 
99,2/2/2015,33,0.1, ,0, ,352, ,11.5, ,71.3, ,53.8, ,61.1, ,81, ,48, ,63, ,48.3, ,3.3, ,79.9, ,60, 
99,2/3/2015,34,0.09, ,0, ,339, ,12.7, ,66.5, ,50.3, ,57.3, ,89, ,70, ,79, ,50.8, ,3.2, ,77.6, ,59.9, 
99,2/4/2015,35,0.08, ,0, ,334, ,13.3, ,64.7, ,49.2, ,56.6, ,90, ,76, ,85, ,52.1, ,3.1, ,75.4, ,60.6, 
99,2/5/2015,36,0.09, ,0, ,348, ,13.6, ,72.6, ,50.5, ,58.7, ,90, ,64, ,81, ,52.7, ,3.2, ,76.1, ,60.4, 
99,2/6/2015,37,0.09, ,0, ,355, ,13.4, ,68.7, ,49.9, ,57.5, ,90, ,68, ,83, ,52.3, ,3.3, ,78.9, ,60.8, 
99,2/7/2015,38,0.03, ,0.02, ,135, ,13.5, ,64.6, ,50, ,57.8, ,89, ,65, ,82, ,52.5, ,2.6, ,61.3, ,60.3, 
99,2/8/2015,39,0.08, ,0, ,308, ,16.8,Y,74.3, ,58.7, ,63.3, ,89, ,69, ,84,Y,58.5,Y,2.8, ,67.3, ,61.9, 
99,2/9/2015,40,0.1, ,0.01, ,377, ,15.6, ,68.9, ,55.6, ,62, ,90, ,68, ,82, ,56.4, ,3.2, ,77, ,62.5, 
99,2/10/2015,41,0.12, ,0, ,384, ,12.2, ,72, ,51.9, ,65, ,88, ,34, ,58, ,49.9, ,3.4, ,80.4, ,61.9, 
99,2/11/2015,42,0.15,R,0, ,358, ,6.8, ,84.6,Y,61.5,Y,72.8,R,38, ,17, ,--,R,--,I,4, ,95.6, ,61.5, 
99,2/12/2015,43,0.17,R,0, ,402, ,6.2, ,83.1,Y,63.5,Y,73.4,R,28, ,17, ,--,R,--,I,4.5, ,107.2, ,61.4, 
99,2/13/2015,44,0.16,R,0, ,403, ,8.4, ,86.1,R,51, ,70.8,Y,75, ,19, ,32,Y,39.9,Y,4.5, ,107.8, ,61.4, 
99,2/14/2015,45,0.15, ,0, ,393, ,8.1, ,83.5,Y,59.3,Y,69.7,Y,45, ,22, ,33,Y,39.1,Y,4, ,95.7, ,61.5, 
99,2/15/2015,46,0.13, ,0, ,393, ,11.2, ,74.7, ,56, ,62.9, ,89, ,33, ,57, ,47.4, ,3.5, ,85.2, ,61.3, 
99,2/16/2015,47,0.1, ,0, ,381, ,13.9, ,64.2, ,51.5, ,58.3, ,88, ,78, ,84, ,53.4, ,3.5, ,83.9, ,61.8, 
99,2/17/2015,48,0.09, ,0, ,344, ,14, ,66.3, ,52.4, ,59.6, ,90, ,69, ,80, ,53.5, ,3.4, ,82.2, ,62.6, 
99,2/18/2015,49,0.1, ,0, ,367, ,14.3, ,68.2, ,52.1, ,58.6, ,90, ,72, ,85, ,54.1, ,3.5, ,84.5, ,62.3, 
99,2/19/2015,50,0.09, ,0, ,347, ,13.9, ,66.3, ,53, ,57.9, ,89, ,75, ,85, ,53.4, ,3.2, ,77.3, ,62.4, 
99,2/20/2015,51,0.08, ,0, ,316, ,13.6, ,67.4, ,53.3, ,58.4, ,89, ,67, ,81, ,52.7, ,3.5, ,83.9, ,62.5, 
99,2/21/2015,52,0.07, ,0, ,244, ,13.4, ,67.6, ,53.6, ,59.6, ,85, ,65, ,77, ,52.3, ,3.8, ,91.1, ,62.4, 
99,2/22/2015,53,0.04, ,0.57,R,163, ,12.9, ,63.1, ,52.4, ,56.8, ,90, ,71, ,82, ,51.4, ,3.4, ,82.3, ,62.1, 
99,2/23/2015,54,0.12, ,0.03, ,452, ,11, ,63.5, ,48.3, ,55, ,90, ,57, ,74, ,47, ,3.8, ,90, ,61.5, 
99,2/24/2015,55,0.15, ,0, ,450, ,8, ,73.4, ,47.8, ,60.2, ,76, ,29, ,45, ,38.7, ,5.3, ,127.3, ,60.5, 
99,2/25/2015,56,0.13, ,0, ,438, ,10.7, ,69.2, ,50.2, ,58.1, ,84, ,45, ,65, ,46.2, ,3.9, ,93.6, ,60.3, 
99,2/26/2015,57,0.1, ,0, ,378, ,12, ,65.3, ,49.4, ,56.8, ,85, ,66, ,76, ,49.4, ,3.5, ,83, ,60.5, 
99,2/27/2015,58,0.06, ,0, ,235, ,13.1, ,64.4, ,50.5, ,57.7, ,87, ,68, ,81, ,51.8, ,3.6, ,86.9, ,60.6, 
99,2/28/2015,59,0.12, ,0.02, ,420, ,11.5, ,61.9, ,50.6, ,56.5, ,87, ,62, ,74, ,48.3, ,4.3, ,104.1, ,60.8, 
99,3/1/2015,60,0.05, ,1.5,R,205, ,11.1, ,63.3, ,49.2, ,53, ,90, ,57, ,81, ,47.2, ,4, ,95.2, ,60.1, 
99,3/2/2015,61,0.1, ,0, ,403, ,10.5, ,61.4, ,45, ,52.9, ,88, ,58, ,77, ,45.8, ,4, ,95.1, ,58.6, 
99,3/3/2015,62,0.13, ,0, ,454, ,10.3, ,63.2, ,46.9, ,55.2, ,86, ,53, ,69, ,45.3, ,4.2, ,100.9, ,59.1, 
99,3/4/2015,63,0.14, ,0, ,483, ,8.9, ,68.5, ,48.3, ,58.2, ,73, ,35, ,53, ,41.4, ,4.1, ,97.4, ,59.1, 
99,3/5/2015,64,0.18, ,0, ,496, ,5.4, ,74.3, ,50.5, ,63.1, ,40, ,19, ,27, ,29, ,4.6, ,110.5, ,58.9, 
99,3/6/2015,65,0.19, ,0, ,499, ,5.9, ,81.1,Y,57.1, ,69.6,Y,38, ,18, ,24,Y,31.2,Y,3.8, ,91.5, ,58.9, 
99,3/7/2015,66,0.19, ,0, ,493, ,6.9, ,82.4,Y,59.6, ,69.7,Y,67, ,13, ,28,Y,35.2,Y,4.3, ,104.2, ,59.6, 
99,3/8/2015,67,0.15, ,0, ,492, ,11, ,74.2, ,53.5, ,62, ,85, ,30, ,58, ,47.1, ,4, ,95, ,60, 
99,3/9/2015,68,0.13, ,0, ,470, ,14, ,65.3, ,51.4, ,59.1, ,88, ,74, ,82, ,53.6, ,3.5, ,82.9, ,61.1, 
99,3/10/2015,69,0.12, ,0, ,425, ,14.7, ,72, ,50.3, ,60.5, ,90, ,67, ,82, ,54.9, ,3, ,71.5, ,62, 
99,3/11/2015,70,0.05, ,0, ,138, ,13.5, ,71.2, ,56, ,63.8, ,90, ,40, ,66, ,52.5, ,3, ,71.4, ,62.3, 
99,3/12/2015,71,0.19,R,0, ,472, ,10.9, ,84.8,Y,32,R,--,S,62, ,30, ,--,Q,--,Q,4.2, ,101.6, ,63.1, 
99,3/13/2015,72,0.19,R,0, ,513, ,9.4, ,86.8,Y,58.9, ,--,S,73, ,24, ,--,Q,--,Q,4.8, ,115.6, ,63.2, 
99,3/14/2015,73,0.16,R,0, ,506, ,8.7, ,91.8,R,66.9,R,--,S,33, ,22, ,--,Q,--,Q,3.9, ,93.7, ,63.8, 
