208,1/1/2015,1,0.06, ,0, ,293, ,6.1, ,52.3, ,27.1, ,38.9, ,100, ,44, ,76, ,32.1, ,2, ,48.4, ,48.7, 
208,1/2/2015,2,0.06, ,0, ,299, ,6.3, ,59.8, ,27.6, ,42.6, ,100, ,29, ,67, ,32.6, ,2.4, ,57.2, ,48.3, 
208,1/3/2015,3,0.07, ,0, ,291, ,6.7, ,59.7, ,30.7, ,43.8, ,100, ,31, ,69, ,34.2, ,2.3, ,54.3, ,48.6, 
208,1/4/2015,4,0.06, ,0, ,283, ,7.3, ,63, ,32.5, ,46.2, ,100, ,31, ,68, ,36.4, ,1.9, ,46, ,49, 
208,1/5/2015,5,0.08, ,0, ,304, ,7.6, ,72.7, ,34.9, ,50.8, ,100, ,22, ,60, ,37.6, ,2.1, ,51.4, ,49.9, 
208,1/6/2015,6,0.08, ,0, ,308, ,7.8, ,75.3, ,36.1, ,53.3, ,97, ,16, ,56, ,38, ,2.3, ,54.8, ,50.8, 
208,1/7/2015,7,0.08, ,0, ,292, ,8.9, ,80.7, ,41.4, ,57.9, ,92, ,22, ,54, ,41.6, ,2.7, ,63.9, ,51.8, 
208,1/8/2015,8,0.05, ,0, ,189, ,10.8, ,73.7, ,46.7, ,58.2, ,89, ,33, ,65, ,46.7, ,2.1, ,50.8, ,53.3, 
208,1/9/2015,9,0.07, ,0, ,253, ,11.4, ,72.8, ,45.1, ,58.6, ,100, ,38, ,67, ,47.9, ,2.1, ,51.5, ,54.2, 
208,1/10/2015,10,0.06, ,0, ,237, ,12.3, ,69.2, ,46.8, ,58.4, ,100, ,45, ,73, ,50, ,1.9, ,46.2, ,55.7, 
208,1/11/2015,11,0.03, ,0, ,141, ,15.2,R,66.8, ,54.4,Y,59.1, ,100, ,65, ,--,R,--,I,2.1, ,51, ,56.6, 
208,1/12/2015,12,0.05,R,0, ,256, ,14.6,Y,70.5, ,49.9, ,61.3, ,100, ,56, ,79,Y,54.6,Y,2.2, ,52.5, ,58.3,Y
208,1/13/2015,13,0.12, ,0, ,310, ,9, ,71.7, ,47.1, ,59.9, ,100, ,23, ,51, ,41.8, ,4.4,Y,105.9,Y,57, 
208,1/14/2015,14,0.09, ,0, ,321, ,7.6, ,72.1, ,45.4, ,57.6, ,76, ,23, ,47, ,37.5, ,2.9, ,69.5, ,55.5, 
208,1/15/2015,15,0.09, ,0, ,326, ,8.5, ,74.2, ,41.5, ,55.8, ,89, ,25, ,56, ,40.2, ,2.4, ,58.6, ,55.1, 
208,1/16/2015,16,0.08, ,0, ,311, ,8.6, ,74.9, ,40.3, ,55.5, ,96, ,23, ,57, ,40.6, ,2.1, ,50.2, ,55, 
208,1/17/2015,17,0.09, ,0, ,332, ,8.5, ,77.2, ,41.7, ,57.4, ,93, ,21, ,53, ,40.5, ,2.2, ,54, ,55.3, 
