224,2/10/2015,41,0.08, ,0, ,260, ,7.9, ,65.4, ,35.5, ,50.3, ,98, ,37, ,64, ,38.6, ,3.3, ,78.4, ,52.5, 
224,2/11/2015,42,0.06, ,0, ,232, ,8.8, ,70.9, ,40.2, ,53.5, ,94, ,33, ,63, ,41.2, ,2.6, ,61.5, ,52.6, 
224,2/12/2015,43,0.06, ,0, ,233, ,10.3, ,73.9, ,36.8, ,53.1, ,97, ,40, ,75, ,45.2, ,1.8, ,43, ,53.1, 
224,2/13/2015,44,0.05, ,0, ,199, ,10.5, ,68.3, ,41.9, ,52, ,96, ,49, ,79, ,45.8, ,1.9, ,46.7, ,53.6, 
224,2/14/2015,45,0.09, ,0, ,311, ,9, ,83,Y,37.6, ,56.3, ,97, ,21, ,58, ,41.7, ,2.4, ,58.4, ,54.1, 
224,2/15/2015,46,0.12,R,0, ,277, ,6.9, ,76.2, ,46.1, ,63,Y,76, ,23, ,35,Y,35.2,Y,4.8, ,114.3, ,54.7, 
224,2/16/2015,47,0.1, ,0, ,315, ,7.8, ,81.6,Y,33.6, ,54.3, ,96, ,21, ,54, ,38.2, ,2.6, ,63.1, ,54, 
224,2/17/2015,48,0.08, ,0, ,291, ,8.9, ,72.8, ,35.8, ,51.6, ,96, ,33, ,68, ,41.4, ,2, ,48.3, ,54, 
224,2/18/2015,49,0.08, ,0, ,321, ,9.6, ,73, ,35.2, ,51.9, ,98, ,42, ,73, ,43.3, ,2, ,47.3, ,54.2, 
224,2/19/2015,50,0.07, ,0, ,278, ,10.4, ,72.5, ,40.2, ,51.8, ,97, ,46, ,79, ,45.5, ,2, ,47, ,54.9, 
224,2/20/2015,51,0.14, ,0, ,334, ,6.3, ,72.6, ,35.5, ,57.6, ,98, ,20, ,39, ,32.6, ,5.2, ,125.1, ,54.3, 
224,2/21/2015,52,0.16, ,0, ,340, ,5, ,71, ,51.4, ,60.9, ,41, ,17, ,28, ,27.3, ,7.4, ,176.8, ,53.9, 
224,2/22/2015,53,0.19, ,0, ,355, ,3.4,Y,61.3, ,49.1, ,54.7, ,33, ,14, ,23,Y,17.8,Y,11.3, ,270, ,52.7, 
224,2/23/2015,54,0.17, ,0, ,366, ,2.6,Y,64.5, ,34.6, ,51.8, ,51, ,13, ,20,Y,11.7,Y,8.7, ,208.2, ,51.1, 
224,2/24/2015,55,0.12, ,0, ,370, ,4.2,Y,75.1, ,36.3, ,54.1, ,85, ,13, ,29,Y,22.7,Y,3.7, ,89.4, ,50.8, 
224,2/25/2015,56,0.1, ,0, ,333, ,6.6, ,74.9, ,29.5, ,50.6, ,95, ,20, ,53, ,34, ,2.7, ,63.6, ,51.7, 
224,2/26/2015,57,0.12, ,0, ,360, ,7.2, ,73.3, ,38.7, ,57, ,82, ,29, ,46, ,36.2, ,3.8, ,91.3, ,53, 
224,2/27/2015,58,0.1, ,0, ,350, ,7.4, ,66, ,33.2, ,48.9, ,96, ,32, ,62, ,36.7, ,3.7, ,88.3, ,53.7, 
224,2/28/2015,59,0.11, ,0, ,316, ,6.3, ,63.2, ,34.2, ,49.9, ,93, ,34, ,52, ,32.9, ,4.8, ,115.1, ,52.9, 
224,3/1/2015,60,0.13, ,0, ,390, ,5.3, ,66.6, ,37.4, ,52.3, ,86, ,25, ,40, ,28.7, ,5.2, ,125.9, ,53, 
224,3/2/2015,61,0.05, ,0, ,207, ,7.7, ,59.9, ,34.5, ,45, ,96, ,45, ,76, ,37.7, ,2.4, ,58.1, ,52.4, 
224,3/3/2015,62,0.11, ,0, ,387, ,6, ,66.7, ,32.2, ,47.5, ,97, ,22, ,54, ,31.6, ,3.4, ,82.1, ,51.9, 
224,3/4/2015,63,0.13, ,0, ,412, ,4.9, ,73.1, ,34.8, ,54, ,88, ,15, ,35, ,26.8, ,4.2, ,99.8, ,52.6, 
224,3/5/2015,64,0.11, ,0, ,409, ,6, ,71.6, ,28.4,Y,47.4, ,96, ,20, ,54, ,31.6, ,2.3, ,54.1, ,52.8, 
224,3/6/2015,65,0.13, ,0, ,413, ,6.5, ,81.7,Y,29.1, ,52.8, ,96, ,14, ,48, ,33.4, ,2.5, ,58.9, ,53.4, 
224,3/7/2015,66,0.14, ,0, ,417, ,7.1, ,82.1,Y,36.5, ,57.4, ,88, ,17, ,44, ,35.7, ,2.7, ,65.5, ,54.9, 
224,3/8/2015,67,0.12, ,0, ,412, ,8.2, ,80.4, ,33.3, ,54.5, ,96, ,22, ,56, ,39.3, ,2.2, ,53.5, ,55.8, 
224,3/9/2015,68,0.13, ,0, ,427, ,7.6, ,86.7,Y,33.6, ,57.6, ,97, ,12, ,47, ,37.6, ,2.3, ,55.9, ,56.7, 
224,3/10/2015,69,0.05, ,0, ,196, ,10.6, ,69.3, ,39, ,54.1, ,95, ,46, ,74, ,46.1, ,1.6, ,38.5, ,56.8, 
224,3/11/2015,70,0.01, ,0.05,R,91, ,13.4, ,59.8, ,51.8, ,55.3, ,96, ,76, ,90, ,52.4, ,2.6, ,61.7, ,56.9, 
224,3/12/2015,71,0.13, ,0, ,391, ,11.1, ,74.9, ,41.5, ,58.8, ,97, ,34, ,66, ,47.3, ,3.2, ,77.3, ,57.5, 
224,3/13/2015,72,0.11, ,0, ,379, ,11.2, ,77.5, ,40.8, ,59.5, ,97, ,31, ,65, ,47.6, ,2, ,48.9, ,58.4, 
224,3/14/2015,73,0.02, ,0, ,118, ,14.4, ,67, ,54.6,Y,60.5, ,92, ,68, ,80, ,54.4, ,2, ,47.7, ,59.9, 
224,3/15/2015,74,0.01, ,0.03, ,77, ,13, ,64.4, ,51.4, ,57.5, ,95, ,44, ,80, ,51.5, ,2.5, ,59.6, ,58.9, 
224,3/16/2015,75,0.04, ,0.08, ,192, ,12.8, ,65.7, ,49.1, ,56.2, ,96, ,65, ,83, ,51, ,2.3, ,54.9, ,58.2, 
224,3/17/2015,76,0.13, ,0, ,444, ,10.9, ,73.2, ,43.3, ,57.6, ,97, ,33, ,67, ,46.9, ,2.3, ,54.1, ,59.3, 
224,3/18/2015,77,0.17, ,0, ,653,R,7, ,77.4, ,56.9,Y,68.8,Y,87, ,23, ,29,Y,35.5,Y,4.9, ,118.8, ,59.5, 
224,3/19/2015,78,0.16, ,0, ,456, ,7.6, ,84.2, ,44.2, ,64.2, ,89, ,15, ,37, ,37.4, ,2.8, ,68.3, ,59.4, 
224,3/20/2015,79,0.08, ,0, ,277, ,10.5, ,71.9, ,39.4, ,54.8, ,96, ,38, ,72, ,45.9, ,2.3, ,54.3, ,59.1, 
224,3/21/2015,80,0.14, ,0, ,451, ,10.5, ,73.8, ,46.1, ,59.4, ,96, ,30, ,61, ,45.8, ,2.4, ,57.8, ,60.2, 
224,3/22/2015,81,0.05, ,0.11,R,176, ,11.8, ,66.4, ,47, ,54.3, ,96, ,60, ,82, ,49, ,3.1, ,74.9, ,60.2, 
224,3/23/2015,82,0.08, ,0.01,R,275, ,9.6, ,62.8, ,40.6, ,53.5, ,97, ,44, ,68, ,43.3, ,3, ,71.4, ,58.2, 
224,3/24/2015,83,0.07, ,0, ,263, ,10.4, ,64.4, ,42.7, ,54.1, ,96, ,57, ,73, ,45.6, ,2.6, ,62.1, ,58.8, 
224,3/25/2015,84,0.16, ,0, ,469, ,10.4, ,79.1, ,42.1, ,60.8, ,96, ,31, ,57, ,45.5, ,3.1, ,75.5, ,58.8, 
224,3/26/2015,85,0.16,R,0, ,482, ,11.4, ,82.1, ,48.6, ,66.4, ,95, ,29, ,52, ,48, ,2.6, ,62.3, ,60.8, 
224,3/27/2015,86,0.17, ,0, ,478, ,11.4, ,80.8, ,42.8, ,63.9, ,97, ,34, ,56, ,48.1, ,3.1, ,73.9, ,61.8, 
224,3/28/2015,87,0.19, ,0, ,510, ,7.2, ,79.3, ,41.7, ,63.6, ,81, ,19, ,36, ,36.1, ,4.1, ,98.7, ,62.2, 
224,3/29/2015,88,0.19, ,0, ,512, ,7.8, ,88.1,Y,48.3, ,68.6,Y,89, ,14, ,33,Y,38.2,Y,3.3, ,78.7, ,62.3, 
224,3/30/2015,89,0.15, ,0, ,450, ,11, ,80, ,42.9, ,61.8, ,95, ,29, ,59, ,47.1, ,2.3, ,54.4, ,63, 
224,3/31/2015,90,0.18, ,0, ,531, ,6.8, ,70.2, ,37.2, ,55.6, ,95, ,16, ,45, ,34.7, ,4.3, ,102.2, ,62.7, 
224,4/1/2015,91,0.18, ,0, ,522, ,5.1, ,69.4, ,35.4, ,55, ,86, ,17, ,35, ,27.7, ,4.7, ,112.5, ,60.8, 
224,4/2/2015,92,0.17, ,0, ,542, ,5.8, ,69.8, ,36.9, ,54.2, ,85, ,21, ,41, ,30.8, ,4, ,94.8, ,60.5, 
224,4/3/2015,93,0.16, ,0, ,503, ,5.9, ,72.6, ,33, ,54.8, ,87, ,18, ,40, ,31.1, ,2.6, ,62.8, ,60, 
224,4/4/2015,94,0.14, ,0, ,450, ,7, ,68.4, ,36.5, ,54.1, ,91, ,24, ,49, ,35.3, ,2.9, ,69.6, ,60.9, 
224,4/5/2015,95,0.05, ,0.03,R,220, ,7.8, ,53.7, ,32.7, ,45.6, ,97, ,53, ,75, ,38.1, ,3.1, ,74, ,59.5, 
224,4/6/2015,96,0.11, ,0, ,338, ,7.2, ,58.7, ,33.3, ,48.8, ,97, ,43, ,62, ,36.1, ,5, ,120.9, ,57.1, 
224,4/7/2015,97,0.02, ,0.42,R,132, ,8.9, ,52.9, ,41.3, ,45.6, ,95, ,55, ,86, ,41.5, ,3.7, ,88.6, ,56.1, 
224,4/8/2015,98,0.11, ,0, ,452, ,8.6, ,60.2, ,35.9, ,48.3, ,97, ,42, ,75, ,40.7, ,2, ,48.1, ,56.2, 
224,4/9/2015,99,0.15, ,0, ,546, ,8.1, ,69.8, ,31.3,Y,50.1, ,98, ,31, ,65, ,39, ,2.1, ,50, ,56.8, 
224,4/10/2015,100,0.16, ,0, ,538, ,9, ,70.4, ,33.6, ,53.4, ,98, ,31, ,64, ,41.7, ,2.6, ,62, ,57.9, 
224,4/11/2015,101,0.13, ,0, ,410, ,9.7, ,72.6, ,40.9, ,55.7, ,96, ,33, ,64, ,43.7, ,2.8, ,67.7, ,59.6, 
224,4/12/2015,102,0.19, ,0, ,567, ,8.2, ,82.7, ,39.4, ,60.2, ,93, ,18, ,46, ,39.3, ,3.3, ,78.6, ,59.7, 
224,4/13/2015,103,0.2, ,0, ,534, ,8.4, ,77.1, ,36.3, ,58, ,97, ,27, ,51, ,40.1, ,5.3, ,127.2, ,60.5, 
224,4/14/2015,104,0.18, ,0, ,595, ,4.7,Y,66.1, ,36.4, ,53.4, ,65, ,20, ,34,Y,25.6,Y,3.9, ,94.5, ,60, 
224,4/15/2015,105,0.2, ,0, ,592, ,6.1, ,74.4, ,35.9, ,56.2, ,78, ,20, ,40, ,32, ,4.9, ,117.3, ,59.3, 
224,4/16/2015,106,0.22, ,0, ,604, ,6.4, ,84.5, ,42.8, ,64.8, ,89, ,14, ,31, ,33.2, ,4.1, ,98.5, ,60.5, 
224,4/17/2015,107,0.2, ,0, ,598, ,8.7, ,86.6, ,36.2, ,61.8, ,96, ,16, ,46, ,40.8, ,2.2, ,53.5, ,61.8, 
224,4/18/2015,108,0.22, ,0, ,584, ,9.6, ,90,Y,41, ,65.8, ,96, ,16, ,44, ,43.3, ,3, ,72.5, ,63.5, 
224,4/19/2015,109,0.23,R,0, ,587, ,8.1, ,91.1,Y,49.6, ,72.4,Y,89, ,13, ,30,Y,39.1,Y,3.3, ,79.2, ,65.3, 
224,4/20/2015,110,0.2, ,0, ,563, ,11.4, ,87.4, ,43.9, ,65.2, ,95, ,23, ,54, ,48, ,2.2, ,53.8, ,66, 
224,4/21/2015,111,0.2, ,0, ,583, ,13.7, ,81.8, ,47.7, ,65.9, ,96, ,40, ,63, ,53, ,3.2, ,77.5, ,67.1,Y
224,4/22/2015,112,0.2, ,0, ,568, ,11.5, ,85.6, ,46.5, ,65.7, ,96, ,22, ,53, ,48.1, ,3, ,71.4, ,68,Y
224,4/23/2015,113,0.22, ,0, ,549, ,8.5, ,83.8, ,51.7, ,68, ,90, ,17, ,36, ,40.4, ,4.1, ,98.6, ,68.3,Y
224,4/24/2015,114,0.13, ,0.02, ,373, ,8.4, ,68.7, ,40.1, ,57.9, ,90, ,25, ,51, ,39.9, ,3.4, ,81.2, ,67.3,Y
224,4/25/2015,115,0.19, ,0.01, ,611, ,8.9, ,73.4, ,44, ,59.3, ,95, ,27, ,52, ,41.5, ,3.2, ,76.1, ,66.5, 
224,4/26/2015,116,0.2, ,0, ,609, ,8.6, ,80.1, ,38, ,61.9, ,95, ,25, ,45, ,40.6, ,2.8, ,66.5, ,66, 
224,4/27/2015,117,0.24, ,0, ,625, ,10.3, ,90.7, ,52.1, ,72.2, ,89, ,17, ,38, ,45.3, ,3.8, ,91.5, ,68.1,Y
224,4/28/2015,118,0.22, ,0, ,597, ,12.2, ,86.2, ,46.4, ,67.5, ,95, ,26, ,53, ,49.9, ,3.2, ,77.6, ,69.5,Y
224,4/29/2015,119,0.24, ,0, ,627, ,9.3, ,87.7, ,48.4, ,70.5, ,93, ,13, ,36, ,42.6, ,3.3, ,79.6, ,70.7,Y
224,4/30/2015,120,0.29, ,0, ,636, ,5.6, ,89.7, ,62.1,Y,74.1, ,31, ,11, ,20, ,30, ,6.2, ,149.9, ,71.3,Y
224,5/1/2015,121,0.27, ,0, ,638, ,7.1, ,93.4, ,53.3, ,76, ,80, ,11, ,23, ,35.8, ,3.6, ,87, ,72.2,Y
224,5/2/2015,122,0.24, ,0, ,636, ,10.5, ,87.9, ,46.3, ,68.3, ,91, ,18, ,44, ,45.8, ,3.3, ,80.1, ,72.9,Y
224,5/3/2015,123,0.24, ,0, ,636, ,10.9, ,86.7, ,47.6, ,68.6, ,93, ,20, ,46, ,46.8, ,3.3, ,78.9, ,73.4,Y
224,5/4/2015,124,0.24, ,0, ,641, ,10.4, ,86.1, ,46.7, ,66.2, ,93, ,20, ,47, ,45.6, ,3.6, ,86, ,73.7,Y
224,5/5/2015,125,0.22, ,0, ,647, ,9.7, ,84.3, ,45.6, ,64.5, ,93, ,16, ,47, ,43.9, ,3.1, ,73.4, ,73.5,Y
224,5/6/2015,126,0.28, ,0, ,692, ,4.5,Y,79.1, ,48.8, ,67, ,75, ,8, ,20,Y,24.6,Y,6.3, ,152, ,73.3,Y
224,5/7/2015,127,0.27, ,0, ,689, ,4.9,Y,77, ,54.2, ,65.2, ,34, ,14, ,23,Y,26.8,Y,6.4, ,152.6, ,73.2,Y
224,5/8/2015,128,0.25, ,0, ,656, ,8.6, ,85.6, ,44.6, ,66.3, ,76, ,19, ,39, ,40.6, ,4.1, ,99.4, ,73.1,Y
224,5/9/2015,129,0.23, ,0, ,662, ,10, ,87.9, ,45, ,67.4, ,92, ,19, ,44, ,44.6, ,2.7, ,63.8, ,73.9,Y
224,5/10/2015,130,0.2, ,0, ,554, ,12, ,80.8, ,48.1, ,66.7, ,91, ,33, ,54, ,49.4, ,3.2, ,77, ,74.5,Y
224,5/11/2015,131,0.23, ,0, ,577, ,9.2, ,76.9, ,51.8, ,65.4, ,82, ,22, ,43, ,42.4, ,4.8, ,115.3, ,75,Y
224,5/12/2015,132,0.17, ,0, ,539, ,8.6, ,69.3, ,52.8, ,59, ,72, ,31, ,51, ,40.8, ,4.1, ,97.5, ,73.9,Y
224,5/13/2015,133,0.19, ,0, ,547, ,8.7, ,72.9, ,48.7, ,60, ,81, ,22, ,49, ,40.9, ,3.7, ,88.2, ,72.8,Y
224,5/14/2015,134,0.2, ,0.04, ,631, ,9.5, ,72.9, ,49.6, ,59.7, ,95, ,21, ,54, ,43.1, ,3.1, ,73.8, ,72.3, 
224,5/15/2015,135,0.17, ,0, ,517, ,10.5, ,73.5, ,44.7, ,59.7, ,93, ,35, ,60, ,45.7, ,3, ,72.4, ,71.5, 
224,5/16/2015,136,0.22, ,0.03, ,634, ,10.5, ,76.8, ,44, ,62.5, ,95, ,29, ,54, ,45.7, ,3.3, ,80.2, ,71.8, 
224,5/17/2015,137,0.18, ,0, ,497, ,12.2, ,78.8, ,51, ,64.5, ,96, ,30, ,59, ,49.7, ,3, ,72.8, ,72.6, 
224,5/18/2015,138,0.19, ,0, ,522, ,11.4, ,80.4, ,53.2, ,65.6, ,92, ,24, ,53, ,47.9, ,3.2, ,77.5, ,72.4, 
224,5/19/2015,139,0.21, ,0, ,595, ,12.2, ,79.1, ,58.3, ,66.7, ,79, ,33, ,55, ,49.8, ,3.5, ,83.3, ,74.3,Y
224,5/20/2015,140,0.19, ,0.02, ,554, ,13.7, ,82.3, ,56.6, ,66.3, ,89, ,30, ,62, ,52.9, ,3.2, ,77.3, ,75.3,Y
224,5/21/2015,141,0.22, ,0, ,608, ,13.1, ,81.6, ,58.3, ,68.6, ,94, ,24, ,55, ,51.7, ,4.2, ,100.3, ,75.4,Y
224,5/22/2015,142,0.17, ,0, ,629, ,12.6, ,79.5, ,58.2, ,71, ,85, ,34, ,49, ,50.8, ,3.3, ,78.4, ,76.6,Y
224,5/23/2015,143,0.22, ,0, ,651, ,11.2, ,83.5, ,51.2, ,67.4, ,90, ,21, ,49, ,47.6, ,3.1, ,74.4, ,76,Y
224,5/24/2015,144,0.26, ,0, ,661, ,11.5, ,92.5, ,49.6, ,73.6, ,90, ,17, ,41, ,48.2, ,3.4, ,82.4, ,77.2,Y
224,5/25/2015,145,0.24, ,0, ,630, ,12.5, ,87, ,54.1, ,70.5, ,85, ,26, ,49, ,50.4, ,3.6, ,85.6, ,79,Y
224,5/26/2015,146,0.26, ,0, ,698, ,11.7, ,86.7, ,50.5, ,69.9, ,90, ,23, ,47, ,48.6, ,3.7, ,88.5, ,79.4,Y
224,5/27/2015,147,0.26, ,0, ,709, ,11, ,90.1, ,50.5, ,71.6, ,90, ,18, ,41, ,46.9, ,3.3, ,79.3, ,80.1,R
224,5/28/2015,148,0.27, ,0, ,686, ,12.3, ,94, ,53.1, ,74.4, ,85, ,20, ,42, ,50.1, ,3.1, ,75.4, ,80.9,R
224,5/29/2015,149,0.26, ,0, ,654, ,12.4, ,94.4, ,55, ,75.7, ,87, ,19, ,41, ,50.2, ,3.2, ,77.3, ,81.6,R
224,5/30/2015,150,0.23, ,0, ,570, ,11.2, ,92.2, ,57.5, ,74.2, ,78, ,14, ,39, ,47.6, ,2.9, ,69.2, ,81.8,R
224,5/31/2015,151,0.24, ,0, ,535, ,9.6, ,88.3, ,52.5, ,72.7, ,82, ,18, ,35, ,43.5, ,4.2, ,101.2, ,80.5,R
224,6/1/2015,152,0.22, ,0.02, ,606, ,11.5, ,80.1, ,56.6, ,67.6, ,89, ,31, ,50, ,48.3, ,4.7, ,111.9, ,80.5,Y
224,6/2/2015,153,0.26, ,0, ,670, ,12.3, ,85.4, ,62, ,72.8, ,93, ,21, ,45, ,50.1, ,3.1, ,75.2, ,80.7,Y
224,6/3/2015,154,0.27, ,0, ,636, ,9.2, ,88.6, ,64.1, ,75.8, ,46, ,14, ,30, ,42.5, ,4.4, ,105.1, ,81.4,R
224,6/4/2015,155,0.21, ,0.01,R,490, ,12.5, ,87.7, ,61.2, ,73.6, ,76, ,24, ,44, ,50.4, ,5, ,119.4, ,81,Y
224,6/5/2015,156,0.32, ,0, ,709, ,10.9, ,98.2, ,67.8, ,82, ,56, ,14, ,29, ,46.7, ,5.2, ,124.8, ,81.1,R
224,6/6/2015,157,0.31, ,0, ,705, ,12.1, ,100.9, ,58.3, ,82.8, ,82, ,12, ,32, ,49.6, ,4.2, ,100.3, ,--,S
224,6/7/2015,158,0.3, ,0, ,708, ,12.3, ,105.4,Y,59.1, ,83.6, ,81, ,10, ,31, ,50, ,3.2, ,76.7, ,--,S
224,6/8/2015,159,0.3, ,0, ,695, ,13.3, ,106.6,Y,62.5, ,85.9,Y,78, ,12, ,31,Y,52.2,Y,3, ,71.7, ,--,S
224,6/9/2015,160,0.26, ,0.02, ,592, ,16.2, ,108.8,Y,64.9, ,83.1, ,87, ,14, ,42, ,57.5, ,3.5, ,83.6, ,--,S
224,6/10/2015,161,0.24, ,0, ,589, ,17.9, ,90.5, ,63.4, ,77.3, ,92, ,32, ,56, ,60.3, ,3.9, ,93.9, ,--,S
224,6/11/2015,162,0.32, ,0, ,722, ,11.2, ,103, ,57, ,83.2, ,91, ,12, ,29, ,47.5, ,4.3, ,102.1, ,--,S
224,6/12/2015,163,0.34,R,0, ,722, ,9.7, ,108.1,Y,75.2,Y,92.3,Y,39, ,9, ,19,Y,43.9,Y,4.7, ,113, ,--,S
224,6/13/2015,164,0.33, ,0, ,711, ,10, ,105.6,Y,71,Y,88.9,Y,58, ,11, ,21,Y,44.5,Y,4.1, ,98.9, ,--,S
224,6/14/2015,165,0.3, ,0, ,715, ,12, ,98, ,60.4, ,80.9, ,77, ,14, ,33, ,49.5, ,3.7, ,89.8, ,--,S
224,6/15/2015,166,0.3, ,0, ,717, ,12, ,96.8, ,60.7, ,79.1, ,79, ,13, ,35, ,49.4, ,4, ,96.3, ,--,S
