197,1/1/2015,1,0.06, ,0, ,296, ,2.1, ,51.1, ,11.5,Y,29.5,Y,76, ,14, ,39,Y,7.4,Y,4.4, ,105.1, ,44, 
197,1/2/2015,2,0.06, ,0, ,293, ,2.4, ,53.2, ,13.5,Y,30.4,Y,74, ,15, ,43,Y,10.4,Y,3.6, ,87.1, ,43.1, 
197,1/3/2015,3,0.06, ,0, ,290, ,3.4, ,58.6, ,16, ,35, ,80, ,18, ,49, ,18.1, ,3.7, ,89.6, ,42.7, 
197,1/4/2015,4,0.06, ,0, ,274, ,3.8, ,58.4, ,20, ,36, ,86, ,25, ,53, ,20.7, ,3.7, ,89, ,42.7, 
197,1/5/2015,5,0.07, ,0, ,287, ,3.9, ,61.6, ,21.8, ,38, ,82, ,20, ,50, ,21.2, ,4.2, ,100.4, ,42.9, 
197,1/6/2015,6,0.07, ,0, ,296, ,4.6, ,66.1, ,23.8, ,42, ,84, ,22, ,51, ,25.2, ,4.1, ,99.2, ,43.1, 
197,1/7/2015,7,0.07, ,0, ,268, ,5.7, ,68.7, ,26.9, ,44, ,85, ,29, ,59, ,30.4, ,3.8, ,91.5, ,43.6, 
197,1/8/2015,8,0.07, ,0, ,262, ,6.6, ,68.6, ,29.6, ,47.3, ,87, ,29, ,60, ,34.1, ,3.8, ,90.6, ,44.3, 
197,1/9/2015,9,0.05, ,0, ,179, ,7.6, ,67.6, ,36, ,50.6, ,85, ,34, ,61, ,37.6, ,3.4, ,81.7, ,45.3, 
197,1/10/2015,10,0.02, ,0.1, ,129, ,9,Y,58.5, ,34.8, ,47.5, ,97, ,51, ,81,Y,41.8,Y,2.7, ,65.1, ,46.1, 
197,1/11/2015,11,0, ,0.47,R,43, ,10.9,R,50.5, ,43,Y,47.9, ,98, ,91, ,--,R,--,I,4.5, ,108.6, ,47.1,Y
197,1/12/2015,12,0.05, ,0.01, ,242, ,8.6,Y,59.2, ,33.4, ,44.7, ,99, ,60, ,86,Y,40.7,Y,4.3, ,104.4, ,48.1,Y
197,1/13/2015,13,0.08, ,0, ,301, ,6.7, ,57.3, ,31.2, ,42.8, ,95, ,42, ,71, ,34.2, ,6.1, ,145.9, ,49.5,Y
197,1/14/2015,14,0.07, ,0, ,311, ,6, ,60.2, ,29.3, ,41.8, ,92, ,31, ,67, ,31.5, ,4, ,95, ,48.6,Y
197,1/15/2015,15,0.07, ,0, ,313, ,5.9, ,59.3, ,26.1, ,40.1, ,89, ,37, ,70, ,31, ,3.8, ,91.2, ,47.8,Y
197,1/16/2015,16,0.06, ,0, ,284, ,5.9, ,63, ,25, ,41.9, ,90, ,35, ,65, ,31, ,3.6, ,86.9, ,47.2, 
197,1/17/2015,17,0.07, ,0, ,309, ,6.2, ,63.4, ,26.9, ,43.1, ,91, ,33, ,66, ,32.4, ,3.7, ,87.8, ,47.1, 
197,1/18/2015,18,0.07, ,0, ,285, ,7, ,68.4, ,33.1, ,47, ,91, ,31, ,64, ,35.4, ,3.3, ,78.2, ,47.3, 
197,1/19/2015,19,0.09, ,0, ,318, ,6.4, ,70.8, ,31, ,49, ,85, ,25, ,54, ,33.2, ,3.8, ,90.9, ,47.7, 
197,1/20/2015,20,0.03, ,0, ,145, ,7.1, ,59.6, ,33.5, ,44.7, ,88, ,46, ,70, ,35.7, ,3.4, ,81.4, ,48, 
197,1/21/2015,21,0.09, ,0, ,325, ,5.5, ,62.7, ,27.4, ,42.5, ,92, ,27, ,60, ,29.6, ,5.4, ,129, ,47.9, 
197,1/22/2015,22,0.07, ,0, ,270, ,4.7, ,61.3, ,24.9, ,40.9, ,84, ,19, ,54, ,25.6, ,4.1, ,99.2, ,47.3, 
197,1/23/2015,23,0.09, ,0, ,332, ,4, ,63.8, ,22.4, ,41.6, ,81, ,15, ,44, ,21.5, ,4.7, ,112.9, ,46.8, 
197,1/24/2015,24,0.16, ,0, ,336, ,4.1, ,65.6, ,29.5, ,48.5, ,63, ,20, ,35, ,22.1, ,9.8, ,236.1, ,46.5, 
197,1/25/2015,25,0.12, ,0, ,309, ,5.3, ,71.2, ,27.2, ,48.4, ,80, ,23, ,45, ,28.3, ,6.4, ,152.8, ,46.3, 
197,1/26/2015,26,0.04, ,0.05, ,146, ,8.1, ,61.8, ,33.7, ,47.8, ,95, ,40, ,71, ,39, ,3.9, ,94.5, ,46.7, 
