109,1/1/2017,1,0.04, ,0, ,204, ,8.1, ,56.1, ,32.6, ,43.7, ,99, ,51, ,83, ,38.9, ,2.4, ,57.4, ,45.5, 
109,1/2/2017,2,0.03, ,0.14, ,148, ,8.6, ,52.4, ,35.9, ,43.1, ,98, ,70, ,91, ,40.7, ,3.3, ,78.1, ,45.8, 
109,1/3/2017,3,0, ,1.04,R,36, ,11.5, ,54.2, ,42.3, ,48.2, ,100, ,98, ,100, ,48.1, ,5.1, ,121.4, ,46.5, 
109,1/4/2017,4,0.01, ,0.24, ,71, ,12.1, ,54.8, ,43.6, ,49.8, ,100, ,89, ,99, ,49.6, ,2.6, ,63.4, ,48.8, 
109,1/5/2017,5,0.05, ,0, ,227, ,7.4, ,51.3, ,28.9, ,40, ,100, ,60, ,88, ,36.8, ,2, ,48.8, ,48.1, 
109,1/6/2017,6,0.04, ,0, ,183, ,6.2, ,49.7, ,25.8, ,37.7, ,98, ,58, ,80, ,32.2, ,2.9, ,69.8, ,45.4, 
109,1/7/2017,7,0, ,0.61,R,45, ,12.2, ,56.7, ,42.3, ,50.2, ,100, ,84, ,99, ,49.8, ,4.6, ,110.1, ,45.8, 
109,1/8/2017,8,0, ,1.84,R,16, ,16,Y,58.7, ,54.4,Y,56.7,Y,100, ,100, ,100,Y,56.7,Y,7.2,Y,172.4,Y,49.6, 
109,1/9/2017,9,0.02, ,0.26, ,105, ,13.1, ,57, ,46, ,52.1, ,100, ,89, ,99, ,51.8, ,4.6, ,111.5, ,51.1, 
109,1/10/2017,10,0,R,1.74,R,16, ,14.8,Y,57.9, ,48.7, ,54, ,100, ,100, ,100,Y,54,Y,7.6,Y,181.5,Y,51.4, 
109,1/11/2017,11,0.04, ,0.18, ,172, ,11.3, ,55.6, ,43.8, ,49.6, ,100, ,77, ,94, ,47.8, ,3.2, ,76.7, ,51.9, 
109,1/12/2017,12,0.02, ,0.43,R,116, ,9.7, ,52.3, ,36.7, ,45.2, ,100, ,79, ,95, ,43.8, ,1.7, ,41, ,50.6, 
109,1/13/2017,13,0.04, ,0, ,207, ,8.6, ,54.4, ,31.7, ,41.2, ,100, ,84, ,98, ,40.7, ,2.2, ,52.6, ,48.5, 
109,1/14/2017,14,0.05, ,0, ,230, ,8.5, ,55.9, ,32, ,42.7, ,100, ,64, ,92, ,40.4, ,2.3, ,56.1, ,47.4, 
