189,1/1/2017,1,--,N,0,H,307,R,5.3, ,54.1, ,22, ,39.3, ,98, ,9, ,65, ,28.5, ,4.6, ,109.4, ,42.1, 
189,1/2/2017,2,--,N,0, ,160, ,1.4, ,60.7, ,42.6, ,51, ,17, ,6, ,11, ,-2.3, ,9.8, ,234.7, ,42.3, 
189,1/3/2017,3,--,N,0, ,239, ,4.1, ,56.6, ,38.5, ,49, ,51, ,11, ,34, ,22.2, ,11, ,263.8, ,42.7, 
189,1/4/2017,4,--,N,0.59, ,77, ,8.5, ,50.9, ,40.3, ,43.9, ,100, ,51, ,88, ,40.4, ,6.7, ,159.9, ,43.9, 
189,1/5/2017,5,--,N,0.17, ,250, ,6.8, ,60.5, ,33.7, ,47.8, ,100, ,31, ,60, ,34.8, ,11.5, ,276.1, ,44.4, 
189,1/6/2017,6,--,N,0, ,305,R,3.8, ,45.1, ,21.5, ,32.5, ,86, ,36, ,61, ,20.5, ,4.8, ,114.4, ,43.3, 
189,1/7/2017,7,--,N,0.39, ,90, ,5.3, ,36.1,Y,27.8, ,34, ,98, ,41, ,80, ,28.5, ,5, ,119.9, ,42, 
189,1/8/2017,8,--,N,0.12, ,206, ,8,Y,53.4, ,34.6, ,42.6, ,99, ,69, ,86,Y,38.8,Y,8.2, ,197.9, ,42, 
189,1/9/2017,9,--,N,0.16, ,252, ,6.2, ,60.2, ,46.9,R,52.6,Y,84, ,24, ,46,Y,32.5,Y,15.4, ,369.4, ,43.6,Y
189,1/10/2017,10,--,N,0, ,234, ,5, ,66.9, ,44,Y,55.3,Y,53, ,21, ,33,Y,27.1,Y,10.8, ,259.6, ,44.3,Y
189,1/11/2017,11,--,N,0.17, ,300, ,5.9, ,57.5, ,43.1,Y,50.4, ,77, ,31, ,47, ,31.1, ,12.5, ,300.2, ,45.2,R
189,1/12/2017,12,--,N,0, ,213, ,6, ,52.8, ,37.9,Y,45.3, ,91, ,32, ,59, ,31.7, ,12.8, ,307.4, ,45.1,R
189,1/13/2017,13,--,N,0, ,135, ,6.2, ,47.6, ,35.9, ,42.5, ,90, ,51, ,68, ,32.5, ,11.7, ,281.5, ,44.5,Y
189,1/14/2017,14,--,N,0, ,318,R,5.5, ,55.4, ,33, ,41.9, ,82, ,39, ,60, ,29.2, ,5.6, ,134.8, ,43.8,Y
189,1/15/2017,15,--,N,0, ,328,R,5.4, ,53.3, ,24.5, ,38.8, ,91, ,42, ,67, ,28.8, ,3.2, ,76.3, ,43.3,Y
189,1/16/2017,16,--,N,0, ,336,R,4, ,57.1, ,27.5, ,43.8, ,91, ,20, ,41, ,21.5, ,12.1, ,290.5, ,42.4, 
189,1/17/2017,17,--,N,0, ,335,R,3.8, ,54.2, ,20.9, ,35.8, ,84, ,21, ,53, ,20.5, ,3.3, ,78.8, ,41.9, 
189,1/18/2017,18,--,N,0.03, ,241, ,4.9, ,54.3, ,21.9, ,38.8, ,90, ,31, ,61, ,26.5, ,6.1, ,145.7, ,41.2, 
189,1/19/2017,19,--,N,0.05,H,302, ,7, ,55, ,33.6, ,43.1, ,92, ,35, ,74, ,35.5, ,6, ,143.6, ,42.3, 
189,1/20/2017,20,--,N,0.1, ,136, ,6.1, ,43.8, ,34.3, ,39.4, ,93, ,59, ,74, ,31.9, ,10.3, ,247.7, ,42.6, 
189,1/21/2017,21,--,N,0, ,347,R,5.5, ,51.9, ,24.3, ,39, ,97, ,39, ,69, ,29.6, ,4.4, ,105.1, ,42.1, 
189,1/22/2017,22,--,N,1.08, ,59, ,6.9, ,46.8, ,33.1, ,39.5, ,98, ,53, ,83, ,34.9, ,17.6, ,421.2, ,41.5, 
189,1/23/2017,23,--,N,0.03, ,297, ,5.5, ,48.6, ,27.4, ,38.6, ,89, ,46, ,70, ,29.6, ,10.8, ,258.2, ,41.1, 
189,1/24/2017,24,--,N,0, ,366,R,4, ,44, ,24.2, ,31.9, ,91, ,40, ,65, ,21.5, ,4.6, ,111.5, ,40.6, 
189,1/25/2017,25,--,N,0, ,364,R,3.6, ,42.2, ,20, ,30.8, ,79, ,37, ,61, ,19, ,3.7, ,89.8, ,39.4, 
189,1/26/2017,26,--,N,0, ,283, ,3.8, ,40.9,Y,19.9, ,30.6, ,86, ,44, ,66, ,20.8, ,4.2, ,101.1, ,38.5, 
189,1/27/2017,27,--,N,0, ,374,R,3.5, ,47.3, ,27.6, ,36.5, ,66, ,30, ,48, ,18.9, ,14.3, ,342.8, ,37.8, 
189,1/28/2017,28,--,N,0, ,375,R,4, ,53.2, ,22.2, ,35.5, ,83, ,29, ,57, ,21.9, ,3, ,72.1, ,37.7, 
189,1/29/2017,29,--,N,0, ,373,R,4.7, ,54.4, ,21.3, ,36.4, ,92, ,31, ,64, ,25.5, ,2.6, ,62.7, ,37.7, 
189,1/30/2017,30,--,N,0, ,348, ,5.1, ,55.3, ,24.4, ,37.3, ,93, ,34, ,68, ,27.7, ,2.7, ,63.9, ,37.8, 
189,1/31/2017,31,--,N,0, ,380,R,5.5, ,55.7, ,25.1, ,38.4, ,95, ,36, ,70, ,29.4, ,2.7, ,65.3, ,38.2, 
189,2/1/2017,32,--,N,0, ,349, ,5.9, ,55.6, ,23.8, ,39.6, ,96, ,44, ,72, ,31.1, ,3.6, ,85.5, ,38.6, 
189,2/2/2017,33,--,N,0, ,343, ,5.2, ,61.1, ,34.1, ,50.1, ,75, ,27, ,42, ,28.1, ,5.4, ,129.8, ,39.8, 
189,2/3/2017,34,--,N,0, ,303, ,6.8, ,64.1, ,34.3, ,50.8, ,83, ,33, ,53, ,34.5, ,9.2, ,221.2, ,41.5, 
189,2/4/2017,35,--,N,0, ,366, ,6.6, ,59.7, ,27.8, ,44, ,92, ,42, ,68, ,34, ,3.4, ,82.2, ,42.2, 
189,2/5/2017,36,--,N,0, ,279, ,6.4, ,59.4, ,26.7, ,44.6, ,95, ,38, ,64, ,33.2, ,7.7, ,184.2, ,42.1, 
189,2/6/2017,37,--,N,0.04, ,174, ,7.4,Y,67.7, ,43.5, ,53, ,94, ,22, ,54,Y,36.6,Y,12, ,287.2, ,43.1, 
189,2/7/2017,38,--,N,0, ,195, ,8.9,R,66.5, ,43.8,Y,53.2, ,89, ,39, ,--,R,--,I,7.6, ,181.5, ,44.4, 
189,2/8/2017,39,--,N,0, ,341, ,9.4,R,67.9, ,32.9, ,50.5, ,97, ,48, ,--,R,--,I,4, ,95.2, ,45.3, 
189,2/9/2017,40,--,N,0, ,427,R,6.6, ,78.4,Y,42.9, ,63.4,R,90, ,12, ,--,R,--,I,14.5, ,347.1, ,46.2, 
189,2/10/2017,41,--,N,0, ,145, ,7.5,Y,66.4, ,48.6,Y,59,Y,69, ,21, ,44,Y,37.1,Y,13.6, ,325.4, ,47.6,Y
189,2/11/2017,42,--,N,0, ,273, ,7.3, ,56.1, ,39.3, ,48.9, ,87, ,40, ,62, ,36.4, ,13.8, ,331.5, ,47.5, 
189,2/12/2017,43,--,N,0, ,418,R,5.3, ,59.7, ,43.4, ,50.7, ,61, ,27, ,42, ,28.7, ,17.2, ,413.9, ,46.5, 
189,2/13/2017,44,--,N,0, ,414,R,4.7, ,66.5, ,34.4, ,48.4, ,75, ,18, ,41, ,25.8, ,4.7, ,113.3, ,45.9, 
189,2/14/2017,45,--,N,0, ,428,R,5.2, ,69, ,32.9, ,51, ,60, ,18, ,41, ,28.1, ,4.9, ,116.4, ,45.9, 
189,2/15/2017,46,--,N,0.02,H,411, ,4.6, ,67.7, ,23.9, ,46, ,80, ,20, ,43, ,24.9, ,3.9, ,94.7, ,45.6, 
189,2/16/2017,47,--,N,0, ,239, ,5.8, ,68.5, ,33.7, ,53.5, ,60, ,22, ,42, ,30.8, ,7.1, ,169.9, ,45.5, 
189,2/17/2017,48,--,N,1.02, ,65, ,8.4,Y,53.9, ,40.6, ,44.5, ,97, ,54, ,84,Y,40.2,Y,11.8, ,284.3, ,46.3, 
189,2/18/2017,49,--,N,0.06, ,295, ,8.3,Y,54.4, ,37.4, ,44.3, ,96, ,57, ,84,Y,39.8,Y,4.3, ,103.7, ,45.8, 
189,2/19/2017,50,--,N,0, ,418, ,8.4,Y,61.1, ,34.8, ,47.3, ,96, ,56, ,76,Y,40.1,Y,4.5, ,108.2, ,45.8, 
189,2/20/2017,51,--,N,0.05, ,352, ,8.2,Y,66, ,40.9, ,51.3, ,90, ,31, ,63,Y,39.3,Y,10.1, ,242.4, ,46.5, 
189,2/21/2017,52,--,N,0, ,415, ,6.8, ,65.5, ,47.3,Y,54.6, ,72, ,30, ,47, ,34.6, ,14.6, ,349.2, ,47.1, 
189,2/22/2017,53,--,N,0, ,434, ,3.5, ,59.1, ,32.2, ,48.1, ,55, ,16, ,31, ,18.9, ,9.4, ,224.5, ,46.8, 
189,2/23/2017,54,--,N,0, ,491,R,2.5, ,48.5, ,29.3, ,38.6, ,49, ,14, ,31, ,10.6, ,5.8, ,139.3, ,44.7, 
189,2/24/2017,55,--,N,0, ,484,R,3.5, ,50.6, ,25, ,37.1, ,73, ,27, ,46, ,18.5, ,5.3, ,127.8, ,43, 
189,2/25/2017,56,--,N,0, ,417, ,4, ,51.3, ,19.7, ,36.7, ,89, ,31, ,54, ,21.7, ,3.3, ,79.8, ,42.2, 
189,2/26/2017,57,--,N,0, ,485,R,4.2, ,54.3, ,24.5, ,41.2, ,77, ,30, ,48, ,22.9, ,8.7, ,208.2, ,41.7, 
189,2/27/2017,58,--,N,0, ,454, ,3.3, ,59.3, ,34.4, ,47.6, ,58, ,17, ,30, ,17.6, ,12.2, ,292.3, ,42.4, 
189,2/28/2017,59,--,N,0, ,500,R,3.9, ,54.6, ,26.9, ,41.3, ,70, ,22, ,44, ,21.2, ,4.6, ,109.3, ,42.6, 
189,3/1/2017,60,--,N,0, ,507,R,4, ,59.1, ,25, ,40.6, ,86, ,18, ,47, ,21.9, ,3.8, ,92.3, ,42.1, 
189,3/2/2017,61,--,N,0, ,511,R,4.2, ,63.4, ,23.5, ,42.6, ,81, ,16, ,45, ,23, ,3.4, ,82, ,41.8, 
189,3/3/2017,62,--,N,0, ,496,R,3.7, ,69.5, ,21.6, ,47.2, ,85, ,11, ,33, ,19.9, ,5.4, ,130.4, ,41.7, 
189,3/4/2017,63,--,N,0, ,525,R,2.8, ,71.4, ,30.9, ,55.5, ,58, ,7, ,19, ,13.8, ,13, ,311.3, ,42.9, 
189,3/5/2017,64,--,N,0, ,388, ,2.9, ,59.6, ,24.8, ,46, ,37, ,15, ,28, ,14.6, ,15.6, ,373.7, ,44, 
189,3/6/2017,65,--,N,0, ,546,R,2.5, ,53.7, ,18.6, ,37.2, ,63, ,16, ,34, ,11.3, ,6.4, ,153.8, ,42.7, 
189,3/7/2017,66,--,N,0, ,521,R,3.8, ,63.1, ,21.2, ,41.8, ,76, ,17, ,42, ,20.5, ,4.1, ,99.3, ,42, 
189,3/8/2017,67,--,N,0, ,510,R,5.1, ,71.5, ,27.5, ,48.9, ,77, ,21, ,43, ,27.7, ,3.4, ,81.6, ,42.6, 
189,3/9/2017,68,--,N,0, ,534,R,5.6, ,74.8, ,29.4, ,52.2, ,83, ,17, ,42, ,29.9, ,4.1, ,97.7, ,43.7, 
189,3/10/2017,69,--,N,0, ,411, ,6.3, ,72.4, ,32.6, ,52.4, ,76, ,19, ,47, ,32.9, ,3.2, ,76.9, ,44.9, 
189,3/11/2017,70,--,N,0, ,533,R,6, ,77.2, ,39.1, ,56.7, ,64, ,15, ,38, ,31.5, ,3.8, ,90.1, ,45.9, 
189,3/12/2017,71,--,N,0, ,549,R,5.5, ,81, ,36.5, ,56.9, ,69, ,12, ,35, ,29.5, ,3.6, ,86.7, ,46.6, 
