205,1/1/2017,1,0.05, ,0, ,241, ,7, ,52.1, ,30.4, ,41.9, ,94, ,61, ,78, ,35.4, ,4.3, ,103.7, ,49.2, 
205,1/2/2017,2,0.02, ,0, ,91, ,7, ,50.6, ,38.4, ,44.4, ,87, ,55, ,70, ,35.4, ,3.5, ,84.8, ,49.3, 
205,1/3/2017,3,0.05, ,0.08, ,147, ,9, ,58.2, ,42.4, ,50.2, ,88, ,55, ,73, ,41.9, ,5, ,119, ,49.9, 
205,1/4/2017,4,0, ,0.69, ,44, ,12.2, ,58.8, ,48, ,52, ,95, ,77, ,92, ,49.8, ,3.5, ,83.9, ,51.4, 
205,1/5/2017,5,0.02, ,0, ,91, ,10.3, ,60.7, ,41.3, ,49.3, ,94, ,69, ,86, ,45.4, ,4.9, ,117, ,52.5, 
205,1/6/2017,6,0.04, ,0, ,207, ,6.6, ,48.5, ,31.5, ,41.4, ,89, ,61, ,75, ,34, ,2.9, ,69.3, ,51.2, 
205,1/7/2017,7,0, ,0.52, ,43, ,11.1, ,59.2, ,42.1, ,49.8, ,94, ,80, ,91, ,47.3, ,3.5, ,82.9, ,50.5, 
205,1/8/2017,8,0.09, ,0.63, ,196, ,13,Y,68.8, ,53.1,Y,59.5,Y,94, ,52, ,75,Y,51.6,Y,8.6,R,206,R,52.4, 
205,1/9/2017,9,0.06, ,0, ,157, ,11, ,61.9, ,51.5,Y,56.8, ,83, ,55, ,70, ,47, ,7.3,Y,174.8,Y,54.5, 
205,1/10/2017,10,0.04, ,0.15, ,96, ,11.7, ,59.5, ,51.8,Y,55.3, ,84, ,71, ,78, ,48.7, ,7.3,Y,175.3,Y,54.6, 
205,1/11/2017,11,0.05, ,0.02, ,185, ,10.5, ,59.5, ,47.9, ,53.4, ,90, ,58, ,75, ,45.8, ,5.5, ,131.7, ,54.9, 
205,1/12/2017,12,0.03, ,0.31, ,142, ,9.5, ,53.2, ,42.4, ,48, ,93, ,68, ,83, ,43.1, ,4.5, ,107.2, ,54.4, 
205,1/13/2017,13,0.06, ,0, ,255, ,7.7, ,56.9, ,36.1, ,44, ,93, ,58, ,79, ,37.9, ,4.1, ,97.7, ,53.3, 
205,1/14/2017,14,0.02, ,0, ,133, ,7.5, ,45.7, ,32.8, ,39.5, ,97, ,79, ,91, ,37, ,2.9, ,70.4, ,52.1, 
205,1/15/2017,15,0.03, ,0, ,149, ,7.4, ,48.4, ,33.4, ,41.9, ,90, ,68, ,82, ,36.7, ,4.1, ,97.4, ,51.4, 
205,1/16/2017,16,0.03, ,0, ,166, ,7.5, ,48.6, ,33.4, ,42, ,93, ,69, ,82, ,37, ,2.8, ,68.3, ,51.3, 
205,1/17/2017,17,0.05, ,0, ,237, ,7.5, ,53.6, ,30.8, ,41.2, ,94, ,68, ,85, ,37.2, ,3.1, ,74.1, ,50, 
205,1/18/2017,18,0.01, ,0.52, ,51, ,8.9, ,56.9, ,35.9, ,45.8, ,94, ,51, ,85, ,41.6, ,5.1, ,123.2, ,49.9, 
205,1/19/2017,19,0.05, ,0.02, ,170, ,9.5, ,59.1, ,43.2, ,50.7, ,89, ,55, ,76, ,43.3, ,5.3, ,126.4, ,50.8, 
205,1/20/2017,20,0.04, ,0.31, ,133, ,8.8, ,56.1, ,42.4, ,48.1, ,92, ,61, ,77, ,41.1, ,7.7,Y,185.3,Y,51.4, 
205,1/21/2017,21,0.05, ,0.06, ,191, ,8.1, ,56.1, ,37.3, ,46.9, ,88, ,53, ,74, ,39, ,3.9, ,92.9, ,51, 
