70,1/1/2017,1,0.05, ,0, ,229, ,8, ,55.9, ,32.3, ,43.7, ,100, ,57, ,83, ,38.9, ,4.2, ,101, ,47, 
70,1/2/2017,2,0.03, ,0.04, ,131, ,9.1, ,51.4, ,39.7, ,45.1, ,100, ,69, ,89, ,42.1, ,4.5, ,108.8, ,47.5, 
70,1/3/2017,3,0.01, ,0.53, ,57, ,10.9, ,51.5, ,43, ,47.3, ,100, ,80, ,98, ,46.8, ,7.7, ,184.9, ,48, 
70,1/4/2017,4,0, ,0.47, ,33, ,12.5, ,55.1, ,46.1, ,50.5, ,100, ,100, ,100, ,50.5, ,7.1, ,171.3, ,48.8, 
70,1/5/2017,5,0.06, ,0.03, ,256, ,7.8, ,49.3, ,32.2, ,43.7, ,100, ,49, ,81, ,38.2, ,4.5, ,108.4, ,49.2, 
70,1/6/2017,6,0.05, ,0, ,239, ,6.1, ,49.1, ,27.7, ,38.7, ,99, ,51, ,76, ,31.9, ,3, ,71.4, ,47.7, 
70,1/7/2017,7,0.01, ,0.74, ,77, ,12.6, ,57.3, ,41, ,50.2, ,100, ,99, ,100, ,50.7, ,9.4,Y,224.8,Y,47.6, 
70,1/8/2017,8,0, ,0.51, ,34, ,17,R,63.9, ,55.9,Y,59.6,Y,100, ,84, ,--,R,--,I,9.7,Y,233.7,Y,50.1, 
70,1/9/2017,9,0.02, ,0.17, ,103, ,13.3, ,59.5, ,50.4, ,55, ,100, ,73, ,90, ,52.1, ,5.2, ,124.9, ,51.3, 
70,1/10/2017,10,0, ,1.01, ,31, ,13.7, ,56, ,50.6, ,53, ,100, ,100, ,100, ,53, ,8.9,Y,213.7,Y,51.3, 
70,1/11/2017,11,0.03, ,0.07, ,151, ,11.5, ,56.7, ,43.8, ,51.1, ,100, ,68, ,90, ,48.3, ,4.3, ,102.8, ,51.4, 
70,1/12/2017,12,0.01, ,0.04, ,92, ,10.2, ,50, ,35, ,45, ,100, ,92, ,100, ,45, ,2.7, ,64.7, ,50.9, 
70,1/13/2017,13,0.05, ,0, ,229, ,8.2, ,54.5, ,33.1, ,42.1, ,100, ,56, ,90, ,39.4, ,3.4, ,82, ,49.8, 
70,1/14/2017,14,0.04, ,0, ,243, ,8.6, ,52.8, ,35.4, ,42.3, ,100, ,70, ,94, ,40.6, ,3, ,72.7, ,49.1, 
70,1/15/2017,15,0.01, ,0.01, ,107, ,7.5, ,49.6, ,29.9, ,37.7, ,100, ,83, ,98, ,37.3, ,2.3, ,54.5, ,48.4, 
70,1/16/2017,16,0.04, ,0, ,182, ,8, ,50.6, ,34.2, ,41.6, ,100, ,67, ,90, ,38.8, ,2.8, ,68.1, ,47.9, 
70,1/17/2017,17,0.03, ,0, ,178, ,8, ,48.7, ,30.2, ,38.6, ,100, ,88, ,100, ,38.7, ,2.7, ,64, ,47.4, 
70,1/18/2017,18,0, ,0.99, ,21, ,10.4, ,49, ,41.1, ,45.5, ,100, ,100, ,100, ,45.6, ,8.2, ,197.5, ,47.5, 
70,1/19/2017,19,0.05, ,0.03, ,206, ,11.2, ,59.3, ,43.7, ,50.1, ,100, ,64, ,91, ,47.5, ,4.6, ,109.8, ,48.1, 
70,1/20/2017,20,0.02, ,0.68, ,114, ,10.9, ,53.9, ,44.8, ,48.2, ,100, ,82, ,95, ,46.7, ,8.2, ,197.3, ,48.7, 
70,1/21/2017,21,0.04, ,0.12, ,168, ,10.8, ,54.4, ,43.7, ,48.7, ,100, ,74, ,93, ,46.6, ,6.7, ,161.3, ,48.6, 
70,1/22/2017,22,0.04, ,0.05, ,160, ,11.3, ,56.2, ,43.9, ,49.5, ,100, ,73, ,93, ,47.7, ,10.2,Y,244.6,Y,48.9, 
70,1/23/2017,23,0.04, ,0, ,193, ,9.6, ,55, ,39.3, ,46.1, ,100, ,66, ,90, ,43.4, ,3, ,71.6, ,49, 
70,1/24/2017,24,0.05, ,0, ,253, ,8.2, ,53.7, ,34.4, ,42.5, ,100, ,63, ,88, ,39.3, ,3.3, ,80, ,48.5, 
70,1/25/2017,25,0.06, ,0, ,304, ,8.1, ,58.3, ,30.9, ,43.4, ,100, ,52, ,85, ,39.2, ,2.6, ,62.8, ,47.7, 
70,1/26/2017,26,0.07, ,0, ,294, ,8.9, ,56, ,39, ,45.8, ,100, ,52, ,85, ,41.5, ,4.2, ,100.6, ,47.5, 
70,1/27/2017,27,0.06, ,0, ,312, ,7.2, ,59.2, ,29.6, ,42.4, ,100, ,40, ,78, ,36.2, ,2.3, ,55.3, ,47, 
70,1/28/2017,28,0.07, ,0, ,317, ,7.9, ,60.7, ,29, ,43.2, ,100, ,49, ,84, ,38.6, ,2.1, ,51.2, ,46.3, 
70,1/29/2017,29,0.06, ,0, ,281, ,8, ,61.8, ,30.1, ,42.8, ,100, ,49, ,85, ,38.7, ,1.9, ,46.7, ,46, 
