224,1/1/2017,1,--,N,0, ,143, ,6.5, ,50.4, ,29.3, ,40.6, ,97, ,41, ,75, ,33.4, ,4.2, ,101, ,42.4, 
224,1/2/2017,2,--,N,0.12, ,55, ,6.6, ,40,Y,27.3, ,35.7, ,98, ,80, ,93, ,33.9, ,2.5, ,59.3, ,41.3, 
224,1/3/2017,3,--,N,1.77, ,20, ,7.9, ,42.6, ,37.5, ,40.1, ,96, ,88, ,94, ,38.6, ,2.7, ,65.9, ,41.8, 
224,1/4/2017,4,--,N,0.21, ,108, ,7.2, ,50.1, ,29.5, ,42.4, ,97, ,43, ,79, ,36.2, ,4, ,95, ,42.6, 
224,1/5/2017,5,--,N,0, ,46, ,3.3, ,45.4, ,32, ,37.2, ,73, ,33, ,43, ,17, ,5.7, ,135.8, ,40.9, 
224,1/6/2017,6,--,N,0, ,197, ,3.9, ,48.7, ,30.2, ,37.9, ,81, ,28, ,50, ,20.9, ,3.7, ,88.2, ,39.4, 
224,1/7/2017,7,--,N,1.16,H,32, ,7.1, ,40.5, ,32, ,36.9, ,97, ,83, ,96, ,35.8, ,1.9, ,46.3, ,39.6, 
224,1/8/2017,8,--,N,2.94, ,10, ,11.5, ,58.5, ,40.1, ,49.4, ,97, ,87, ,96, ,48.2, ,6.9, ,165, ,41.2, 
224,1/9/2017,9,--,N,0.11, ,50, ,8.7, ,54, ,39.4, ,48.1, ,89, ,61, ,76, ,41, ,5.9, ,142, ,44.7, 
224,1/10/2017,10,--,N,1.73, ,13, ,10.9, ,52.5, ,45.4, ,49.4, ,95, ,86, ,91, ,46.9, ,8.9, ,213.9, ,45.2, 
224,1/11/2017,11,--,N,0.48, ,151, ,8.2, ,55.1, ,37.2, ,44.7, ,95, ,50, ,81, ,39.3, ,3.1, ,74.4, ,45.7, 
224,1/12/2017,12,--,N,0.02, ,159, ,6.7, ,53.5, ,35.3, ,45.1, ,95, ,44, ,66, ,34.3, ,4.7, ,112.5, ,44.8, 
224,1/13/2017,13,--,N,0, ,223, ,4.8, ,58.6, ,42.6, ,49.4, ,49, ,31, ,40, ,26, ,6.7, ,160.2, ,43.8, 
224,1/14/2017,14,--,N,0, ,226, ,5.5, ,58.9, ,35.2, ,47.6, ,86, ,33, ,49, ,29.3, ,4.6, ,109.2, ,43.5, 
224,1/15/2017,15,--,N,0, ,227, ,5.5, ,62.9, ,30.5, ,49.3, ,89, ,31, ,46, ,29.2, ,5, ,118.9, ,43.1, 
224,1/16/2017,16,--,N,0, ,222, ,5.1, ,65.9, ,32.5, ,51.4, ,95, ,20, ,40, ,27.7, ,4.9, ,118.6, ,43.6, 
224,1/17/2017,17,--,N,0.04, ,126, ,7.8, ,51.5, ,32.9, ,43.4, ,96, ,60, ,82, ,38.2, ,2.1, ,51.5, ,44.1, 
224,1/18/2017,18,--,N,2.01, ,9, ,9, ,46.4, ,42.3, ,44.2, ,96, ,85, ,92, ,41.9, ,7.2, ,173.3, ,44.7, 
224,1/19/2017,19,--,N,0.41, ,113, ,9.4, ,51.8, ,43.4, ,46.3, ,96, ,74, ,88, ,42.9, ,4.4, ,104.9, ,45.2, 
224,1/20/2017,20,--,N,3.56, ,22, ,8.6, ,46.3, ,40, ,43, ,96, ,83, ,91, ,40.6, ,5.4, ,130.6, ,45.4, 
224,1/21/2017,21,--,N,1.01, ,43, ,9, ,49.6, ,42.8, ,45.3, ,92, ,80, ,88, ,41.9, ,7.1, ,170.5, ,44.4, 
224,1/22/2017,22,--,N,1, ,67, ,8.6, ,49.9, ,40, ,45.4, ,94, ,65, ,83, ,40.6, ,6.4, ,154.8, ,44.9, 
224,1/23/2017,23,--,N,0.06, ,108, ,8, ,49, ,39.3, ,43, ,96, ,66, ,85, ,38.7, ,3.3, ,79.2, ,44.9, 
224,1/24/2017,24,--,N,0.01, ,247, ,6.9, ,55.2, ,31.8, ,42, ,97, ,41, ,76, ,35.1, ,2.5, ,60, ,44.9, 
224,1/25/2017,25,--,N,0, ,105, ,6.8, ,46.4, ,32.4, ,38.9, ,97, ,60, ,85, ,34.7, ,1.8, ,44.1, ,44.1, 
224,1/26/2017,26,--,N,0, ,251, ,6.6, ,58, ,31.2, ,43.7, ,97, ,40, ,69, ,34.1, ,3.5, ,84.1, ,43.8, 
224,1/27/2017,27,--,N,0, ,255, ,5.7, ,62.1, ,33.3, ,47.3, ,90, ,27, ,52, ,30.4, ,4.7, ,112.3, ,44, 
224,1/28/2017,28,--,N,0, ,242, ,6.3, ,65.2, ,27.9, ,42.4, ,96, ,29, ,68, ,32.6, ,2.1, ,49.9, ,43.7, 
224,1/29/2017,29,--,N,0, ,210, ,6.4, ,66.5, ,28, ,42.6, ,97, ,27, ,68, ,33, ,2.1, ,49.7, ,43.6, 
224,1/30/2017,30,--,N,0, ,270, ,6.1, ,66.2, ,27.3, ,42.6, ,97, ,27, ,66, ,32, ,2.1, ,51.4, ,43.8, 
224,1/31/2017,31,--,N,0, ,94, ,7.6, ,54.7, ,31.1, ,42.3, ,96, ,57, ,82, ,37.3, ,1.8, ,42.7, ,43.8, 
