54,1/1/2017,1,0.06, ,0, ,263, ,6.8, ,50.7, ,30.1, ,40.2, ,96, ,65, ,80, ,34.6, ,5.5, ,132.1, ,49.4, 
54,1/2/2017,2,0.03, ,0, ,117, ,7.2, ,51.5, ,39, ,44.3, ,82, ,57, ,73, ,36.1, ,4.8, ,114.7, ,49.4, 
54,1/3/2017,3,0.05, ,0, ,175, ,8.2, ,55.8, ,39.6, ,49.1, ,87, ,52, ,69, ,39.5, ,4.4, ,106.4, ,50, 
54,1/4/2017,4,0.02, ,0.11, ,92, ,10.1, ,55.9, ,36, ,48.6, ,100, ,68, ,87, ,44.8, ,5.1, ,122.6, ,51.3, 
54,1/5/2017,5,0.01, ,0.02, ,84, ,8.9, ,51.3, ,40.2, ,44.7, ,99, ,67, ,89, ,41.5, ,5.2, ,125.1, ,52.8, 
54,1/6/2017,6,0.05, ,0, ,267, ,6.3, ,47.5, ,28.6, ,40.1, ,91, ,62, ,75, ,32.7, ,3.2, ,75.8, ,52.2, 
54,1/7/2017,7,0.01, ,0.29, ,77, ,9.3, ,56, ,38.8, ,44.4, ,100, ,76, ,93, ,42.5, ,3.6, ,86.3, ,51.9, 
54,1/8/2017,8,0.08, ,0.58, ,234, ,9.9, ,67, ,38.4, ,52.7, ,100, ,41, ,73, ,44.3, ,5.4, ,129, ,53.3, 
54,1/9/2017,9,0.06, ,0, ,172, ,10.5, ,57.6, ,48.6, ,53, ,95, ,60, ,77, ,45.8, ,7.1,Y,169.8,Y,54.9, 
54,1/10/2017,10,0.06, ,0.05, ,141, ,10.5, ,58.6, ,49.4, ,54.1, ,80, ,66, ,73, ,45.8, ,7.8,Y,187.8,Y,55, 
54,1/11/2017,11,0.05, ,0.03, ,184, ,10.4, ,57.8, ,47.7, ,52.2, ,92, ,61, ,78, ,45.5, ,8.6,R,207.2,R,55.1, 
54,1/12/2017,12,0.05, ,0.2, ,191, ,8.7, ,53.9, ,36.9, ,47.5, ,91, ,61, ,78, ,40.9, ,6.5, ,156.6, ,54.9, 
54,1/13/2017,13,0.03, ,0, ,164, ,7.3, ,46.4, ,32.6, ,39.3, ,97, ,80, ,89, ,36.4, ,4.3, ,103.9, ,53.6, 
54,1/14/2017,14,0.05,H,0, ,105, ,2.5,Y,33.5,Y,--,S,--,S,100,H,97,H,--,Q,--,Q,3, ,72.2, ,52.4, 
54,1/15/2017,15,0.05,H,0, ,146, ,3.3, ,--,S,15.5,Y,--,S,100,H,79,H,--,Q,--,Q,3.4, ,82.3, ,51.9, 
54,1/16/2017,16,0.05,R,0, ,172, ,3,Y,--,S,11.8,R,--,S,94,H,82,H,--,Q,--,Q,3.3, ,78.1, ,51.7, 
54,1/17/2017,17,0.04,R,0, ,263, ,3.4, ,32.8,R,10.5,R,--,S,96,H,65,H,--,Q,--,Q,3, ,73, ,50.7, 
54,1/18/2017,18,0.02,R,0.24, ,76, ,3.7, ,30.5,R,16.1,Y,23.2,R,100,H,65,H,--,R,--,I,5.5, ,131.9, ,50.6, 
54,1/19/2017,19,0.03,R,0.06,H,210, ,4.2, ,33,R,23, ,27.9,Y,92, ,64, ,81,Y,22.9,Y,7.1,Y,170.7,Y,51.1, 
54,1/20/2017,20,0.02,R,0.09,H,111, ,4.2, ,34,R,25.6, ,28.8,Y,94, ,70, ,79,Y,23.1,Y,10.5,R,251.9,R,51.5, 
54,1/21/2017,21,0.04,R,0.05,H,233, ,5.1, ,45.1, ,27.6, ,34,Y,88, ,57, ,77,Y,27.4,Y,4.5, ,108.3, ,51, 
