44,1/1/2017,1,0.03, ,0, ,154, ,8.4, ,53.7, ,41.5, ,47.8, ,87, ,57, ,74, ,39.9, ,2.5, ,59.5, ,52.2, 
44,1/2/2017,2,0.02, ,0, ,103, ,9, ,54.2, ,45.1, ,49.6, ,82, ,65, ,75, ,41.9, ,2.9, ,69.8, ,52, 
44,1/3/2017,3,0.02, ,0, ,134, ,8.7, ,55.5, ,42.3, ,47.8, ,86, ,59, ,77, ,40.8, ,2.3, ,54.8, ,51.6, 
44,1/4/2017,4,0.04, ,0, ,193, ,9.2, ,59.4, ,40, ,50.8, ,85, ,57, ,73, ,42.5, ,2.3, ,55.1, ,51.4, 
44,1/5/2017,5,0.01, ,0.13, ,89, ,12.2,Y,60.6, ,51.9, ,55.2, ,86, ,73, ,82,Y,49.8,Y,3, ,72.2, ,53.3, 
44,1/6/2017,6,0.06, ,0, ,247, ,8.7, ,62.4, ,44.4, ,53, ,86, ,39, ,63, ,40.9, ,3.1, ,73.8, ,54, 
44,1/7/2017,7,0.05, ,0.01, ,164, ,8.4, ,66.8, ,44.5, ,54.2, ,75, ,42, ,59, ,40.1, ,2.3, ,54.5, ,53.5, 
44,1/8/2017,8,0.08, ,0, ,244, ,9.1, ,75.5, ,48.3, ,60.4, ,69, ,31, ,51, ,42, ,2.6, ,62.8, ,54.2, 
44,1/9/2017,9,0.01, ,0.52, ,86, ,11.8, ,60.5, ,51.4, ,55.1, ,86, ,62, ,80, ,49, ,2.9, ,69.6, ,55.2, 
44,1/10/2017,10,0.01, ,0.03, ,82, ,11.2, ,55.3, ,47.1, ,52, ,87, ,76, ,84, ,47.4, ,2.5, ,59.8, ,54.5, 
44,1/11/2017,11,0.03, ,0.14, ,133, ,11.2, ,62.2, ,48.2, ,54.4, ,86, ,58, ,78, ,47.5, ,3.8, ,92.2, ,54.9, 
44,1/12/2017,12,0.01, ,0.56, ,47, ,10.3, ,54.4, ,48.7, ,51.1, ,85, ,71, ,81, ,45.4, ,3.9, ,93.9, ,54.2, 
44,1/13/2017,13,0.03, ,0.08, ,141, ,9.4, ,57.9, ,46.4, ,51.3, ,86, ,55, ,73, ,42.9, ,2.5, ,59.2, ,53.8, 
44,1/14/2017,14,0.11, ,0, ,275, ,7.7, ,65, ,43.3, ,55.9, ,83, ,36, ,51, ,37.9, ,6.5, ,156, ,53.5, 
44,1/15/2017,15,0.05, ,0, ,220, ,9.5, ,61.2, ,44.4, ,53, ,82, ,55, ,69, ,43.2, ,3, ,73, ,53.3, 
44,1/16/2017,16,0.1, ,0, ,276, ,7.3, ,65.9, ,45, ,54, ,86, ,18, ,52, ,36.6, ,4.3, ,102.7, ,53.9, 
44,1/17/2017,17,0.08, ,0, ,286, ,5.8, ,67.3, ,39.6, ,51.4, ,74, ,17, ,45, ,30.7, ,3.1, ,75.1, ,52.5, 
44,1/18/2017,18,0.06, ,0, ,239, ,8.1, ,60, ,38.9, ,49.6, ,79, ,44, ,67, ,39, ,3, ,72.4, ,52, 
44,1/19/2017,19,0.05, ,0.44, ,199, ,9.7, ,60.4, ,48.6, ,52.5, ,83, ,51, ,72, ,43.8, ,4.3, ,103.2, ,52.9, 
44,1/20/2017,20,0.01, ,0.93, ,61, ,9.9, ,54.4, ,47.7, ,49.8, ,86, ,72, ,81, ,44.3, ,5, ,120.2, ,52.9, 
44,1/21/2017,21,0.05, ,0, ,220, ,8.2, ,58.1, ,43.5, ,49.7, ,79, ,46, ,67, ,39.3, ,3.1, ,75.6, ,52.3, 
44,1/22/2017,22,0.01, ,1.24, ,44, ,10, ,53.7, ,47.6, ,49.9, ,86, ,75, ,82, ,44.5, ,4.2, ,100.7, ,52.1, 
44,1/23/2017,23,0.02, ,0.46, ,139, ,8.8, ,51.9, ,44.3, ,47.2, ,85, ,67, ,79, ,41.2, ,3.4, ,81.6, ,51.7, 
44,1/24/2017,24,0.05, ,0, ,222, ,7.2, ,53, ,38, ,45.3, ,84, ,49, ,70, ,36.2, ,2.6, ,63.5, ,51.1, 
44,1/25/2017,25,0.07, ,0, ,302, ,6.3, ,58.1, ,35.3, ,45.4, ,86, ,32, ,61, ,32.8, ,2.7, ,63.8, ,50.5, 
44,1/26/2017,26,0.1, ,0, ,307, ,5.2, ,59.6, ,37.5, ,48.8, ,82, ,28, ,44, ,28.1, ,5.2, ,125.1, ,49.9, 
44,1/27/2017,27,0.14, ,0, ,314, ,3.3, ,58.7, ,40.4, ,51, ,48, ,17, ,26, ,17.3, ,8.3,Y,200,Y,49.1, 
44,1/28/2017,28,0.13, ,0, ,324, ,3.2, ,69.9, ,39.6, ,57.9, ,44, ,13, ,20, ,16.7, ,4.8, ,114.9, ,48.8, 
44,1/29/2017,29,0.14, ,0, ,323, ,3.8, ,74.4, ,47.4, ,62.4, ,37, ,14, ,20, ,20.6, ,4.8, ,114.5, ,49.8, 
