146,1/1/2017,1,0.05,R,0, ,243, ,7.9, ,56.2, ,32.5, ,44.3, ,99, ,61, ,80, ,38.4, ,1.3, ,32.1, ,46.1, 
146,1/2/2017,2,0.02,R,0, ,105, ,8.2, ,53.7, ,42.6, ,47.6, ,86, ,61, ,73, ,39.3, ,1, ,24.9, ,47.2, 
146,1/3/2017,3,0.04,R,0, ,171, ,8.9, ,61.1, ,40.3, ,50.2, ,94, ,46, ,72, ,41.6, ,1.9, ,45.6, ,47.8, 
146,1/4/2017,4,0.01,R,0.06, ,108, ,13,Y,59.2, ,32, ,55.5,Y,94, ,64, ,86,Y,51.6,Y,1, ,24.9, ,50.3, 
146,1/5/2017,5,0.01,R,0.09, ,71, ,11.7, ,56.8, ,44.5, ,51.9, ,96, ,70, ,88, ,48.6, ,1.1, ,25.9, ,51.6, 
146,1/6/2017,6,0.05,R,0, ,257, ,7.3, ,55.9, ,34.4, ,44.3, ,91, ,52, ,74, ,36.4, ,1.3, ,32.3, ,49.7, 
146,1/7/2017,7,0.01,R,0.17, ,78, ,11.6, ,56.6, ,44.5, ,50.9, ,95, ,81, ,91, ,48.5, ,1.1, ,26.3, ,49.9, 
146,1/8/2017,8,0.06, ,0.36, ,172, ,12.4,Y,78.4,Y,49.7,Y,62.8,R,96,H,29,H,--,R,--,I,3, ,72.8, ,52.3, 
146,1/9/2017,9,0.05,R,0, ,162, ,12.1, ,64.2, ,51.4,Y,59.2,Y,91, ,51, ,70,Y,49.6,Y,2.2, ,53.5, ,54.4, 
146,1/10/2017,10,0.03,R,0, ,112, ,11.7, ,64.6, ,50.3,Y,57.7,Y,91, ,57, ,72,Y,48.6,Y,1.2, ,27.8, ,53.9, 
146,1/11/2017,11,0.04,R,0.02, ,154, ,10.9, ,65, ,51.5,Y,58.2,Y,90, ,46, ,66,Y,46.8,Y,1.4, ,32.8, ,54, 
146,1/12/2017,12,0.02,R,0.07, ,117, ,10.6, ,59.9, ,43.2, ,51.3, ,94, ,56, ,82, ,46.1, ,1.4, ,33.6, ,53.5, 
146,1/13/2017,13,0.02,R,0, ,113, ,8.7, ,50.9, ,36, ,44.3, ,97, ,78, ,88, ,40.8, ,1.2, ,28.8, ,51.3, 
146,1/14/2017,14,0.01,R,0, ,68, ,8.5, ,47.5, ,35.8, ,43.5, ,98, ,78, ,89, ,40.4, ,1, ,25.1, ,49, 
146,1/15/2017,15,0,R,0, ,53, ,8, ,46.8, ,41, ,44.1, ,94, ,73, ,81, ,38.7, ,1, ,24.8, ,48.7, 
146,1/16/2017,16,0.03,R,0, ,156, ,7.4, ,53.2, ,31.9, ,43.4, ,96, ,61, ,77, ,36.8, ,1.3, ,31.9, ,48.7, 
146,1/17/2017,17,0.05,R,0, ,230, ,7.7, ,59, ,29.6, ,42.8, ,99, ,56, ,82, ,37.8, ,1.5, ,36.2, ,47.1, 
146,1/18/2017,18,0.01,R,0.15, ,73, ,9.5, ,58.5, ,36.4, ,46.9, ,97, ,56, ,87, ,43.1, ,1.1, ,27.5, ,47.3, 
146,1/19/2017,19,0.04,R,0.03, ,176, ,10.1, ,61.7, ,43.1, ,52.5, ,96, ,52, ,75, ,44.8, ,1.6, ,39.1, ,48.9, 
