184,1/1/2019,1,0.11, ,0.03,H,297, ,4.2, ,58.6, ,41.4, ,49.3, ,80, ,17, ,35, ,22.8, ,5.9, ,140.5, ,53.7, 
184,1/2/2019,2,0.08, ,0, ,287, ,4.3, ,60.9, ,35.6, ,48.7, ,55, ,16, ,37, ,23.4, ,3.4, ,82.8, ,51.4, 
184,1/3/2019,3,0.08, ,0, ,299, ,4.9, ,62.4, ,39.4, ,50.5, ,67, ,18, ,39, ,26.5, ,3.3, ,78.8, ,51.1, 
184,1/4/2019,4,0.07, ,0, ,294, ,6.7, ,64.2, ,39.4, ,52, ,73, ,25, ,50, ,34.1, ,2.6, ,62.1, ,51.2, 
184,1/5/2019,5,0.03, ,0.12, ,75, ,9.5, ,59.2, ,48.5, ,53.1, ,96, ,43, ,69, ,43.1, ,3.4, ,80.4, ,52.1, 
184,1/6/2019,6,0.04, ,0.11,H,191, ,11.8, ,62, ,48.7, ,54.2, ,98, ,59, ,82, ,49, ,3.3, ,79.4, ,53.4, 
184,1/7/2019,7,0.07, ,0.02, ,277, ,10.1, ,65.1, ,44.2, ,54.6, ,91, ,44, ,69, ,44.7, ,3.6, ,86.9, ,53.5, 
184,1/8/2019,8,0.07, ,0.01, ,262, ,10.4, ,70.3, ,49.2, ,58.3, ,88, ,40, ,63, ,45.6, ,2.8, ,68.1, ,54.2, 
184,1/9/2019,9,0.07, ,0, ,287, ,12.8, ,65.8, ,47.6, ,56.2, ,93, ,66, ,83, ,51.1, ,3.6, ,85.4, ,55.1, 
184,1/10/2019,10,0.06, ,0, ,260, ,13.1, ,63.8, ,50.8, ,56.1, ,96, ,69, ,85, ,51.8, ,3.8, ,91.1, ,55.7, 
184,1/11/2019,11,0.04, ,0, ,195, ,13, ,60.2, ,47.4, ,54.4, ,100, ,78, ,90, ,51.4, ,3.1, ,74.1, ,56.2, 
184,1/12/2019,12,0.04, ,0.48, ,188, ,12.9, ,61.8, ,48.3, ,55.2, ,96, ,69, ,87, ,51.3, ,3, ,72, ,56.9, 
184,1/13/2019,13,0.04, ,0, ,166, ,11, ,60.2, ,46.7, ,53.4, ,94, ,67, ,79, ,47.1, ,3, ,70.8, ,56, 
184,1/14/2019,14,0.01, ,0.5, ,43, ,11.9, ,58.7, ,51.5, ,54.7, ,97, ,60, ,81, ,49.1, ,3.5, ,84.3, ,55.2, 
184,1/15/2019,15,0.04, ,0.27, ,154, ,13.7, ,62.5, ,53.7, ,57, ,97, ,68, ,86, ,52.9, ,3.7, ,88.8, ,55.7, 
184,1/16/2019,16,0.05, ,0.13, ,183, ,14.3, ,69.3, ,56, ,60.7, ,97, ,56, ,79, ,54.1, ,3.2, ,78, ,57.2, 
184,1/17/2019,17,0.01, ,0.28, ,58, ,15.8, ,61.5, ,56.9, ,59.2, ,100, ,80, ,92, ,56.9, ,3.5, ,83.1, ,58.4, 
184,1/18/2019,18,0.05, ,0.01, ,231, ,15.2, ,64.3, ,54.2, ,58.6, ,100, ,78, ,91, ,55.9, ,3.5, ,84.2, ,58.9, 
184,1/19/2019,19,0.1, ,0, ,314, ,11.8, ,72.4, ,48.7, ,60.6, ,98, ,42, ,65, ,48.9, ,3.3, ,78.1, ,58.5, 
184,1/20/2019,20,0.07, ,0, ,246, ,12.2, ,73.7, ,52.9, ,60.8, ,97, ,37, ,67, ,49.8, ,2.7, ,65.8, ,58.3, 
184,1/21/2019,21,0.09, ,0.02, ,319, ,10.8, ,61.4, ,49.6, ,56.5, ,97, ,46, ,69, ,46.5, ,6,Y,142.8,Y,58.5, 
