117,1/1/2019,1,0.08, ,0, ,311, ,1.8, ,42.6,Y,26, ,35, ,37, ,18, ,27, ,4.1, ,5.9, ,140.8, ,44.3, 
117,1/2/2019,2,0.06, ,0, ,307, ,2.1, ,49.9, ,23.5, ,36.2, ,50, ,14, ,29, ,6.8, ,3.2, ,77, ,43.4, 
117,1/3/2019,3,0.06, ,0, ,311, ,3, ,55.3, ,23.1, ,37.8, ,67, ,21, ,38, ,14.7, ,2.2, ,52.5, ,43.4, 
117,1/4/2019,4,0.06, ,0, ,313, ,3.4, ,56.7, ,23.2, ,39.3, ,75, ,21, ,42, ,18.1, ,2.2, ,54, ,43.5, 
117,1/5/2019,5,0.06, ,0.01, ,116, ,4.8, ,54.8, ,32.7, ,43.4, ,81, ,19, ,50, ,26.3, ,6.5, ,156.4, ,43.9, 
117,1/6/2019,6,0.07, ,0.01, ,280, ,7.4, ,53.7, ,38.9, ,45.4, ,90, ,52, ,72, ,36.8, ,8.6, ,206.3, ,44.9, 
117,1/7/2019,7,0.07, ,0, ,299, ,8.1, ,61.6, ,43.2, ,49.4, ,79, ,47, ,67, ,39, ,7.4, ,178.8, ,45.8, 
117,1/8/2019,8,0.08, ,0, ,288, ,7.5, ,57.8, ,35.4, ,47.5, ,95, ,46, ,67, ,37.3, ,5.4, ,129.6, ,46.4, 
117,1/9/2019,9,0.07, ,0, ,314, ,6.9, ,64.5, ,33.6, ,48.3, ,92, ,23, ,60, ,35, ,3, ,72.2, ,46.8, 
117,1/10/2019,10,0.07, ,0, ,318, ,6.8, ,61.9, ,34.3, ,46.5, ,86, ,41, ,63, ,34.7, ,2.5, ,61, ,46.9, 
117,1/11/2019,11,0.06, ,0, ,217, ,5.9, ,58.3, ,29.2, ,45.2, ,90, ,39, ,57, ,31.1, ,4.2, ,101.3, ,46.3, 
117,1/12/2019,12,0.05, ,0, ,203, ,7.9, ,54.1, ,42.1, ,46.2, ,88, ,58, ,74, ,38.4, ,4, ,95.6, ,46.7, 
117,1/13/2019,13,0.06, ,0, ,253, ,7.1, ,54, ,33, ,44.2, ,97, ,47, ,72, ,35.9, ,5.1, ,123.4, ,48, 
117,1/14/2019,14,0.01, ,0.41, ,82, ,8.1, ,50.5, ,40.8, ,44, ,98, ,62, ,83, ,39.1, ,3.8, ,90.1, ,47.7, 
117,1/15/2019,15,0.04, ,0.01, ,178, ,8.2, ,51.5, ,39.3, ,44.9, ,100, ,61, ,81, ,39.4, ,5.7, ,135.9, ,47.2, 
117,1/16/2019,16,0.07, ,0.21, ,268, ,10.7, ,59.6, ,41.6, ,52, ,95, ,65, ,81, ,46.3, ,7.3, ,174.1, ,47.8, 
117,1/17/2019,17,0.03, ,0.25, ,89, ,11.6,Y,58.3, ,49.8,Y,53.8, ,90, ,74, ,82,Y,48.4,Y,9, ,214.8, ,49, 
117,1/18/2019,18,0.06, ,0, ,263, ,9.2, ,59, ,41, ,50, ,92, ,57, ,75, ,42.4, ,3.7, ,89.1, ,49, 
117,1/19/2019,19,0.07, ,0, ,338, ,8.2, ,62.4, ,35.5, ,48, ,96, ,47, ,72, ,39.3, ,2.7, ,64.7, ,48.5, 
117,1/20/2019,20,0.08, ,0, ,274, ,8.3, ,66.2, ,36.2, ,50.9, ,94, ,38, ,65, ,39.6, ,5.5, ,132.4, ,48.9, 
