143,1/1/2019,1,0.06, ,0, ,260, ,4.6, ,55.5, ,26, ,38.7, ,82, ,28, ,57, ,24.9, ,3, ,71, ,47.2, 
143,1/2/2019,2,0.05, ,0, ,254, ,5.1, ,60, ,24.9, ,38.3, ,91, ,28, ,64, ,27.3, ,2.5, ,59.6, ,46.3, 
143,1/3/2019,3,0.05, ,0, ,243, ,6, ,60.5, ,26.1, ,40.4, ,93, ,38, ,70, ,31.5, ,2.6, ,63.6, ,46.3, 
143,1/4/2019,4,0.05, ,0, ,247, ,7.5, ,59.1, ,28.7, ,41.6, ,98, ,52, ,84, ,37.3, ,3.1, ,74.1, ,46.5, 
143,1/5/2019,5,0.02, ,0, ,74, ,9.8, ,56.8, ,35.9, ,48.1, ,99, ,67, ,86, ,44, ,4.1, ,98.7, ,47.4, 
143,1/6/2019,6,0.01, ,0.02, ,68, ,11, ,59.3, ,37.9, ,49.5, ,99, ,81, ,91, ,47.1, ,5.4,Y,128.4,Y,48.1, 
143,1/7/2019,7,0.04, ,0, ,185, ,12.5, ,61.4, ,45.1, ,53.6, ,97, ,74, ,89, ,50.4, ,3.6, ,87.1, ,50.6, 
143,1/8/2019,8,0.04, ,0, ,139, ,12.3, ,63.7, ,46.1, ,54.6, ,99, ,64, ,84, ,49.9, ,3.9, ,93.9, ,51.7, 
143,1/9/2019,9,0.03, ,0, ,120, ,12.8, ,63.4, ,48.7, ,56.1, ,96, ,63, ,84, ,51.2, ,2.8, ,68.2, ,53, 
143,1/10/2019,10,0.05, ,0, ,230, ,11.3, ,62.9, ,41.3, ,50.3, ,99, ,66, ,91, ,47.7, ,2.5, ,60.2, ,53.1, 
143,1/11/2019,11,0.04, ,0, ,142, ,10.7, ,67.8, ,38.9, ,51.8, ,99, ,48, ,81, ,46.3, ,4, ,96, ,52.4, 
143,1/12/2019,12,0.07, ,0, ,266, ,10.5, ,64.7, ,43, ,53.7, ,97, ,50, ,75, ,45.8, ,4, ,95.8, ,53.3, 
143,1/13/2019,13,0.04, ,0, ,165, ,9.3, ,62.5, ,35.3, ,48.2, ,99, ,49, ,81, ,42.6, ,2.9, ,69, ,52.1, 
143,1/14/2019,14,0.03, ,0, ,100, ,9.9, ,56.9, ,41.7, ,50.4, ,91, ,63, ,80, ,44.3, ,4.2, ,100.2, ,51.9, 
143,1/15/2019,15,0.03, ,0, ,71, ,11.5, ,60.2, ,46.7, ,53.9, ,96, ,65, ,81, ,48.2, ,6.1,Y,145.9,Y,51.5, 
143,1/16/2019,16,0.03, ,0.01, ,93, ,13, ,65.4, ,45.6, ,56.4, ,98, ,61, ,84, ,51.6, ,4.7, ,113.3, ,52.6, 
143,1/17/2019,17,0.05, ,0, ,148, ,12.4, ,62.5, ,52.3, ,57.6, ,89, ,62, ,76, ,50.2, ,7.3,Y,174.7,Y,54, 
143,1/18/2019,18,0.05, ,0, ,221, ,11.6, ,64.1, ,47, ,53.9, ,96, ,60, ,82, ,48.5, ,2.3, ,54.8, ,54.5, 
143,1/19/2019,19,0.07, ,0, ,261, ,11.9, ,70.9, ,43.3, ,55.1, ,96, ,54, ,80, ,49.2, ,2.4, ,56.5, ,54.9, 
143,1/20/2019,20,0.04, ,0, ,154, ,12.6, ,64.4, ,46.3, ,53.1, ,98, ,76, ,92, ,50.8, ,6.2,Y,148.2,Y,55.2, 
143,1/21/2019,21,0.07, ,0, ,263, ,8.9, ,58, ,41.1, ,49.4, ,94, ,56, ,74, ,41.4, ,4.8, ,116, ,53.6, 
143,1/22/2019,22,0.07, ,0, ,285, ,7.2, ,59, ,36.1, ,45.6, ,95, ,35, ,69, ,36, ,3.1, ,75.4, ,52.3, 
143,1/23/2019,23,0.07, ,0, ,298, ,7.5, ,64.7, ,31.6, ,45.3, ,92, ,43, ,72, ,37, ,2.6, ,61.8, ,51.1, 
143,1/24/2019,24,0.07, ,0, ,304, ,8.5, ,66.7, ,33.8, ,47.9, ,96, ,45, ,75, ,40.5, ,2.9, ,68.8, ,51.3, 
143,1/25/2019,25,0.07, ,0, ,312, ,8.8, ,69, ,34, ,48.4, ,95, ,50, ,76, ,41.3, ,2.9, ,70.5, ,51.4, 
143,1/26/2019,26,0.06, ,0, ,236, ,8.7, ,66.6, ,35.6, ,49.1, ,94, ,48, ,74, ,41, ,2.6, ,61.6, ,51.4, 
143,1/27/2019,27,0.08, ,0, ,304, ,9.8, ,70.4, ,39.7, ,52.2, ,97, ,40, ,74, ,44, ,2.6, ,62.9, ,52.2, 
143,1/28/2019,28,0.06, ,0.01, ,234, ,11.4, ,75.6,Y,49.5, ,59.3,Y,94, ,42, ,66,Y,48.1,Y,2.6, ,62.3, ,53.4, 
143,1/29/2019,29,0.06, ,0, ,219, ,11.4, ,67.3, ,42.7, ,51.7, ,99, ,57, ,87, ,48, ,3.1, ,74.5, ,53.7, 
143,1/30/2019,30,0.06, ,0.02, ,245, ,11.4, ,66.2, ,45.1, ,53.1, ,99, ,51, ,83, ,48, ,2.1, ,51.5, ,54.1, 
143,1/31/2019,31,0.04, ,0.57, ,188, ,12.3, ,61.3, ,46.5, ,53.4, ,97, ,70, ,88, ,50, ,3.7, ,88.6, ,54.6, 
