91,1/1/2019,1,0.03, ,0, ,213, ,3, ,37.8, ,9.2, ,22.4, ,89, ,45, ,74, ,15.4, ,2.2, ,52, ,34.1, 
91,1/2/2019,2,0.03, ,0, ,211, ,3.5, ,43, ,13.2, ,25.8, ,92, ,43, ,74, ,18.7, ,1.9, ,45.9, ,33.6, 
91,1/3/2019,3,0.02, ,0, ,114, ,4.7, ,43.7, ,19.6, ,30.7, ,95, ,60, ,80, ,25.4, ,2.1, ,50.8, ,33.4, 
91,1/4/2019,4,0.05, ,0, ,177, ,4.2, ,53, ,24.8, ,37.6, ,77, ,33, ,55, ,22.8, ,4.9, ,117.1, ,33.4, 
91,1/5/2019,5,0.07, ,0, ,193, ,4.9, ,47.2, ,32.9, ,37.9, ,91, ,41, ,64, ,26.7, ,12.9,Y,310.3,Y,33.6, 
91,1/6/2019,6,0.01, ,0, ,54, ,5.3, ,36.1, ,25.1, ,31.9, ,98, ,74, ,86, ,28.3, ,6.8, ,162.4, ,33.7, 
91,1/7/2019,7,0.02, ,0.04, ,136, ,4.7, ,38.2, ,10.6, ,27.2, ,96, ,79, ,94, ,25.8, ,3.6, ,85.7, ,33.9, 
91,1/8/2019,8,0.04, ,0, ,104, ,6.8, ,49.7, ,35.1, ,42.2, ,88, ,59, ,75, ,34.7, ,9.3, ,223.3, ,34.1, 
91,1/9/2019,9,0.03, ,0.31, ,153, ,7.2, ,46.5, ,32.8, ,39.2, ,97, ,76, ,89, ,36.2, ,8.5, ,205, ,35.3, 
91,1/10/2019,10,0.05, ,0, ,217, ,6.3, ,46.9, ,26.8, ,36.2, ,98, ,67, ,87, ,32.7, ,6.3, ,150.8, ,36, 
91,1/11/2019,11,0.02, ,0, ,107, ,5.8, ,49, ,30.5, ,37.3, ,87, ,60, ,76, ,30.5, ,4.6, ,109.3, ,36, 
91,1/12/2019,12,0.05, ,0, ,213, ,5.1, ,51.4, ,25.9, ,35.9, ,89, ,46, ,71, ,27.6, ,4.1, ,97.6, ,36, 
91,1/13/2019,13,0.04, ,0, ,241, ,4.3, ,48.3, ,18.6, ,31.2, ,93, ,44, ,73, ,23.7, ,2.7, ,65.3, ,35.5, 
91,1/14/2019,14,0.05, ,0, ,216, ,3.9, ,47.1, ,14.5, ,29.9, ,92, ,41, ,69, ,21.1, ,4.9, ,118.7, ,34.7, 
91,1/15/2019,15,0.03, ,0, ,115, ,5.7, ,46.6, ,26.7, ,36.5, ,94, ,57, ,78, ,30.4, ,6.4, ,153.7, ,34.4, 
91,1/16/2019,16,0.01, ,0.24, ,58, ,6.9, ,43.2, ,29.9, ,37, ,98, ,81, ,92, ,34.9, ,9.6, ,229.4, ,34.6, 
91,1/17/2019,17,0.04, ,0.16, ,156, ,5.9, ,44.7, ,28.2, ,36.5, ,97, ,54, ,81, ,31.1, ,7.6, ,183, ,35.5, 
91,1/18/2019,18,0, ,0.35,H,41, ,5.9, ,37.8, ,28.3, ,32.5, ,99, ,87, ,95, ,31.3, ,6.7, ,160, ,35.6, 
91,1/19/2019,19,0.01, ,0.04, ,63, ,7.8, ,46.1, ,35.1, ,41.1, ,94, ,83, ,89, ,38.1, ,6.2, ,149.7, ,35.9, 
91,1/20/2019,20,0.02, ,0.2, ,87, ,7.1, ,46.2, ,32.3, ,39.4, ,97, ,75, ,87, ,35.8, ,6.2, ,148.7, ,37.5, 
91,1/21/2019,21,0.05, ,0, ,251, ,5, ,39.8, ,24, ,32.4, ,97, ,58, ,81, ,27.2, ,8, ,193, ,37.6, 
91,1/22/2019,22,0.03, ,0, ,186, ,4.5, ,41.3, ,22.9, ,30.5, ,96, ,51, ,79, ,24.7, ,2.2, ,52.4, ,36.8, 
91,1/23/2019,23,0.04, ,0, ,190, ,5.9, ,48.5, ,22, ,34.2, ,98, ,71, ,88, ,31, ,5.4, ,129.4, ,36.5, 
91,1/24/2019,24,0.02, ,0, ,146, ,5, ,36.4, ,19.6, ,27, ,99, ,97, ,99, ,26.9, ,2.2, ,53.4, ,36.3, 
91,1/25/2019,25,0.02, ,0, ,136, ,4.7, ,35.9, ,20.9, ,25.7, ,100, ,97, ,100, ,25.7, ,2, ,49, ,36, 
91,1/26/2019,26,0.03, ,0.04, ,203, ,5.5, ,47.9, ,18.4, ,31.3, ,99, ,64, ,93, ,29.4, ,2.2, ,51.6, ,35.9, 
91,1/27/2019,27,0.05, ,0, ,258, ,5.6, ,57.1, ,21.3, ,35.5, ,98, ,45, ,80, ,29.9, ,2, ,48.9, ,35.9, 
91,1/28/2019,28,0.03, ,0, ,159, ,5.8, ,47.4, ,21.2, ,34.6, ,98, ,63, ,85, ,30.6, ,2.5, ,59.3, ,35.9, 
91,1/29/2019,29,0.05, ,0, ,255, ,5.9, ,55.4, ,24.3, ,36.7, ,97, ,48, ,80, ,31.1, ,2.9, ,69.2, ,36.3, 
91,1/30/2019,30,0.05, ,0, ,364,R,6.1, ,56.5, ,25.5, ,41.9, ,98, ,46, ,68, ,32, ,2.7, ,65, ,36.1, 
91,1/31/2019,31,0.05, ,0, ,274, ,5.2, ,57.1, ,17.3, ,33.9, ,97, ,46, ,79, ,28.1, ,2.4, ,57.7, ,36, 
91,2/1/2019,32,0.02, ,0, ,48, ,7.4, ,47.2, ,29.1, ,41.8, ,95, ,68, ,82, ,36.7, ,8.3, ,198.3, ,36.5, 
91,2/2/2019,33,0.02, ,0.04, ,91, ,7.1, ,45.4, ,32.8, ,38.4, ,97, ,75, ,89, ,35.6, ,4.8, ,116.1, ,37.5, 
91,2/3/2019,34,0.03, ,0.04, ,150, ,5.8, ,44, ,25.7, ,35.4, ,97, ,62, ,83, ,30.6, ,5.4, ,129.4, ,37.7, 
91,2/4/2019,35,0.02, ,0.16, ,153, ,4.6, ,31.8, ,14.6, ,25.7, ,98, ,90, ,98, ,25.1, ,5, ,119.3, ,37.6, 
91,2/5/2019,36,0.03, ,0, ,233, ,3.5, ,27.4,Y,14.6, ,21.7, ,95, ,72, ,86, ,18.3, ,6.1, ,145.9, ,37.3, 
91,2/6/2019,37,0.04, ,0.08,H,315, ,2.9, ,30.5, ,1.1,Y,19,Y,94, ,59, ,82,Y,14.4,Y,3.6, ,86.2, ,36.9, 
91,2/7/2019,38,0.03,R,0, ,247, ,2.4, ,24.9,Y,-2.2,Y,13,Y,93, ,69, ,89,Y,10.4,Y,1.5, ,37.1, ,36.2, 
91,2/8/2019,39,0.03, ,0.04, ,199, ,4, ,30, ,19, ,24.4, ,97, ,76, ,90, ,21.8, ,3.2, ,77.5, ,35.6, 
91,2/9/2019,40,0.03, ,0, ,158, ,3.8, ,33.7, ,4.5, ,24.9, ,95, ,68, ,83, ,20.6, ,7.5, ,179.9, ,35.4, 
91,2/10/2019,41,0.04, ,0.04, ,244, ,2.9, ,28.3,Y,2,Y,18.3,Y,94, ,66, ,84,Y,14.4,Y,4, ,95.9, ,35.1, 
91,2/11/2019,42,0.06, ,0, ,302, ,3.9, ,35, ,17.2, ,27.9, ,88, ,62, ,75, ,20.9, ,9.4, ,224.7, ,34.8, 
91,2/12/2019,43,0.04, ,0, ,165, ,4.5, ,36.5, ,24, ,30.3, ,96, ,57, ,79, ,24.7, ,10, ,240.4, ,34.7, 
91,2/13/2019,44,0.04, ,0.39, ,170, ,5.8, ,42, ,29.4, ,34.6, ,99, ,62, ,86, ,30.8, ,6.1, ,145.9, ,34.7, 
91,2/14/2019,45,0.07, ,0.43, ,282, ,6.3, ,47.2, ,29.5, ,37.3, ,99, ,59, ,84, ,32.9, ,9, ,215, ,35, 
91,2/15/2019,46,0.07, ,0.04, ,301, ,4.1, ,38.7, ,19.3, ,30.9, ,99, ,54, ,71, ,22.5, ,8.9, ,213.2, ,35.4, 
91,2/16/2019,47,0.05, ,0.04, ,258, ,4.4, ,36, ,18.7, ,29.6, ,96, ,62, ,79, ,23.8, ,6.6, ,157.3, ,35.3, 
91,2/17/2019,48,0.05, ,0.08,H,320, ,3.6, ,33, ,12.4, ,23.9, ,96, ,59, ,82, ,19.4, ,3.6, ,87.2, ,35.1, 
91,2/18/2019,49,0.06, ,0, ,363, ,3.4, ,35.1, ,15.3, ,25.4, ,89, ,49, ,74, ,18.2, ,5.9, ,141.6, ,34.8, 
91,2/19/2019,50,0.05, ,0, ,280, ,3.7, ,35.7, ,11.4, ,25.2, ,92, ,62, ,80, ,20, ,5.2, ,124.2, ,34.2, 
91,2/20/2019,51,0.06, ,0.04,H,299, ,4.4, ,36.2, ,24.3, ,29.1, ,96, ,58, ,81, ,24, ,7.5, ,181.1, ,33.9, 
91,2/21/2019,52,0.06, ,0, ,299, ,3.1, ,31.6, ,15.6, ,23.9, ,89, ,55, ,72, ,16.2, ,8.4, ,201.9, ,33.9, 
91,2/22/2019,53,0.06, ,0, ,524,R,3.6, ,34.7, ,24.8, ,29.4, ,89, ,52, ,65, ,19.2, ,3.6, ,87, ,33.5, 
91,2/23/2019,54,0.03, ,0, ,116, ,4.3, ,39.6, ,20.4, ,32.5, ,91, ,55, ,69, ,23.3, ,5.7, ,136.5, ,33.5, 
91,2/24/2019,55,0.08, ,0, ,243, ,5, ,43.3, ,31.5, ,36.6, ,80, ,55, ,67, ,26.9, ,13.2,Y,317.2,Y,33.6, 
91,2/25/2019,56,0.07, ,0.04, ,165, ,5.6, ,44.5, ,31.9, ,37.7, ,99, ,57, ,73, ,29.7, ,11.2, ,269.1, ,34, 
91,2/26/2019,57,0.01, ,0.75, ,88, ,6.2, ,36.8, ,29.3, ,33.2, ,100, ,87, ,96, ,32.3, ,6.4, ,153.6, ,34.6, 
91,2/27/2019,58,0.08, ,0, ,342, ,6.3, ,47.9, ,27, ,36.8, ,97, ,64, ,85, ,32.6, ,9.8, ,235.2, ,34.9, 
91,2/28/2019,59,0.08, ,0.04, ,402, ,4.5, ,41.6, ,21.4, ,32.3, ,95, ,48, ,72, ,24.5, ,4.7, ,113.2, ,35.6, 
