251,1/1/2019,1,0.11, ,0.02, ,284, ,2.1, ,54.5, ,32.4, ,45.5, ,40, ,13, ,21, ,7.5, ,7, ,167.6, ,48.4, 
251,1/2/2019,2,0.08, ,0, ,280, ,2.6, ,60.1, ,30.8, ,44.4, ,45, ,12, ,26, ,11.6, ,3.4, ,81.9, ,47.2, 
251,1/3/2019,3,0.07, ,0, ,283, ,3.8, ,66.6, ,32, ,47.4, ,57, ,15, ,34, ,20.4, ,2.4, ,57.7, ,47.1, 
251,1/4/2019,4,0.08, ,0, ,287, ,4.2, ,70.2, ,35, ,50.2, ,62, ,13, ,34, ,22.7, ,2.4, ,57.6, ,47.3, 
251,1/5/2019,5,0.03, ,0.31, ,62, ,6.5, ,58.4, ,41.5, ,48.8, ,98, ,23, ,55, ,33.4, ,2.9, ,70.3, ,47.8, 
251,1/6/2019,6,0.05, ,0.05, ,220, ,10, ,58.2, ,45.3, ,50.1, ,98, ,54, ,81, ,44.5, ,2.8, ,66.8, ,49.1, 
251,1/7/2019,7,0.06,R,0, ,273, ,9.8, ,62.1, ,44.6, ,52.2, ,87, ,54, ,73, ,43.9, ,2.3, ,55.7, ,50.1, 
251,1/8/2019,8,0.07, ,0, ,260, ,9.1, ,70.4, ,42.6, ,54.9, ,90, ,33, ,62, ,42.2, ,2.3, ,56.2, ,50.7, 
251,1/9/2019,9,0.08, ,0, ,281, ,8.8, ,69.1, ,42.1, ,53.9, ,86, ,33, ,62, ,41.3, ,2.4, ,58.5, ,51.1, 
251,1/10/2019,10,0.07, ,0, ,275, ,8.9, ,64.9, ,40, ,51.4, ,88, ,43, ,69, ,41.6, ,2, ,49, ,51, 
251,1/11/2019,11,0.05, ,0, ,196, ,8, ,66.2, ,38.2, ,50.9, ,92, ,37, ,63, ,38.9, ,2.5, ,60.8, ,50.7, 
251,1/12/2019,12,0.02, ,0.47, ,115, ,9.6, ,58.2, ,40.2, ,48.1, ,95, ,70, ,84, ,43.6, ,3, ,72, ,50.9, 
251,1/13/2019,13,0.06, ,0, ,237, ,8.1, ,61.8, ,37, ,49.4, ,95, ,42, ,67, ,39, ,3, ,70.8, ,50.3, 
251,1/14/2019,14,0, ,0.17, ,43, ,9.7, ,55.7, ,42.1, ,48.5, ,96, ,63, ,84, ,43.9, ,3, ,71.1, ,50.4, 
251,1/15/2019,15,0.02, ,0.41, ,97, ,10.3, ,57.4, ,45.1, ,50.8, ,99, ,55, ,81, ,45.3, ,3.8, ,90.4, ,50.8, 
251,1/16/2019,16,0.02, ,0.4, ,116, ,14.1,Y,61, ,51.6, ,56.4, ,96, ,79, ,91,Y,53.8,Y,3.1, ,75.1, ,51.9, 
251,1/17/2019,17,0, ,1.61, ,31, ,15,Y,59.2, ,54.8, ,56.8, ,98, ,89, ,95,Y,55.4,Y,3.9, ,93.4, ,54.2, 
251,1/18/2019,18,0.03, ,0, ,162, ,12.5,Y,62.5, ,46.2, ,54.2, ,98, ,65, ,87,Y,50.4,Y,1.9, ,44.7, ,55.2, 
