158,1/1/2019,1,0.07, ,0, ,181, ,3.5,Y,58.8, ,32.2, ,45.1, ,72, ,17, ,35,Y,18.9,Y,3.1, ,74.1, ,44.6, 
158,1/2/2019,2,0.04, ,0.16,H,180, ,5.5, ,56.5, ,26.8, ,37.9, ,88, ,43, ,71, ,29.3, ,2.2, ,53.5, ,43.8, 
158,1/3/2019,3,0.04, ,0.07,H,174, ,6.3, ,54.4, ,27.7, ,38.6, ,95, ,55, ,79, ,32.7, ,2.2, ,52.1, ,43.6, 
158,1/4/2019,4,0.04, ,0, ,182, ,6.4, ,57.6, ,29.2, ,39.7, ,96, ,44, ,77, ,33.1, ,2.2, ,52.9, ,43.8, 
158,1/5/2019,5,0.01, ,0.23, ,45, ,9.9, ,53.2, ,44.3, ,49.6, ,94, ,66, ,82, ,44.3, ,3.5, ,84.5, ,45.6, 
158,1/6/2019,6,0, ,0.29,H,19, ,10.7, ,56.6, ,42.2, ,47.2, ,98, ,93, ,97, ,46.4, ,2.6, ,63, ,46.9, 
158,1/7/2019,7,0.02, ,0.29,H,101, ,10.5, ,54.8, ,38.8, ,47.7, ,100, ,78, ,93, ,45.7, ,1.7, ,41.6, ,47.6, 
158,1/8/2019,8,0, ,0.19,H,30, ,12.1, ,56.6, ,48.1,Y,53.7, ,95, ,77, ,86, ,49.6, ,2.6, ,61.7, ,49.1, 
158,1/9/2019,9,0.01, ,0.18,H,82, ,13.2,Y,58.1, ,49.5,Y,53.9, ,98, ,82, ,93,Y,52,Y,2.7, ,65.4, ,50.7, 
158,1/10/2019,10,0.03, ,0.1,H,164, ,10.9, ,60.7, ,42, ,48.9, ,100, ,69, ,93, ,46.9, ,1.9, ,45.9, ,50.6, 
158,1/11/2019,11,0.01, ,0.6, ,65, ,11.1, ,54.7, ,40.9, ,49.7, ,100, ,78, ,92, ,47.4, ,2.1, ,49.9, ,50, 
158,1/12/2019,12,0.05, ,0, ,204, ,11, ,63, ,43.4, ,50.8, ,100, ,57, ,87, ,47, ,2, ,48.2, ,50.5, 
158,1/13/2019,13,0.04, ,0, ,159, ,9.2, ,61.8, ,38.4, ,48.3, ,100, ,56, ,80, ,42.5, ,2.3, ,54.7, ,49.6, 
158,1/14/2019,14,0.02, ,0.04, ,86, ,9.4, ,57.4, ,38.4, ,47.7, ,98, ,63, ,83, ,42.9, ,2, ,47.8, ,49, 
158,1/15/2019,15,0.01, ,0.14, ,62, ,10.9, ,52.9, ,47.1, ,49.8, ,96, ,84, ,90, ,46.9, ,2.4, ,58.3, ,49.6, 
158,1/16/2019,16,0, ,2.04, ,21, ,13.6,Y,57.8, ,52.3,Y,54.5, ,98, ,87, ,94,Y,52.7,Y,3.3, ,80.3, ,50.9, 
158,1/17/2019,17,0.02, ,0.19, ,81, ,11.7, ,56.1, ,46.3, ,52.4, ,99, ,75, ,87, ,48.8, ,3.2, ,75.9, ,51.8, 
158,1/18/2019,18,0.02, ,0.03, ,112, ,11.9, ,59, ,47.3, ,52, ,99, ,67, ,90, ,49.2, ,1.5, ,35.9, ,51.8, 
158,1/19/2019,19,0.02, ,0.02, ,96, ,13.7,Y,60.2, ,51,Y,54.3, ,99, ,88, ,95,Y,53,Y,1.6, ,38.5, ,53.2, 
158,1/20/2019,20,0.01, ,0.51, ,75, ,12.4,Y,57.2, ,40.6, ,52.2, ,99, ,82, ,93,Y,50.2,Y,3.4, ,80.6, ,53.9, 
158,1/21/2019,21,0.05, ,0.01, ,246, ,8.2, ,58.4, ,34.9, ,43.8, ,100, ,52, ,84, ,39.3, ,2.4, ,56.9, ,51, 
158,1/22/2019,22,0.06, ,0, ,244, ,7, ,62.9, ,32.2, ,44, ,98, ,31, ,72, ,35.4, ,2.5, ,60.9, ,49, 
158,1/23/2019,23,0.06, ,0, ,247, ,7.9, ,61.6, ,32.6, ,44.2, ,96, ,50, ,80, ,38.6, ,2.5, ,59.2, ,48.3, 
158,1/24/2019,24,0.06, ,0, ,255, ,9.4, ,65.9, ,35.9, ,46.8, ,100, ,56, ,86, ,42.9, ,2.3, ,55.7, ,48.5, 
158,1/25/2019,25,0.06, ,0, ,260, ,8.8, ,66.8, ,32.7, ,45.7, ,99, ,50, ,84, ,41.1, ,2.6, ,61.6, ,48.3, 
158,1/26/2019,26,0.04, ,0, ,175, ,9.2, ,61.6, ,35.6, ,46.4, ,98, ,57, ,86, ,42.3, ,2.1, ,51.1, ,48.4, 
158,1/27/2019,27,0.05, ,0, ,218, ,10.3, ,66.8, ,39.6, ,50.9, ,97, ,50, ,81, ,45.2, ,2.1, ,51.2, ,49.3, 
158,1/28/2019,28,0.05, ,0, ,190, ,11.4, ,65.9, ,42.9, ,52.1, ,97, ,59, ,86, ,47.9, ,2.1, ,49.5, ,50.6, 
158,1/29/2019,29,0.04, ,0, ,184, ,12.3, ,62.8, ,45.9, ,52, ,99, ,73, ,93, ,50, ,2, ,47.8, ,51.8, 
158,1/30/2019,30,0.05, ,0.07, ,227, ,12.1, ,63.5, ,45.4, ,52.2, ,99, ,72, ,91, ,49.6, ,1.9, ,45.6, ,52.7, 
158,1/31/2019,31,0.04, ,0.01, ,173, ,12.4, ,63.6, ,46.5,Y,52.4, ,100, ,67, ,93, ,50.3, ,1.9, ,45.3, ,53.3, 
158,2/1/2019,32,0.01, ,0.35, ,68, ,12, ,56.4, ,48.4,Y,52.4, ,98, ,74, ,89, ,49.3, ,2.4, ,56.6, ,53, 
158,2/2/2019,33,0.02, ,0.74, ,126, ,11.5, ,57.1, ,47.9,Y,51.6, ,96, ,77, ,88, ,48.2, ,3, ,71, ,52.9, 
158,2/3/2019,34,0.01, ,0.45, ,88, ,11, ,53.1, ,45.7, ,48.9, ,98, ,81, ,93, ,47, ,2.6, ,63, ,52.5, 
158,2/4/2019,35,0.03, ,0.48, ,170, ,8.4, ,48.9, ,34.9, ,43.4, ,97, ,66, ,87, ,40, ,3.3, ,79.5, ,51.4, 
158,2/5/2019,36,0.06, ,0.02, ,290, ,6.2, ,49.3, ,31.1, ,37.8, ,100, ,45, ,81, ,32.4, ,2.2, ,51.8, ,49.2, 
158,2/6/2019,37,0.06, ,0, ,281, ,6.5, ,55.1, ,28.8, ,40.6, ,98, ,47, ,75, ,33.4, ,2.9, ,69, ,47.7, 
158,2/7/2019,38,0.04, ,0, ,195, ,6.6, ,53.7, ,28.9, ,40.7, ,98, ,51, ,77, ,33.9, ,1.9, ,46.3, ,47.4, 
158,2/8/2019,39,0.01, ,0.11, ,86, ,8, ,49.7, ,36.8, ,43.2, ,97, ,65, ,84, ,38.8, ,1.9, ,46.2, ,47.9, 
158,2/9/2019,40,0.02, ,0.39, ,128, ,8.9, ,50.2, ,37.2, ,43.8, ,99, ,84, ,92, ,41.5, ,2.8, ,67.4, ,48.3, 
158,2/10/2019,41,0.06, ,0.01, ,275, ,6.4, ,51.4, ,31, ,40, ,99, ,47, ,77, ,33.2, ,3.1, ,74.7, ,47.8, 
158,2/11/2019,42,0.03, ,0.01, ,161, ,7.3, ,50.2, ,29.2, ,39.3, ,98, ,66, ,89, ,36.4, ,2, ,48.5, ,46.8, 
158,2/12/2019,43,0.01, ,0.35, ,72, ,7.4, ,49.5, ,34.6, ,42.5, ,98, ,55, ,80, ,36.8, ,2.4, ,57.1, ,46.9, 
158,2/13/2019,44,0, ,2.19, ,54, ,12, ,58.9, ,43.5, ,50.3, ,98, ,90, ,97, ,49.4, ,2.9, ,70.3, ,47.5, 
