64,1/1/2019,1,0.07, ,0, ,287, ,5, ,60.9, ,22.1, ,39.2, ,94, ,26, ,61, ,27.1, ,2.9, ,70.5, ,52.2, 
64,1/2/2019,2,0.07, ,0, ,282, ,5, ,62.4, ,23, ,39.3, ,93, ,27, ,61, ,27.1, ,2.4, ,56.9, ,51.4, 
64,1/3/2019,3,0.07, ,0, ,286, ,5.2, ,67.5, ,23.7, ,41.9, ,93, ,20, ,58, ,28.1, ,2.3, ,54.3, ,51.1, 
64,1/4/2019,4,0.08, ,0, ,287, ,5.9, ,66, ,25.8, ,42.8, ,93, ,31, ,63, ,31.3, ,3.3, ,79.2, ,51.3, 
64,1/5/2019,5,0.03, ,0.98, ,82, ,8.9, ,59.4, ,33.5, ,50.1, ,97, ,28, ,72, ,41.5, ,4.7, ,111.7, ,51.7, 
64,1/6/2019,6,0.03, ,0.27, ,153, ,11.2, ,58.2, ,40.6, ,49.5, ,100, ,74, ,93, ,47.4, ,2.9, ,70.4, ,52, 
64,1/7/2019,7,0.05, ,0.15, ,234, ,13.2, ,62.9, ,45, ,55.1, ,100, ,70, ,89, ,51.9, ,3.3, ,79.8, ,53.6, 
64,1/8/2019,8,0.07, ,0, ,225, ,11.2, ,66.6, ,43, ,54.2, ,100, ,47, ,78, ,47.4, ,5.4, ,129.8, ,54.4, 
64,1/9/2019,9,0.02, ,0.2, ,107, ,12, ,63.3, ,46.4, ,54.2, ,100, ,56, ,84, ,49.4, ,3.5, ,84.4, ,54.5, 
64,1/10/2019,10,0.04, ,0, ,209, ,11.7, ,63.7, ,45.4, ,50.9, ,100, ,58, ,92, ,48.7, ,2.6, ,63.4, ,54.5, 
64,1/11/2019,11,0.07, ,0.78, ,263, ,10.8, ,66.4, ,43.5, ,53.8, ,100, ,41, ,76, ,46.6, ,5.2, ,123.9, ,54.9, 
64,1/12/2019,12,0.06, ,0.31, ,256, ,10.9, ,60.5, ,42.3, ,51.7, ,98, ,65, ,84, ,46.9, ,4.9, ,118, ,55, 
64,1/13/2019,13,0.05, ,0, ,126, ,9.3, ,58.6, ,35.8, ,50.4, ,100, ,58, ,74, ,42.5, ,5.5, ,132.6, ,54.5, 
64,1/14/2019,14,0.05, ,0.37, ,124, ,10.6, ,58.2, ,50.5, ,54.6, ,94, ,60, ,73, ,46, ,6.8,Y,162.9,Y,54, 
64,1/15/2019,15,0.03, ,0.78, ,109, ,11.5, ,57.4, ,52.4, ,54.8, ,92, ,67, ,79, ,48.3, ,6.9,Y,165.5,Y,54.1, 
64,1/16/2019,16,0.07, ,0.77, ,251, ,13.8, ,63.8, ,51.4, ,59.4,Y,89, ,71, ,80,Y,53.2,Y,6.5,Y,155.1,Y,54.5, 
64,1/17/2019,17,0.02, ,1.62, ,117, ,14.8,Y,62.8, ,51.4, ,58.3, ,98, ,70, ,89,Y,55,Y,3.9, ,92.9, ,56.5, 
64,1/18/2019,18,0.06, ,0, ,285, ,12.7, ,67.4, ,46.3, ,54.7, ,100, ,64, ,87, ,50.8, ,2.1, ,50.6, ,57.1, 
64,1/19/2019,19,0.07, ,0, ,315, ,11.7, ,76.2, ,39.6, ,54.2, ,100, ,46, ,81, ,48.6, ,1.5, ,36.2, ,57, 
64,1/20/2019,20,0.04, ,0.04, ,199, ,12.4, ,64, ,43.3, ,53.1, ,100, ,75, ,90, ,50.3, ,3.7, ,89.7, ,57.1, 
64,1/21/2019,21,0.09, ,0, ,324, ,8.9, ,58.7, ,43.1, ,51.2, ,85, ,51, ,70, ,41.6, ,7.4,Y,177.7,Y,56.6, 
64,1/22/2019,22,0.08, ,0, ,327, ,7.8, ,64.2, ,35, ,49, ,95, ,39, ,66, ,38.2, ,2.9, ,70, ,55.4, 
64,1/23/2019,23,0.08, ,0, ,332, ,8.1, ,69.1, ,31.2, ,47.2, ,99, ,35, ,73, ,39.1, ,2.1, ,49.2, ,54.8, 
64,1/24/2019,24,0.09, ,0, ,332, ,8.4, ,74.6, ,34.6, ,50.3, ,99, ,27, ,68, ,40, ,2.4, ,56.7, ,54.7, 
64,1/25/2019,25,0.08, ,0, ,330, ,8.8, ,75.7, ,32.4, ,50.4, ,98, ,30, ,71, ,41.2, ,2.3, ,54.9, ,54.7, 
64,1/26/2019,26,0.08, ,0, ,324, ,8.7, ,77.7, ,33.9, ,51.9, ,98, ,27, ,66, ,40.9, ,1.9, ,46, ,54.8, 
64,1/27/2019,27,0.09, ,0, ,340, ,9.2, ,78.7, ,37, ,53.4, ,97, ,24, ,66, ,42.4, ,2.4, ,57.6, ,55.2, 
64,1/28/2019,28,0.07, ,0, ,247, ,10.4, ,73.4, ,38.2, ,53.2, ,98, ,35, ,75, ,45.6, ,2.5, ,60.7, ,55.4, 
64,1/29/2019,29,0.06, ,0.01, ,234, ,12.6, ,65.3, ,45.3, ,53.5, ,100, ,65, ,90, ,50.7, ,3.4, ,82.4, ,56, 
64,1/30/2019,30,0.07, ,0, ,284, ,12.2, ,70.8, ,45.4, ,53.8, ,100, ,53, ,86, ,49.8, ,2.9, ,68.6, ,56.6, 
64,1/31/2019,31,0.03, ,1.14, ,158, ,11.9, ,60.7, ,42.3, ,52.5, ,99, ,71, ,88, ,49.2, ,3.4, ,82.7, ,56.8, 
64,2/1/2019,32,0.02, ,0.2, ,89, ,10.6, ,59.3, ,40.6, ,51.7, ,100, ,63, ,81, ,46.1, ,5, ,119.4, ,56, 
64,2/2/2019,33,0.05, ,2.42, ,170, ,11.7, ,58.8, ,51.5, ,55.5, ,89, ,71, ,78, ,48.7, ,9.9,R,236.6,R,53.6, 
64,2/3/2019,34,0.03, ,0.67, ,175, ,12.6, ,58.7, ,50.3, ,53.9, ,97, ,81, ,89, ,50.7, ,4.5, ,108.2, ,53.5, 
64,2/4/2019,35,0.06, ,0.69, ,262, ,10.9, ,59.1, ,45.1, ,52.3, ,93, ,68, ,82, ,46.9, ,5.6, ,134.3, ,53.9, 
64,2/5/2019,36,0.05, ,0.22, ,259, ,8.4, ,51.9, ,35.3, ,44.3, ,98, ,66, ,85, ,40, ,3.7, ,89, ,53.8, 
64,2/6/2019,37,0.1, ,0, ,371, ,6.3, ,54.5, ,28.8, ,41.4, ,98, ,42, ,71, ,32.8, ,4.8, ,114.2, ,52.6, 
64,2/7/2019,38,0.08, ,0, ,381, ,6.6, ,58.6, ,29.1, ,42, ,99, ,39, ,73, ,33.9, ,2.4, ,56.9, ,51.6, 
64,2/8/2019,39,0.08, ,0.17, ,379, ,7.2, ,59.8, ,28.2, ,44.3, ,100, ,41, ,73, ,36.2, ,3, ,71.4, ,51.5, 
64,2/9/2019,40,0.07, ,0.26, ,312, ,9.7, ,58.3, ,42, ,48.8, ,99, ,58, ,82, ,43.7, ,3.6, ,85.8, ,52.1, 
