248,1/1/2019,1,0.06, ,0, ,256, ,5, ,55.6, ,31.9, ,41.1, ,81, ,35, ,58, ,27.3, ,4.9, ,117.1, ,43.6, 
248,1/2/2019,2,0.05, ,0, ,255, ,5.8, ,55.1, ,26.6, ,38.5, ,99, ,42, ,74, ,30.9, ,2.6, ,61.7, ,42.4, 
248,1/3/2019,3,0.04, ,0, ,229, ,6.9, ,57.1, ,26.5, ,38.8, ,99, ,58, ,86, ,35, ,2.4, ,58.3, ,41.7, 
248,1/4/2019,4,0.05, ,0, ,235, ,7, ,55.4, ,28.6, ,39.2, ,99, ,55, ,86, ,35.3, ,2.2, ,52.5, ,42, 
248,1/5/2019,5,0.02, ,0.17, ,41, ,8.9, ,52.1, ,32.4, ,43.6, ,99, ,72, ,92, ,41.5, ,8.1, ,194.6, ,42.8, 
248,1/6/2019,6,0,R,0.85, ,30, ,10.7, ,51.7, ,42.6, ,47.4, ,99, ,92, ,96, ,46.3, ,1,I,24,I,45.8, 
248,1/7/2019,7,0.03,R,0, ,146, ,12.6, ,62.4, ,48.7, ,52.6, ,99, ,73, ,93, ,50.6, ,2.8, ,68.2, ,48.6, 
248,1/8/2019,8,0.01,R,0, ,53, ,12.5, ,58.2, ,47.6, ,52.4, ,99, ,78, ,93, ,50.4, ,4.7, ,111.7, ,49.7, 
248,1/9/2019,9,0.04, ,0.03, ,138, ,13.5, ,60.9, ,49.1, ,56.3, ,99, ,75, ,87, ,52.6, ,8, ,193.2, ,51.5, 
248,1/10/2019,10,0.01, ,0.01, ,85, ,12.4, ,53, ,46.7, ,50.5, ,99, ,97, ,99, ,50.3, ,2.3, ,55.7, ,51.6, 
248,1/11/2019,11,0.03,R,0.01, ,130, ,11.9, ,56.6, ,45.6, ,50.8, ,99, ,82, ,94, ,49.1, ,3, ,72.5, ,51.7, 
248,1/12/2019,12,0.03,R,0, ,155, ,11.4, ,58.6, ,43.9, ,49.3, ,99, ,77, ,95, ,47.9, ,3.1, ,74.5, ,51.2, 
248,1/13/2019,13,0.03, ,0, ,169, ,9.4, ,52.3, ,35.7, ,43.1, ,100, ,95, ,100, ,43, ,2.9, ,68.5, ,49.1, 
248,1/14/2019,14,0.01, ,0.01, ,88, ,9.9, ,53.1, ,38.8, ,46.2, ,99, ,80, ,93, ,44.4, ,4.4, ,105.2, ,48.7, 
248,1/15/2019,15,0,R,0.2, ,32, ,11.3, ,54.1, ,45.6, ,49.6, ,97, ,84, ,93, ,47.7, ,2.7, ,65.8, ,49.2, 
248,1/16/2019,16,0.02,R,0.68, ,37, ,12.8, ,58.8, ,51.6, ,55, ,94, ,73, ,86, ,51, ,9.6,Y,230.7,Y,50.9, 
248,1/17/2019,17,0.03,R,0.08, ,109, ,12.4, ,60.5, ,49.1, ,55.5, ,95, ,73, ,82, ,50.2, ,3, ,70.9, ,52.6, 
248,1/18/2019,18,0.04, ,0, ,173, ,12.5, ,65.9, ,47.6, ,54.1, ,99, ,61, ,88, ,50.5, ,2.5, ,59.2, ,52.8, 
248,1/19/2019,19,0.06, ,0, ,241, ,13.4, ,68.3, ,50.2, ,56.3, ,99, ,57, ,86, ,52.3, ,2.7, ,64.1, ,53.9, 
248,1/20/2019,20,0.03, ,0, ,149, ,12.5, ,62.7, ,45.7, ,53.4, ,96, ,79, ,90, ,50.5, ,7.8, ,188, ,53.8, 
248,1/21/2019,21,0.07, ,0, ,292, ,8.9, ,59.4, ,40.1, ,49.2, ,92, ,52, ,74, ,41.4, ,6, ,145.1, ,51.4, 
248,1/22/2019,22,0.07, ,0, ,283, ,7.5, ,60.2, ,37.4, ,46.7, ,92, ,42, ,69, ,37, ,5.3, ,127.8, ,49.4, 
