56,1/1/2019,1,0.06, ,0, ,262, ,5.1, ,51.9, ,28, ,38.8, ,89, ,36, ,64, ,27.5, ,3.9, ,94.7, ,48.5, 
56,1/2/2019,2,0.05, ,0, ,264, ,5.4, ,55.5, ,26.4, ,38.6, ,98, ,33, ,68, ,29.2, ,2.4, ,56.7, ,47.4, 
56,1/3/2019,3,0.05, ,0, ,254, ,6.3, ,56.5, ,27.5, ,39.7, ,99, ,44, ,76, ,32.8, ,2.6, ,62.3, ,47, 
56,1/4/2019,4,0.05, ,0, ,242, ,7, ,58, ,29, ,41.2, ,99, ,51, ,80, ,35.5, ,2.3, ,55.9, ,46.9, 
56,1/5/2019,5,0, ,0.13, ,21, ,9.3, ,55.1, ,35.7, ,44.6, ,100, ,68, ,93, ,42.7, ,7.2, ,173.2, ,47.3, 
56,1/6/2019,6,0, ,0.44, ,56, ,10.6, ,51.5, ,37.6, ,46.3, ,100, ,95, ,99, ,46, ,12.6,Y,301.8,Y,48.4, 
56,1/7/2019,7,0.05, ,0.04, ,212, ,13.6, ,62.7, ,47.3, ,54.1, ,100, ,78, ,95, ,52.8, ,4.8, ,114.9, ,49.9, 
56,1/8/2019,8,0.02, ,0, ,103, ,13.3, ,60.7, ,47.2, ,53.3, ,100, ,88, ,96, ,52.2, ,5.6, ,133.4, ,51.3, 
56,1/9/2019,9,0.03, ,0, ,97, ,13.5, ,62.5, ,49.3, ,56.4,Y,100, ,73, ,87,Y,52.5,Y,7.1, ,170.5, ,52.4, 
56,1/10/2019,10,0.01, ,0,R,2, ,13, ,54.7, ,49.6, ,51.6, ,100, ,100, ,100, ,51.6, ,4.6, ,110, ,53, 
56,1/11/2019,11,0.01, ,0, ,70, ,12, ,54.1, ,45.7, ,49.4, ,100, ,98, ,100, ,49.4, ,5.9, ,142.6, ,53, 
56,1/12/2019,12,0.03, ,0, ,150, ,11.7, ,60.9, ,42.8, ,49.3, ,100, ,76, ,98, ,48.7, ,3.5, ,84.9, ,52.8, 
56,1/13/2019,13,0.04, ,0.01, ,197, ,10.8, ,59.5, ,37.9, ,47, ,100, ,79, ,98, ,46.6, ,2.7, ,64.6, ,52.2, 
56,1/14/2019,14,0.01, ,0.02, ,63, ,11.2, ,55.7, ,42.8, ,48.1, ,100, ,85, ,98, ,47.6, ,4.9, ,116.5, ,52.1, 
56,1/15/2019,15,0.01, ,0.36, ,29, ,11.8, ,55.5, ,43.9, ,50.3, ,100, ,83, ,95, ,48.9, ,9.2, ,221.5, ,52.1, 
56,1/16/2019,16,0.03, ,0.11, ,80, ,13.6, ,60, ,51.2, ,55.7, ,100, ,73, ,90, ,52.8, ,13,R,311.8,R,52.5, 
56,1/17/2019,17,0.02, ,0.24, ,114, ,14.7,Y,60.8, ,50.3, ,56.3, ,100, ,75, ,95,Y,54.8,Y,4.8, ,114.3, ,53.6, 
56,1/18/2019,18,0.05, ,0, ,196, ,13.2, ,63.2, ,47.7, ,53.9, ,100, ,68, ,93, ,51.9, ,3.5, ,83.3, ,54.2, 
