235,1/1/2019,1,0.1, ,0, ,242, ,4.6, ,56, ,34.4, ,42.7, ,77, ,30, ,49, ,24.9, ,8.5, ,204.1, ,45.5, 
235,1/2/2019,2,0.05, ,0, ,236, ,6.1, ,53.9, ,27.8, ,39, ,94, ,49, ,75, ,31.9, ,1.6, ,38.1, ,45.1, 
235,1/3/2019,3,0.05, ,0, ,214, ,6.6, ,55.2, ,29.4, ,39.7, ,96, ,51, ,80, ,34, ,2.5, ,59.1, ,44.7, 
235,1/4/2019,4,0.04, ,0, ,208, ,6.7, ,57.3, ,28.7, ,39.1, ,96, ,47, ,82, ,34.2, ,1.3, ,31.5, ,44.7, 
235,1/5/2019,5,0.01, ,0.25, ,23, ,8.4, ,51.3, ,32, ,42.8, ,96, ,71, ,90, ,40.1, ,7.8, ,186.2, ,44.6, 
235,1/6/2019,6,0.01, ,1.29, ,34, ,10, ,49.6, ,42.8, ,47, ,95, ,88, ,91, ,44.6, ,11.7, ,279.9, ,46.3, 
235,1/7/2019,7,0.03, ,0.01, ,126, ,11, ,57.8, ,47.3, ,50.3, ,96, ,66, ,89, ,47, ,5.3, ,126.3, ,48.4, 
235,1/8/2019,8,0, ,0.06, ,60, ,11.2, ,54.4, ,44.2, ,49, ,96, ,91, ,94, ,47.4, ,2.9, ,69.4, ,49.2, 
235,1/9/2019,9,0.04, ,0.37, ,134, ,12.7, ,62.5, ,51.3, ,55.6, ,93, ,70, ,84, ,50.8, ,7.9, ,190.3, ,50.9, 
235,1/10/2019,10,0.01, ,0.01, ,92, ,11.3, ,52, ,41.7, ,48.5, ,97, ,95, ,97, ,47.7, ,2.7, ,65.2, ,51.2, 
235,1/11/2019,11,0.03, ,0.01, ,155, ,11.5, ,57.7, ,45.2, ,49.8, ,98, ,80, ,94, ,48.2, ,3.4, ,80.8, ,51.8, 
235,1/12/2019,12,0.05, ,0, ,241, ,9.7, ,62.8, ,37, ,48.2, ,98, ,56, ,85, ,43.8, ,1.6, ,38.4, ,51, 
235,1/13/2019,13,0.06, ,0, ,236, ,9.6, ,64.5, ,38.3, ,48.5, ,97, ,53, ,83, ,43.5, ,2.3, ,55.8, ,50.1, 
235,1/14/2019,14,0.02, ,0.08, ,88, ,9.2, ,53.4, ,36, ,46, ,97, ,68, ,87, ,42.4, ,2.7, ,64.7, ,49.3, 
235,1/15/2019,15,0, ,0.67, ,47, ,10.8, ,53.3, ,40.9, ,48.6, ,96, ,87, ,92, ,46.5, ,4.7, ,113.1, ,49.7, 
235,1/16/2019,16,0.01, ,1.33, ,27, ,12.3, ,57.7, ,51.1, ,54, ,93, ,76, ,87, ,50.1, ,13.3,Y,319,Y,51.1, 
235,1/17/2019,17,0.04, ,0.01, ,127, ,11.8, ,59.9, ,50.8, ,54.4, ,90, ,69, ,82, ,49, ,8.7, ,209.1, ,52.3, 
235,1/18/2019,18,0.02, ,0.02, ,103, ,12.1, ,57.8, ,49.7, ,52.9, ,95, ,78, ,89, ,49.7, ,2.9, ,68.8, ,52.6, 
235,1/19/2019,19,0.05, ,0, ,209, ,13, ,66.1, ,51.5, ,56.4,Y,95, ,65, ,83,Y,51.4,Y,2.5, ,60.9, ,54, 
235,1/20/2019,20,0.04, ,0.1, ,124, ,11.7, ,62.4, ,47.5, ,54.6, ,93, ,65, ,80, ,48.7, ,9.2, ,220.2, ,54.4, 
235,1/21/2019,21,0.07, ,0, ,279, ,8.5, ,59.1, ,37.5, ,48.2, ,95, ,53, ,74, ,40.4, ,4.6, ,110.7, ,52.7, 
235,1/22/2019,22,0.08, ,0, ,274, ,7.2, ,62.1, ,40.8, ,48.5, ,89, ,37, ,62, ,36.2, ,7.1, ,169.4, ,51.3, 
235,1/23/2019,23,0.06, ,0, ,279, ,8.6, ,59.3, ,34.2, ,46.5, ,96, ,52, ,80, ,40.5, ,3, ,72.3, ,50.3, 
235,1/24/2019,24,0.06, ,0, ,290, ,8.6, ,60.2, ,32.6, ,45.6, ,96, ,57, ,83, ,40.7, ,1.7, ,40.7, ,49.9, 
235,1/25/2019,25,0.07, ,0, ,297, ,9, ,66, ,36.4, ,48, ,97, ,45, ,79, ,41.7, ,2, ,49.1, ,49.9, 
