70,1/1/2019,1,0.05, ,0, ,249, ,4.7, ,53.3, ,30, ,39.1, ,79, ,33, ,58, ,25.8, ,3, ,72.5, ,48.5, 
70,1/2/2019,2,0.05, ,0, ,252, ,5.7, ,55.5, ,28, ,39, ,98, ,37, ,71, ,30.3, ,2.1, ,50.7, ,47.8, 
70,1/3/2019,3,0.05, ,0, ,241, ,6.4, ,56, ,25.8, ,38.1, ,98, ,50, ,83, ,33.3, ,2.1, ,51.6, ,47.3, 
70,1/4/2019,4,0.05, ,0, ,232, ,6.8, ,57.7, ,28.8, ,39.5, ,99, ,51, ,83, ,34.6, ,2.1, ,51.5, ,47.1, 
70,1/5/2019,5,0.01, ,0.11, ,44, ,8.8, ,53, ,32.1, ,44.2, ,98, ,69, ,89, ,41.2, ,6.5, ,156.4, ,47.2, 
70,1/6/2019,6,0, ,0.26, ,32, ,10.5, ,51.3, ,41.6, ,47.4, ,100, ,85, ,94, ,45.9, ,10.4,Y,249.4,Y,48.2, 
70,1/7/2019,7,0.04, ,0, ,162, ,12.7, ,63.5, ,49.6, ,54, ,99, ,69, ,89, ,51, ,4.8, ,115.5, ,49.2, 
70,1/8/2019,8,0.01, ,0, ,70, ,12.6, ,59.7, ,47.6, ,52.9, ,100, ,73, ,92, ,50.6, ,5.1, ,121.9, ,50.2, 
70,1/9/2019,9,0.04, ,0, ,120, ,13.3, ,61.4, ,49.6, ,56.9, ,98, ,69, ,84, ,52.2, ,6.6, ,158.3, ,51, 
70,1/10/2019,10,0.01, ,0, ,83, ,12.7, ,53.6, ,48.6, ,51.4, ,100, ,95, ,98, ,50.8, ,2.8, ,67.6, ,51.6, 
70,1/11/2019,11,0.03, ,0, ,137, ,11.7, ,57.7, ,43.8, ,50.8, ,100, ,79, ,92, ,48.6, ,5.3, ,126.9, ,51.8, 
70,1/12/2019,12,0.03, ,0, ,163, ,11.3, ,60.4, ,42.8, ,49.9, ,100, ,70, ,93, ,47.9, ,3.7, ,88.5, ,51.6, 
70,1/13/2019,13,0.03, ,0, ,166, ,9.3, ,55.6, ,36.1, ,43.5, ,100, ,79, ,97, ,42.8, ,2.2, ,53.6, ,51, 
70,1/14/2019,14,0.01, ,0, ,79, ,9.9, ,54, ,36.7, ,46.2, ,100, ,76, ,92, ,44.2, ,3.2, ,75.8, ,50.4, 
70,1/15/2019,15,0.01, ,0, ,39, ,11.2, ,54.5, ,46.1, ,50, ,97, ,81, ,91, ,47.4, ,7.3, ,174.1, ,50.7, 
70,1/16/2019,16,0.03, ,0, ,41, ,12.4, ,61.3, ,52.8, ,56, ,93, ,60, ,81, ,50.3, ,11.1,Y,267.2,Y,51.2, 
70,1/17/2019,17,0.03, ,0, ,109, ,12.5, ,62.4, ,49.7, ,55.5, ,95, ,64, ,83, ,50.4, ,3.7, ,88.4, ,52, 
70,1/18/2019,18,0.04, ,0, ,170, ,12.1, ,62.9, ,47.9, ,54.1, ,99, ,59, ,84, ,49.5, ,2.2, ,51.9, ,52.3, 
70,1/19/2019,19,0.07, ,0, ,248, ,12.7, ,68.8, ,51.3, ,57.1, ,97, ,50, ,80, ,50.9, ,2.7, ,65.8, ,52.6, 
70,1/20/2019,20,0.03, ,0, ,133, ,12.6, ,64.2, ,45, ,53.6, ,95, ,79, ,90, ,50.6, ,5.8, ,138.5, ,52.9, 
70,1/21/2019,21,0.07, ,0, ,292, ,8.7, ,58, ,38.7, ,48.9, ,98, ,48, ,73, ,40.8, ,5.4, ,128.5, ,52.5, 
