227,3/4/2019,63,0.05, ,0, ,231, ,6.3, ,52, ,41.1, ,45.4, ,71, ,52, ,61, ,32.8, ,2.2, ,52.2, ,52.3, 
227,3/5/2019,64,0.04, ,0.24, ,93, ,6.7, ,52.6, ,43, ,47.9, ,69, ,50, ,59, ,34.4, ,4.7, ,113.3, ,52.1, 
227,3/6/2019,65,0.07, ,0.49, ,174, ,7.7, ,57.5, ,45.9, ,49.8, ,75, ,52, ,63, ,37.7, ,7, ,166.9, ,52.3, 
227,3/7/2019,66,0.02, ,1.12, ,117, ,6.5, ,46.1, ,39.1, ,42.3, ,73, ,67, ,71, ,33.7, ,3.1, ,74.5, ,52.2, 
227,3/8/2019,67,0.07, ,0, ,282, ,4.8, ,47.2, ,36.4, ,40.5, ,70, ,43, ,56, ,26.2, ,4.4, ,105.4, ,51.7, 
227,3/9/2019,68,0.06, ,0, ,213, ,4.4, ,47.4, ,31.9, ,40.8, ,61, ,42, ,51, ,24.2, ,5, ,119.4, ,51.1, 
227,3/10/2019,69,0.07, ,0, ,281, ,4.8, ,51.7, ,34.7, ,42.4, ,61, ,44, ,52, ,25.9, ,3.1, ,75.4, ,50.8, 
227,3/11/2019,70,0.13, ,0, ,466, ,4.7, ,57.9, ,34.2, ,45.9, ,56, ,36, ,44, ,25.5, ,3.6, ,86.1, ,50.7, 
227,3/12/2019,71,0.1, ,0.06, ,362, ,4.5, ,55.2, ,35.1, ,45.1, ,55, ,34, ,44, ,24.7, ,3.9, ,93.5, ,50.9, 
227,3/13/2019,72,0.14, ,0, ,486, ,3.6,Y,56.2, ,31, ,44.7, ,49, ,29, ,35,Y,19,Y,4.8, ,114.5, ,50.4, 
227,3/14/2019,73,0.13, ,0, ,487, ,3.9,Y,57.1, ,31.7, ,45.9, ,45, ,28, ,37,Y,21.3,Y,3.6, ,85.7, ,50.3, 
227,3/15/2019,74,0.13, ,0, ,485, ,4.7, ,61.5, ,35, ,49.1, ,47, ,31, ,39, ,25.6, ,3.2, ,77.2, ,51.1, 
227,3/16/2019,75,0.14, ,0, ,498, ,5.2, ,64.6, ,36.8, ,51.7, ,48, ,31, ,40, ,28.1, ,3, ,71.7, ,51.8, 
227,3/17/2019,76,0.14, ,0, ,480, ,6.1, ,66.2, ,42.3, ,54.1, ,49, ,34, ,43, ,32.1, ,3, ,73.1, ,52.8, 
227,3/18/2019,77,0.15, ,0, ,507, ,7, ,72.5, ,41.3, ,57.5, ,49, ,34, ,43, ,35.4, ,3.3, ,78.7, ,53.6, 
227,3/19/2019,78,0.1, ,0.08, ,288, ,7.8, ,67.6, ,45.3, ,57.1, ,54, ,44, ,49, ,38.2, ,3,Y,72.6,Y,54.5, 
227,3/20/2019,79,0.08, ,0.28, ,235, ,5.9, ,55.9, ,44.5, ,47.9, ,56, ,44, ,51, ,30.9, ,4, ,95.7, ,54.7, 
227,3/21/2019,80,0.13, ,0, ,469, ,5.3, ,57.6, ,40.9, ,48.8, ,53, ,36, ,45, ,28.6, ,2.9,Y,70,Y,55, 
227,3/22/2019,81,0.07, ,0.31, ,224, ,5.4, ,55.2, ,36.4, ,47, ,55, ,41, ,50, ,29.2, ,2.8,Y,67.8,Y,54.7, 
227,3/23/2019,82,0.11, ,1.13, ,402, ,5.5, ,56, ,37.8, ,47.5, ,57, ,38, ,49, ,29.4, ,3.3, ,79.5, ,54.5, 
227,3/24/2019,83,0.13, ,0, ,451, ,4.8, ,59.1, ,36.2, ,47.6, ,53, ,33, ,43, ,26.3, ,2.8,Y,67.6,Y,54.5, 
227,3/25/2019,84,0.09, ,0, ,254, ,5.6, ,63.4, ,39.7, ,51.7, ,53, ,32, ,43, ,29.9, ,3.8, ,91.4, ,54.5, 
227,3/26/2019,85,0.1, ,0.04, ,296, ,6.7, ,59.8, ,46.7, ,52.7, ,56, ,41, ,49, ,34.1, ,3.1, ,75.2, ,55.4, 
227,3/27/2019,86,0.07, ,0.55, ,167, ,6.6, ,60.5, ,39.9, ,51.2, ,60, ,42, ,51, ,33.9, ,4.2, ,101.4, ,55.8, 
227,3/28/2019,87,0.12, ,0.02, ,413, ,5.3, ,56.9, ,38.5, ,46.4, ,61, ,37, ,50, ,28.6, ,3.7, ,89.2, ,55, 
227,3/29/2019,88,0.14, ,0, ,546, ,5.5, ,58.1, ,37.1, ,47.8, ,58, ,38, ,49, ,29.4, ,3.2, ,75.8, ,55.8, 
227,3/30/2019,89,0.15, ,0, ,547, ,5.5, ,62.8, ,37.6, ,49.7, ,56, ,32, ,45, ,29.3, ,2.9,Y,69.8,Y,55.9, 
227,3/31/2019,90,0.16, ,0, ,549, ,5.9, ,66.8, ,41, ,54, ,48, ,32, ,41, ,31.1, ,3.1,Y,74.1,Y,56.5, 
227,4/1/2019,91,0.08, ,0.28, ,227, ,6.8, ,66.6, ,47.7, ,55.4, ,53, ,37, ,45, ,34.5, ,3.2, ,76.3, ,57.2, 
227,4/2/2019,92,0.05, ,0.49, ,174, ,7.2, ,57.4, ,47.6, ,50.6, ,63, ,50, ,57, ,36, ,2.5,Y,60.1,Y,57.3, 
227,4/3/2019,93,0.1, ,0, ,359, ,7.3, ,58.4, ,43.5, ,51.2, ,64, ,49, ,57, ,36.4, ,2.6,Y,61.8,Y,57.5, 
227,4/4/2019,94,0.06, ,0, ,236, ,7.5, ,56.9, ,46.2, ,51.1, ,66, ,52, ,59, ,37.2, ,2.5,Y,60.6,Y,58, 
227,4/5/2019,95,0.05, ,0.14, ,197, ,7, ,55, ,42.7, ,48.8, ,67, ,51, ,60, ,35.5, ,2.7,Y,64.5,Y,57.6, 
227,4/6/2019,96,0.13, ,0, ,407, ,7.6, ,63.7, ,44, ,54.5, ,62, ,44, ,52, ,37.5, ,3.1, ,75.3, ,57.6, 
227,4/7/2019,97,0.17, ,0, ,544, ,9, ,68.5, ,47, ,57.9, ,66, ,45, ,55, ,41.8, ,2.8,Y,67.1,Y,59.3, 
227,4/8/2019,98,0.14, ,0.12, ,417, ,8.9, ,67.3, ,48.9, ,58.2, ,67, ,45, ,54, ,41.6, ,3.8, ,92.2, ,60.5, 
227,4/9/2019,99,0.13, ,0.11, ,455, ,6.3, ,60.9, ,40.2, ,50, ,64, ,39, ,51, ,32.7, ,3.9, ,94.5, ,60.8, 
227,4/10/2019,100,0.18, ,0, ,595, ,4.9, ,63.5, ,37.1, ,51.6, ,47, ,30, ,38, ,26.7, ,4.3, ,103.1, ,59.1, 
227,4/11/2019,101,0.1, ,0, ,349, ,5.3, ,60.7, ,40, ,50.2, ,49, ,34, ,43, ,28.7, ,3.2, ,77.5, ,58.7, 
227,4/12/2019,102,0.18, ,0, ,600, ,5.7, ,67.1, ,36.8, ,52.3, ,51, ,33, ,42, ,30.2, ,3.7, ,89.9, ,58.4, 
227,4/13/2019,103,0.19, ,0, ,581, ,6.7, ,68.7, ,41.3, ,56.6, ,47, ,36, ,43, ,34.3, ,3.7, ,87.7, ,59.1, 
227,4/14/2019,104,0.18, ,0, ,530, ,7.2, ,68, ,46.7, ,57, ,49, ,39, ,45, ,36.1, ,4.1, ,97.6, ,60, 
227,4/15/2019,105,0.06, ,0.31, ,199, ,5.5, ,55.4, ,42.4, ,48.9, ,52, ,41, ,47, ,29.6, ,3.1,Y,74.8,Y,60, 
227,4/16/2019,106,0.13, ,0.39, ,441, ,6.3, ,61, ,44.6, ,50.4, ,54, ,42, ,50, ,32.6, ,3.4, ,81.1, ,59, 
227,4/17/2019,107,0.18, ,0, ,602, ,6.8, ,68.4, ,41.8, ,55.5, ,55, ,35, ,45, ,34.7, ,3.3,Y,78,Y,59.7, 
227,4/18/2019,108,0.2, ,0, ,611, ,8.3, ,76.6, ,47, ,62.1, ,51, ,35, ,44, ,39.8, ,2.8,Y,66.9,Y,61.1, 
227,4/19/2019,109,0.19, ,0, ,547, ,9, ,78, ,49.5, ,64.9, ,50, ,33, ,43, ,41.9, ,3.1,Y,74.4,Y,62.3, 
227,4/20/2019,110,0.16, ,0, ,523, ,7.7, ,63.8, ,43.3, ,54.3, ,100, ,39, ,53, ,37.7, ,4, ,95.5, ,62.5, 
227,4/21/2019,111,0.19,R,0, ,628, ,9.2, ,69.7, ,39.7, ,55, ,100, ,38, ,62, ,42.3, ,3.7, ,89.3, ,61.7, 
227,4/22/2019,112,0.22, ,0, ,638, ,9.6, ,78.5, ,47, ,64.4, ,63, ,36, ,47, ,43.5, ,3.9, ,93.9, ,61.9, 
227,4/23/2019,113,0.21, ,0, ,617, ,12.1, ,79, ,50.5, ,66.1, ,81, ,28, ,55, ,49.5, ,3.1,Y,74.5,Y,62.7, 
227,4/24/2019,114,0.21, ,0, ,619, ,16,R,81.9, ,57.4, ,70, ,82, ,52, ,--,R,--,I,3.2,Y,76.2,Y,64.1, 
227,4/25/2019,115,0.21, ,0, ,629, ,16.7,R,82.1, ,56.6, ,69.2, ,98, ,51, ,--,R,--,I,3,Y,72.8,Y,65.3,Y
227,4/26/2019,116,0.21, ,0, ,636, ,12, ,79.3, ,53.6, ,67.1, ,84, ,30, ,53, ,49.3, ,3.2,Y,76.1,Y,65.9,Y
227,4/27/2019,117,0.2, ,0, ,645, ,11.5, ,75.4, ,50.2, ,62.5, ,98, ,34, ,60, ,48.3, ,3.3,Y,79.5,Y,65.9,Y
227,4/28/2019,118,0.19, ,0, ,628, ,11.4, ,73.5, ,46.2, ,59.6, ,97, ,39, ,66, ,48, ,3.3,Y,78.6,Y,65.7, 
227,4/29/2019,119,0.18, ,0, ,628, ,11.6, ,69.7, ,44, ,56.4, ,100, ,46, ,75, ,48.6, ,3.3,Y,78.5,Y,65.4, 
227,4/30/2019,120,0.06,R,0, ,272, ,11.5, ,62.8, ,44.7, ,51.1, ,100, ,46, ,90, ,48.2, ,2.4,Y,57.3,Y,64.3, 
227,5/1/2019,121,0.2, ,0, ,636, ,8.2, ,69.2, ,41.8, ,56.6, ,83, ,28, ,52, ,39.3, ,3.4, ,80.7, ,63.4, 
227,5/2/2019,122,0.21, ,0, ,655, ,9.7, ,74.4, ,44.7, ,60.6, ,83, ,39, ,53, ,43.6, ,3.6, ,86.8, ,63.9, 
227,5/3/2019,123,0.21, ,0, ,622, ,8.8, ,75.7, ,47.6, ,62.4, ,68, ,24, ,46, ,41.3, ,3.2,Y,75.9,Y,64.5, 
227,5/4/2019,124,0.21, ,0, ,659, ,8.2, ,75.7, ,44.1, ,60.8, ,97, ,19, ,45, ,39.4, ,3.1,Y,73.4,Y,65, 
227,5/5/2019,125,0.17, ,0, ,583, ,9.9, ,66.7, ,41.5, ,53.6, ,98, ,48, ,70, ,44.2, ,3.3,Y,78.3,Y,64.7, 
227,5/6/2019,126,0.13,R,0, ,494, ,12, ,62, ,42.8, ,51.5, ,100, ,63, ,93, ,49.4, ,3,Y,70.8,Y,64.6, 
227,5/7/2019,127,0.18,R,0, ,624, ,13.4, ,70.6, ,42.2, ,55.8, ,100, ,49, ,88, ,52.4, ,2.9,Y,68.8,Y,64.7, 
227,5/8/2019,128,0.19,R,0, ,614, ,14.1,Y,73, ,45.7, ,59.3, ,100, ,44, ,82,Y,53.8,Y,2.9,Y,70.7,Y,66.6, 
227,5/9/2019,129,0.17,R,0, ,585, ,14.9,Y,70, ,47.9, ,57, ,100, ,44, ,94,Y,55.3,Y,2.9,Y,69.6,Y,68.2, 
227,5/10/2019,130,0.22, ,0, ,639, ,9.6, ,73.6, ,44.9, ,61.8, ,100, ,31, ,51, ,43.4, ,3.6, ,85.3, ,67.6, 
227,5/11/2019,131,0.21, ,0, ,637, ,8.8, ,74.6, ,47.3, ,61.1, ,55, ,40, ,48, ,41.1, ,2.9,Y,68.6,Y,67.6, 
227,5/12/2019,132,0.22, ,0, ,639, ,9.6, ,77.1, ,49.7, ,63.4, ,56, ,42, ,48, ,43.6, ,3.4,Y,80.6,Y,67.9, 
227,5/13/2019,133,0.21, ,0, ,625, ,9.4, ,76.2, ,47.6, ,61.3, ,57, ,42, ,51, ,42.8, ,3.5, ,84.6, ,67.9, 
227,5/14/2019,134,0.16, ,0, ,483, ,10.5, ,71.9, ,46.6, ,58.2, ,85, ,50, ,63, ,45.7, ,3.1,Y,74.5,Y,67.5, 
227,5/15/2019,135,0.05,R,0.52, ,220, ,12.9, ,64.4, ,50.7, ,56.3, ,100, ,52, ,83, ,51.3, ,4, ,96.7, ,66.9, 
227,5/16/2019,136,0.05,R,1.6, ,266, ,13.1, ,54.2, ,44.5, ,47.6, ,100, ,83, ,100, ,51.7, ,4.1, ,98.9, ,64.5, 
227,5/17/2019,137,0.11,R,0.06, ,446, ,9.9, ,60.8, ,43.5, ,49.7, ,100, ,41, ,82, ,44.3, ,3.4,Y,82.8,Y,63.4, 
227,5/18/2019,138,0.07, ,0.33, ,244, ,8.2, ,58.4, ,42, ,49.3, ,100, ,42, ,68, ,39.3, ,3.9, ,94.5, ,63.2, 
227,5/19/2019,139,0.09, ,1.1, ,334, ,6.4, ,54.8, ,41.2, ,46.3, ,66, ,42, ,60, ,33.1, ,3.7, ,89.6, ,61.7, 
227,5/20/2019,140,0.18, ,0, ,607, ,6.2, ,60.7, ,36.4, ,50.1, ,63, ,40, ,50, ,32.3, ,3.3,Y,79.1,Y,61.9, 
227,5/21/2019,141,0.07, ,1.92, ,244, ,6.9, ,56.9, ,42.4, ,46.9, ,70, ,49, ,63, ,35.1, ,3.9, ,92.5, ,62.1, 
227,5/22/2019,142,0.16, ,0.01, ,504, ,7.8, ,65.1, ,42.2, ,53.3, ,72, ,43, ,56, ,38, ,3.4,Y,82.1,Y,60.7, 
227,5/23/2019,143,0.13, ,0.22, ,413, ,8.7, ,68.5, ,48.3, ,55.7, ,76, ,41, ,57, ,40.8, ,3.7, ,87.8, ,62.7, 
227,5/24/2019,144,0.17, ,0.01, ,567, ,9.5, ,68.3, ,45.9, ,56.6, ,71, ,46, ,61, ,43.3, ,2.8,Y,66.4,Y,63.7, 
227,5/25/2019,145,0.17, ,0, ,566, ,8.8, ,66.8, ,46.8, ,56.2, ,73, ,42, ,57, ,41.2, ,3.5,Y,84,Y,64.8, 
227,5/26/2019,146,0.07, ,0.49, ,265, ,6.7, ,54.4, ,41.3, ,47.3, ,69, ,48, ,60, ,34.2, ,4, ,95.6, ,64.1, 
227,5/27/2019,147,0.09, ,0, ,334, ,7.3, ,60.7, ,43.7, ,51.9, ,71, ,43, ,56, ,36.5, ,2.3,R,54.9,R,63.1, 
227,5/28/2019,148,0.17, ,0, ,559, ,9.4, ,71.7, ,45.7, ,56.8, ,72, ,42, ,59, ,42.8, ,3,Y,70.9,Y,64, 
227,5/29/2019,149,0.23, ,0, ,674, ,10.1, ,77.6, ,53, ,64.6, ,67, ,33, ,49, ,44.7, ,3,Y,71.2,Y,65.9, 
227,5/30/2019,150,0.23, ,0, ,672, ,9.1, ,76.6, ,49.7, ,63, ,55, ,34, ,46, ,42, ,3,Y,72.9,Y,67.2, 
227,5/31/2019,151,0.23, ,0.02, ,649, ,8.9, ,80.3, ,51.2, ,64.5, ,58, ,32, ,43, ,41.5, ,3.2,Y,77.6,Y,68.1, 
227,6/1/2019,152,0.24, ,0, ,666, ,11.1, ,81.9, ,53.6, ,68.2, ,71, ,38, ,47, ,47.2, ,3.2,Y,75.6,Y,68.8, 
227,6/2/2019,153,0.21, ,0, ,626, ,15, ,78.4, ,52.3, ,65.4, ,100, ,52, ,70, ,55.5, ,3,Y,71,Y,69.6, 
227,6/3/2019,154,0.23, ,0, ,686, ,17.4,Y,83.5, ,53.4, ,68.7, ,100, ,44, ,73,Y,59.5,Y,3,Y,72.8,Y,70.3, 
227,6/4/2019,155,0.24, ,0, ,675, ,18.6,R,87.5, ,60.3, ,73.7, ,100, ,45, ,--,R,--,I,2.9,Y,69.3,Y,71.4, 
227,6/5/2019,156,0.25, ,0, ,680, ,18.9,R,90.4, ,60.8, ,76.4, ,99, ,35, ,--,R,--,I,2.8,Y,67.1,Y,72.4, 
227,6/6/2019,157,0.24, ,0, ,700, ,12.2, ,77.6, ,51.1, ,65.6, ,100, ,28, ,57, ,49.8, ,3.7, ,89.4, ,72.7, 
227,6/7/2019,158,0.23, ,0, ,710, ,8.8, ,72.1, ,44.4, ,58.6, ,93, ,24, ,52, ,41.2, ,3.9, ,93.8, ,72, 
227,6/8/2019,159,0.25, ,0, ,709, ,8.7, ,81.9, ,45.7, ,65.3, ,81, ,23, ,41, ,41, ,3.7,Y,88.9,Y,70.8, 
227,6/9/2019,160,0.26, ,0, ,674, ,9.9, ,87.9, ,56.9, ,73.4, ,60, ,20, ,35, ,44.2, ,2.9,Y,70.1,Y,71.3, 
227,6/10/2019,161,0.27, ,0, ,692, ,11.5, ,93.7, ,59.2, ,77.6, ,67, ,17, ,35, ,48.1, ,2.6,R,62.3,R,72.4, 
227,6/11/2019,162,0.27, ,0, ,678, ,12.7, ,94.9, ,59.6, ,79.3, ,68, ,18, ,37, ,50.9, ,2.4,R,56.8,R,73.4, 
227,6/12/2019,163,0.27, ,0, ,667, ,13.2, ,94.7, ,65, ,80, ,70, ,20, ,38, ,52, ,2.5,R,60.9,R,74.4, 
227,6/13/2019,164,0.24, ,0, ,650, ,15.1, ,86.3, ,59.5, ,72, ,94, ,34, ,56, ,55.6, ,2.7,R,66,R,74.6, 
