227,1/1/2019,1,0.06, ,0, ,226, ,2.9, ,49.6, ,31.1, ,39.2, ,47, ,26, ,35, ,14, ,3.6, ,86.8, ,46.9, 
227,1/2/2019,2,0.05, ,0, ,210, ,3.5, ,49.6, ,28.1, ,37.4, ,51, ,39, ,47, ,18.9, ,2.6, ,61.8, ,46.5, 
227,1/3/2019,3,0.05, ,0, ,199, ,3.9, ,55, ,30.6, ,40.9, ,49, ,32, ,44, ,21, ,2.7, ,63.7, ,46.4, 
227,1/4/2019,4,0.06, ,0, ,202, ,4.1, ,55.4, ,33.3, ,42.5, ,49, ,35, ,44, ,22.4, ,3, ,73, ,46.7, 
227,1/5/2019,5,0.04, ,0.5, ,23, ,4.5, ,50.5, ,35, ,42.3, ,53, ,42, ,49, ,24.4, ,5.9, ,142.7, ,46.6, 
227,1/6/2019,6,0.05, ,1.04, ,38, ,4.8, ,47.5, ,40.3, ,42.8, ,54, ,48, ,51, ,25.9, ,9.1, ,218.4, ,46.7, 
227,1/7/2019,7,0.04, ,0.12, ,105, ,6.9, ,54.3, ,46, ,48.7, ,65, ,54, ,59, ,35.1, ,3.5, ,83.5, ,47.8, 
227,1/8/2019,8,0.06, ,0, ,110, ,6.3, ,59.1, ,41.4, ,51.8, ,60, ,39, ,48, ,32.8, ,4.1, ,97.3, ,49.1, 
227,1/9/2019,9,0.05, ,0.66, ,80, ,7, ,55.7, ,46.6, ,50.2, ,66, ,44, ,56, ,35.3, ,6.1, ,146.6, ,50.1, 
227,1/10/2019,10,0.05, ,0.01, ,231, ,6.7, ,57.1, ,38.8, ,47.3, ,71, ,46, ,60, ,34.2, ,2.2, ,52.9, ,50.5, 
227,1/11/2019,11,0.06, ,0, ,202, ,5, ,60.4, ,36, ,46.1, ,64, ,34, ,47, ,27.1, ,3.1, ,74.4, ,50.3, 
227,1/12/2019,12,0.07, ,0, ,214, ,5, ,58.2, ,35.4, ,47, ,55, ,35, ,46, ,27.2, ,3.1, ,74.9, ,49.9, 
227,1/13/2019,13,0.06, ,0, ,235, ,4.9, ,58.2, ,35.1, ,46.3, ,53, ,37, ,46, ,26.6, ,2.9, ,68.7, ,49.7, 
227,1/14/2019,14,0.05, ,0.14, ,103, ,4.3, ,55.1, ,38.1, ,46.6, ,51, ,29, ,39, ,23.2, ,3.1, ,74.5, ,49.4, 
227,1/15/2019,15,0.05, ,0.55, ,33, ,5.2, ,48.6, ,42.7, ,46.4, ,55, ,43, ,49, ,28.2, ,6.4, ,154.2, ,49.4, 
227,1/16/2019,16,0.07, ,1.38, ,49, ,6.5, ,57, ,46.3, ,51, ,59, ,40, ,51, ,33.4, ,10.4,Y,248.8,Y,49.7, 
227,1/17/2019,17,0.03, ,1.01, ,54, ,6.9, ,50.6, ,42.7, ,47.6, ,66, ,57, ,61, ,34.9, ,4.8, ,116.2, ,50.1, 
227,1/18/2019,18,0.03, ,0, ,112, ,6.7, ,55.1, ,43.4, ,48.6, ,66, ,45, ,57, ,34.2, ,2, ,46.9, ,50.5, 
227,1/19/2019,19,0.06, ,0, ,207, ,7.6, ,60.8, ,45.9, ,51.7, ,70, ,50, ,58, ,37.4, ,2.4, ,57.4, ,51.8,Y
227,1/20/2019,20,0.03, ,0.8, ,55, ,7.3, ,53.1, ,39.6, ,48, ,71, ,53, ,64, ,36.4, ,5.1, ,122.9, ,52,Y
227,1/21/2019,21,0.05, ,0.04, ,212, ,5, ,49.1, ,33.1, ,41.2, ,67, ,46, ,57, ,27.2, ,3.4, ,81.3, ,51.5,Y
227,1/22/2019,22,0.06, ,0, ,266, ,4, ,48.9, ,30.3, ,39.7, ,63, ,34, ,48, ,21.8, ,3, ,71.1, ,50.1, 
227,1/23/2019,23,0.06, ,0, ,265, ,4.9, ,54.7, ,33.5, ,42.8, ,61, ,42, ,52, ,26.5, ,2.7, ,64.7, ,49.5, 
227,1/24/2019,24,0.06, ,0, ,283, ,5.2, ,53.8, ,33.6, ,43, ,63, ,47, ,56, ,28.2, ,2.8, ,66.4, ,49.4, 
227,1/25/2019,25,0.07, ,0, ,276, ,4.8, ,58.5, ,34.8, ,46, ,57, ,35, ,46, ,26.2, ,2.5, ,59.1, ,49.3, 
227,1/26/2019,26,0.07, ,0, ,215, ,5.1, ,61, ,36.6, ,48.3, ,55, ,35, ,45, ,27.7, ,2.5, ,60.1, ,49.4, 
227,1/27/2019,27,0.09, ,0, ,286, ,5.3, ,66.4, ,40, ,51.6, ,49, ,31, ,41, ,28.4, ,2.8, ,66.6, ,49.9, 
227,1/28/2019,28,0.06, ,0, ,184, ,5.9, ,60.4, ,41.7, ,50.2, ,56, ,40, ,47, ,30.9, ,2.7, ,65.4, ,50.5, 
227,1/29/2019,29,0.07, ,0, ,218, ,6.4, ,61.2, ,43.5, ,50.9, ,58, ,43, ,50, ,33, ,2.5, ,59.6, ,51.2,Y
227,1/30/2019,30,0.08, ,0, ,255, ,6.3, ,61.8, ,42.6, ,50.3, ,58, ,42, ,51, ,32.7, ,2.7, ,63.7, ,51.5,Y
227,1/31/2019,31,0.08, ,0, ,275, ,6.3, ,63.5, ,44.1, ,51.3, ,55, ,37, ,49, ,32.8, ,3.1, ,75.2, ,51.8,Y
227,2/1/2019,32,0.07, ,0.26, ,144, ,6.3, ,57.8, ,43.5, ,51.3, ,57, ,43, ,49, ,32.6, ,4.9, ,118.2, ,52,Y
227,2/2/2019,33,0.05, ,0.91, ,64, ,6, ,54.1, ,43.4, ,48, ,59, ,49, ,53, ,31.7, ,7.2, ,173.8, ,52,Y
227,2/3/2019,34,0.04, ,0.95, ,45, ,6, ,48, ,40.7, ,44.7, ,67, ,49, ,60, ,31.6, ,7.2, ,172.7, ,51.1, 
227,2/4/2019,35,0.03, ,1.41, ,63, ,4.8, ,43.7, ,30.9, ,38.4, ,65, ,53, ,61, ,26.2, ,5.9, ,140.5, ,50, 
227,2/5/2019,36,0.03, ,0.39, ,146, ,3.7, ,37,Y,29.5, ,32, ,64, ,54, ,60, ,19.9, ,3.1, ,74.7, ,47.8, 
227,2/6/2019,37,0.04, ,0, ,241, ,3.5, ,44.9, ,26.8, ,34.4, ,59, ,42, ,53, ,18.9, ,2.7, ,65.7, ,46.8, 
227,2/7/2019,38,0.06, ,0, ,259, ,3.6, ,46.7, ,27.9, ,36.2, ,58, ,42, ,50, ,19.4, ,3.3, ,78, ,46.6, 
227,2/8/2019,39,0.06, ,0.1, ,221, ,4, ,50.1, ,30.9, ,40.3, ,65, ,37, ,47, ,21.9, ,3.2, ,77.4, ,46.8, 
227,2/9/2019,40,0.03, ,0.91, ,67, ,5.1, ,42.4, ,36.7, ,39.5, ,66, ,56, ,62, ,27.5, ,5.5, ,132.5, ,47.4, 
227,2/10/2019,41,0.05, ,0.44, ,236, ,3.8, ,42.9, ,29.4, ,34.9, ,65, ,42, ,56, ,20.8, ,3.4, ,81.3, ,46.8, 
227,2/11/2019,42,0.07, ,0, ,331, ,3.4, ,46.9, ,27, ,35.7, ,55, ,37, ,47, ,17.7, ,3.3, ,79, ,46.4, 
227,2/12/2019,43,0.05, ,0, ,115, ,3.9, ,53.4, ,29.5, ,40.9, ,55, ,29, ,45, ,21, ,4, ,94.9, ,46.2, 
227,2/13/2019,44,0.05, ,1.58, ,49, ,6.8, ,56.3, ,43.2, ,49.8, ,65, ,41, ,56, ,34.7, ,8.7, ,208.3, ,47, 
227,2/14/2019,45,0.04, ,0.71, ,53, ,7.2, ,58, ,40.5, ,48.6, ,68, ,51, ,62, ,36.1, ,8.3, ,199.8, ,49.2, 
227,2/15/2019,46,0.03, ,0.91, ,128, ,5, ,44.2, ,35.3, ,38.9, ,65, ,49, ,62, ,26.9, ,5.1, ,122, ,48.5, 
227,2/16/2019,47,0.04, ,0.43, ,141, ,4.8, ,45.9, ,34.4, ,38.3, ,67, ,51, ,61, ,26.2, ,5.2, ,124.9, ,47.6, 
227,2/17/2019,48,0.03, ,0.43, ,153, ,4.2, ,41.6, ,29.7, ,34.3, ,68, ,53, ,63, ,22.9, ,3.6, ,86.7, ,46.8, 
227,2/18/2019,49,0.08, ,0, ,376, ,3.4, ,47.6, ,26.4, ,35.8, ,67, ,35, ,48, ,18.3, ,3.4, ,82, ,46, 
227,2/19/2019,50,0.08, ,0, ,382, ,3.4, ,46.1, ,25.8, ,35.8, ,55, ,38, ,47, ,17.7, ,3.1, ,74, ,45.7, 
227,2/20/2019,51,0.06, ,0, ,214, ,3.9, ,46.4, ,32.8, ,38.5, ,55, ,43, ,50, ,21.4, ,4.6, ,110.1, ,46.1, 
227,2/21/2019,52,0.09, ,0, ,383, ,3.2, ,50.2, ,26.8, ,38.2, ,60, ,26, ,41, ,16.6, ,4, ,95.3, ,46.1, 
227,2/22/2019,53,0.09, ,0.01, ,402, ,2.8,Y,47.9, ,27.5, ,37, ,47, ,30, ,37,Y,13.5,Y,3.3, ,79.2, ,45.5, 
227,2/23/2019,54,0.08, ,0, ,280, ,3.5, ,50.6, ,29.6, ,40, ,47, ,34, ,41, ,18.5, ,3.2, ,76.7, ,45.5, 
227,2/24/2019,55,0.08, ,0, ,252, ,4.3, ,52.4, ,36.4, ,43.8, ,48, ,39, ,44, ,23.4, ,3.1, ,73.6, ,46.5, 
227,2/25/2019,56,0.05, ,0.21, ,127, ,4.9, ,51.5, ,41, ,46.5, ,50, ,41, ,46, ,26.8, ,4.1, ,98.3, ,47.6, 
227,2/26/2019,57,0.05, ,0.26, ,52, ,5.2, ,53.8, ,46.4, ,50, ,48, ,36, ,42, ,27.9, ,5.8, ,139.4, ,48.1, 
227,2/27/2019,58,0.1, ,0.95, ,244, ,6.3, ,56.7, ,43.6, ,49.9, ,69, ,46, ,52, ,32.9, ,8.1, ,193.9, ,48.6, 
227,2/28/2019,59,0.03, ,0.2, ,151, ,5.7, ,48, ,39.8, ,42.9, ,66, ,51, ,60, ,30.2, ,2.1,Y,49.3,Y,49.7, 
227,3/1/2019,60,0.05, ,0.02, ,191, ,6.7, ,51.8, ,43.8, ,47.6, ,69, ,52, ,60, ,34.4, ,2.2,Y,52.1,Y,50.4, 
227,3/2/2019,61,0.03, ,0.91, ,93, ,7.8, ,54.3, ,45.7, ,49, ,73, ,56, ,66, ,38.1, ,2.9, ,70.1, ,51.1, 
227,3/3/2019,62,0.03, ,1.78, ,116, ,7.3, ,50.3, ,42.6, ,46.9, ,71, ,64, ,67, ,36.5, ,2.7, ,65.7, ,51.9, 
