224,1/1/2019,1,0.1, ,0, ,230, ,3.2,Y,56.8, ,37.9, ,47.8, ,37, ,20, ,28,Y,16.2,Y,6.7, ,160.9, ,44.1, 
224,1/2/2019,2,0.06, ,0, ,226, ,5, ,61.1, ,27.4, ,42.1, ,93, ,30, ,55, ,27.3, ,2.6, ,61.6, ,43.9, 
224,1/3/2019,3,0.03, ,0, ,154, ,5.9, ,56.9, ,27.1, ,38.1, ,97, ,39, ,76, ,31.2, ,1.7, ,41.6, ,43.6, 
224,1/4/2019,4,0.05, ,0, ,216, ,5.7, ,59, ,28.5, ,39.7, ,98, ,33, ,69, ,30.3, ,2.2, ,52.3, ,43.5, 
224,1/5/2019,5,0, ,1.28, ,18, ,7.6, ,46.7, ,28.6, ,38, ,99, ,91, ,98, ,37.5, ,3, ,70.9, ,43.3, 
224,1/6/2019,6,0, ,2.07, ,17, ,9.5, ,46.2, ,42.2, ,44.1, ,99, ,93, ,97, ,43.2, ,4.4, ,106.1, ,43.5, 
224,1/7/2019,7,0, ,0, ,53, ,9.6, ,47.8, ,42.1, ,45.1, ,100, ,86, ,94, ,43.5, ,1.9, ,46.2, ,44.3, 
224,1/8/2019,8,0, ,1.19, ,30, ,11.1, ,52.6, ,45.7, ,48.2, ,100, ,90, ,97, ,47.4, ,2.2, ,51.9, ,45.1, 
224,1/9/2019,9,0.02, ,0.43, ,62, ,12.7, ,57.8, ,50.8, ,53.9, ,98, ,83, ,89, ,50.8, ,9.9, ,236.8, ,46.3, 
224,1/10/2019,10,0.03, ,0.1, ,138, ,11, ,59.3, ,38.9, ,49.7, ,100, ,66, ,90, ,46.9, ,2.2, ,52.1, ,47.3, 
224,1/11/2019,11,0.03, ,0, ,164, ,9.7, ,58.2, ,36.6, ,46.3, ,100, ,68, ,90, ,43.6, ,2.1, ,51.4, ,46.9, 
224,1/12/2019,12,0.05, ,0, ,232, ,8.2, ,67.4, ,33.4, ,46.9, ,100, ,35, ,75, ,39.4, ,2.1, ,50.7, ,46.8, 
224,1/13/2019,13,0.06, ,0, ,247, ,7.2, ,65.2, ,31.7, ,45, ,99, ,33, ,71, ,36.2, ,2.4, ,57.4, ,46.3, 
224,1/14/2019,14,0.07, ,0, ,191, ,6.3, ,61.6, ,29.3, ,46.7, ,98, ,29, ,58, ,32.7, ,3.6, ,87.1, ,45.5, 
224,1/15/2019,15,0, ,0.73, ,43, ,10.3, ,49.1, ,44.3, ,46.1, ,99, ,91, ,97, ,45.2, ,2.3, ,56.2, ,45.8, 
224,1/16/2019,16,0, ,2.1, ,13, ,11.3, ,53.4, ,43.8, ,48.5, ,100, ,92, ,98, ,47.9, ,6.3, ,151.9, ,46.4, 
