241,1/1/2019,1,0.13, ,0, ,304, ,1.8,Y,59.1, ,38.1, ,50.9, ,23, ,10, ,14,Y,3.2,Y,6.8, ,163.1, ,50.9, 
241,1/2/2019,2,0.09, ,0, ,300, ,4.2, ,60, ,34.8, ,47.1, ,66, ,13, ,38, ,23.2, ,4.2, ,99.7, ,49.6, 
241,1/3/2019,3,0.08, ,0, ,306, ,5.4, ,61, ,34, ,46.3, ,79, ,30, ,51, ,29.1, ,3.8, ,92.1, ,49.6, 
241,1/4/2019,4,0.07, ,0, ,307, ,7.4, ,62, ,34.7, ,47.3, ,80, ,40, ,66, ,36.6, ,3.9, ,92.5, ,49.9, 
241,1/5/2019,5,0.02, ,0.3, ,67, ,8.4, ,57.3, ,41.6, ,50.5, ,80, ,50, ,67, ,40.1, ,3.3, ,79.9, ,50.6, 
241,1/6/2019,6,0.05, ,0.15, ,211, ,9.2, ,60.8, ,42.1, ,51.2, ,80, ,45, ,72, ,42.4, ,4, ,96.4, ,52, 
241,1/7/2019,7,0.07, ,0, ,271, ,9.4, ,65.6, ,44.9, ,53.5, ,80, ,44, ,67, ,42.9, ,3.8, ,92.1, ,52.7, 
241,1/8/2019,8,0.08, ,0, ,289, ,8.7, ,71.1, ,45.3, ,55.9, ,80, ,29, ,57, ,40.8, ,3.7, ,88.2, ,53.7, 
241,1/9/2019,9,0.07, ,0, ,304, ,10.7, ,64.7, ,42, ,52.6, ,80, ,62, ,79, ,46.3, ,3.8, ,92.2, ,54.1, 
241,1/10/2019,10,0.06, ,0, ,262, ,11.2, ,62.6, ,44.9, ,53.5, ,80, ,75, ,80, ,47.4, ,3.4, ,81.5, ,54.8, 
241,1/11/2019,11,0.05, ,0, ,223, ,10.4, ,64.1, ,45.7, ,51.8, ,80, ,69, ,80, ,45.7, ,3, ,71.8, ,55.7, 
241,1/12/2019,12,0.06, ,0.53, ,244, ,10.7, ,61.3, ,43.8, ,53, ,80, ,65, ,78, ,46.2, ,3.9, ,93, ,55.5, 
241,1/13/2019,13,0.06, ,0, ,240, ,8.9, ,63.9, ,40.7, ,50.5, ,80, ,44, ,71, ,41.6, ,3.3, ,78, ,54.5, 
241,1/14/2019,14,0.02, ,0.61, ,49, ,9.8, ,58.5, ,46.9, ,54.4, ,80, ,43, ,68, ,44, ,3.1, ,74.3, ,53.9, 
241,1/15/2019,15,0.04, ,1.11, ,143, ,10.6, ,60.7, ,50.7, ,54.8, ,80, ,45, ,73, ,46.2, ,4.3, ,103, ,54.6, 
241,1/16/2019,16,0.04, ,0.76, ,152, ,12.9, ,63.7, ,55.5, ,58.5, ,80, ,63, ,77, ,51.3, ,4.2, ,101, ,56.4, 
241,1/17/2019,17,0.01, ,0.8, ,35, ,13.4, ,60.4, ,51.3, ,58.4, ,80, ,80, ,80, ,52.3, ,4.1, ,98, ,57.8, 
241,1/18/2019,18,0.05, ,0, ,220, ,12.2, ,63.6, ,48.3, ,55.9, ,80, ,75, ,80, ,49.7, ,3.1, ,73.7, ,57.8, 
241,1/19/2019,19,0.09, ,0, ,331, ,10.6, ,72.1, ,45.7, ,57.1, ,80, ,41, ,66, ,46, ,3.1, ,75.5, ,57.5, 
241,1/20/2019,20,0.08, ,0, ,270, ,11, ,72.9, ,48.2, ,57.8, ,80, ,35, ,67, ,46.9, ,3, ,71, ,57.6, 
241,1/21/2019,21,0.1, ,0, ,341, ,8.3, ,62.4, ,40.7, ,53.9, ,80, ,25, ,59, ,39.7, ,6.3, ,152.1, ,57.4, 
241,1/22/2019,22,0.1, ,0, ,347, ,4.4, ,66.7, ,38.6, ,52.9, ,80, ,11, ,32, ,23.9, ,4.6, ,111.5, ,54.8, 
241,1/23/2019,23,0.1,R,0, ,348, ,4.7, ,65.9, ,37.3, ,50.7, ,58, ,17, ,37, ,25.4, ,4.2, ,101.7, ,53.5, 
241,1/24/2019,24,0.1, ,0, ,325, ,6.4, ,71.2, ,40.2, ,54.5, ,60, ,29, ,44, ,33, ,3.9, ,93.2, ,53.7, 
241,1/25/2019,25,0.12, ,0, ,363, ,5.5, ,72.4, ,43.4, ,58.9, ,49, ,18, ,32, ,29.2, ,4.4, ,104.6, ,54.4, 
241,1/26/2019,26,0.12, ,0, ,344, ,6.2, ,77.5, ,46.9, ,60, ,55, ,19, ,35, ,32.4, ,4.3, ,103.2, ,55.1, 
241,1/27/2019,27,0.11, ,0, ,362, ,5.5, ,73, ,45.3, ,57.5, ,52, ,18, ,34, ,29.2, ,3.9, ,92.9, ,55.5, 
241,1/28/2019,28,0.08, ,0, ,289, ,11.8, ,72.5, ,52.3, ,59.8, ,91, ,27, ,67, ,48.9, ,3.1, ,74.5, ,56.7, 
241,1/29/2019,29,0.07, ,0, ,299, ,12.8, ,66, ,46.9, ,56.5, ,91, ,57, ,82, ,51.2, ,3.4, ,81.5, ,56.6, 
241,1/30/2019,30,0.06, ,0, ,258, ,13.2, ,64.3, ,47.3, ,55.3, ,91, ,75, ,88, ,52, ,3.5, ,84.1, ,57.2, 
241,1/31/2019,31,0.01, ,0.67, ,70, ,12.5, ,59, ,46.4, ,53, ,91, ,88, ,91, ,50.5, ,3.7, ,87.8, ,56.4, 
241,2/1/2019,32,0.06, ,0, ,264, ,11.7, ,62, ,43.1, ,53.4, ,91, ,65, ,84, ,48.8, ,3.1, ,75, ,55.3, 
241,2/2/2019,33,0, ,1.58, ,34, ,13.5, ,61.5, ,50.4, ,55.5, ,91, ,80, ,90, ,52.6, ,4.9, ,116.7, ,56.2, 
241,2/3/2019,34,0.03, ,0.41,H,174, ,12.1, ,61.8, ,46.1, ,52.3, ,91, ,85, ,91, ,49.6, ,3.9, ,93.3, ,55.3, 
241,2/4/2019,35,0.03, ,0.59, ,151, ,12.6, ,60.3, ,48.4, ,53.2, ,91, ,87, ,91, ,50.6, ,3.8, ,91.5, ,55.6, 
241,2/5/2019,36,0.07, ,0.25, ,268, ,9.6, ,56, ,46.1, ,50.9, ,91, ,53, ,75, ,43.4, ,5.5, ,132.3, ,55.3, 
241,2/6/2019,37,0.1, ,0, ,404,R,6, ,54.8, ,33.8, ,44.4,Y,91, ,32, ,61,Y,31.7,Y,4.1, ,98.5, ,53, 
241,2/7/2019,38,0.1, ,0, ,404,R,5.9, ,59.1, ,33.3,Y,46.9, ,90, ,33, ,54, ,31.3, ,3.6, ,86.4, ,51.9, 
241,2/8/2019,39,0.09, ,0, ,403, ,7.8, ,59.8, ,34.1, ,47, ,91, ,46, ,71, ,38.1, ,3.3, ,78.6, ,52.1, 
241,2/9/2019,40,0.06, ,0.13,H,281, ,9.5, ,59.9, ,40.7, ,48.5, ,91, ,53, ,82, ,43.3, ,3.5, ,83.3, ,53.2, 
