15,1/1/2019,1,0.05, ,0, ,213, ,5.7, ,51.5, ,25.8, ,37.8, ,91, ,54, ,74, ,30.3, ,4.5, ,106.9, ,50.3, 
15,1/2/2019,2,0.05, ,0, ,221, ,5.5, ,55.8, ,25.3, ,38.4, ,93, ,39, ,69, ,29.2, ,2.6, ,62, ,49.6, 
15,1/3/2019,3,0.05, ,0, ,222, ,5.7, ,58.1, ,27.1, ,40.9, ,91, ,37, ,66, ,30.3, ,2.8, ,67.4, ,49.2, 
15,1/4/2019,4,0.06, ,0, ,224, ,6.3, ,63.4, ,26.2, ,43.3, ,91, ,37, ,66, ,32.7, ,3, ,72.1, ,49.2, 
15,1/5/2019,5,0.02, ,0.26, ,69, ,8.9, ,60.5, ,34.1, ,46.7, ,98, ,50, ,82, ,41.4, ,5.6, ,134.5, ,49.5, 
15,1/6/2019,6,0.03, ,0.07, ,106, ,10.3, ,58.2, ,35.2, ,48.3, ,100, ,71, ,89, ,45.3, ,7.4, ,177.1, ,50.1, 
15,1/7/2019,7,0.05, ,0.02, ,207, ,12.7, ,66.7, ,42.1, ,55.3, ,98, ,62, ,85, ,51, ,4.7, ,111.6, ,51.1, 
15,1/8/2019,8,0.04, ,0, ,150, ,12.4, ,64.5, ,45.5, ,54.1, ,100, ,62, ,87, ,50.2, ,3.5, ,85.1, ,52.4, 
15,1/9/2019,9,0, ,0.15, ,47, ,12.9, ,58.8, ,44.5, ,52.9, ,99, ,82, ,94, ,51.3, ,3.5, ,83.4, ,52.8, 
15,1/10/2019,10,0, ,0, ,57, ,12.4, ,52.6, ,48.4, ,50.3, ,100, ,98, ,100, ,50.3, ,3.3, ,79.5, ,53.3, 
15,1/11/2019,11,0.02, ,0, ,106, ,11.8, ,56.2, ,47, ,49.7, ,100, ,86, ,97, ,49, ,5.1, ,122.8, ,53.6, 
15,1/12/2019,12,0.06, ,0.01, ,218, ,11.1, ,63.8, ,42.1, ,52.9, ,98, ,52, ,81, ,47.4, ,4.1, ,99.3, ,53.7, 
