222,8/14/2014,226,0.25,R,0,H,1007,R,14.3,H,89.2, ,--,S,81.5,H,83,H,30,H,39, ,54.1, ,5,H,121.1,H,--,S
222,8/15/2014,227,0.25, ,0, ,634, ,15, ,93.1, ,57.9, ,77, ,85, ,28, ,47, ,55.5, ,3.4, ,82.5, ,73.9, 
222,8/16/2014,228,0.25, ,0, ,658,R,14, ,95, ,58.1, ,77.6, ,85, ,20, ,43, ,53.6, ,3.4, ,81.4, ,74.2, 
222,8/17/2014,229,0.25, ,0, ,658,R,13.1, ,94.9, ,57.5, ,76.6, ,82, ,17, ,42, ,51.7, ,3.1, ,73.6, ,73.9, 
222,8/18/2014,230,0.23, ,0, ,625, ,14, ,93, ,55.1, ,74.9, ,88, ,23, ,47, ,53.6, ,3.1, ,74.4, ,71.6, 
222,8/19/2014,231,0.24, ,0, ,622, ,16.5, ,90.6, ,57.4, ,74.7, ,89, ,34, ,56, ,58.1, ,5, ,119.9, ,72.1, 
222,8/20/2014,232,0.23, ,0, ,606, ,17.1, ,83.8, ,59.8, ,72.6, ,89, ,45, ,63, ,59.1, ,5.8, ,138.6, ,72.7, 
222,8/21/2014,233,0.24, ,0, ,604, ,16.9, ,89.1, ,59.5, ,75.4, ,90, ,33, ,56, ,58.7, ,4.2, ,99.7, ,72.7, 
222,8/22/2014,234,0.23, ,0, ,619, ,16.8, ,87.7, ,62, ,75.7, ,86, ,35, ,55, ,58.5, ,4.4, ,105.4, ,73.3, 
222,8/23/2014,235,0.25, ,0, ,618, ,14.3, ,95.5, ,59, ,77.2, ,89, ,22, ,45, ,54.2, ,4.2, ,100.9, ,73.1, 
222,8/24/2014,236,0.25, ,0, ,606, ,15.2, ,90.3, ,56.7, ,76.3, ,83, ,32, ,49, ,55.8, ,5.1, ,121.8, ,73.1, 
222,8/25/2014,237,0.21, ,0, ,600, ,15.5, ,84.1, ,60.5, ,72.2, ,83, ,36, ,57, ,56.3, ,4.4, ,104.9, ,73.3, 
222,8/26/2014,238,0.22, ,0, ,598, ,16.9, ,93, ,59.5, ,75.6, ,88, ,31, ,56, ,58.7, ,4, ,95.6, ,73.5, 
222,8/27/2014,239,0.22, ,0, ,590, ,17.1, ,93.7, ,59.6, ,77.7, ,88, ,32, ,53, ,59.1, ,3.2, ,77.8, ,74.1, 
222,8/28/2014,240,0.23, ,0, ,585, ,16, ,95.4, ,61.6, ,78.8, ,84, ,26, ,48, ,57.2, ,3.1, ,74.8, ,72.8, 
222,8/29/2014,241,0.16, ,0, ,409, ,16.7, ,88.3, ,62.4, ,74.9, ,86, ,35, ,57, ,58.4, ,3.4, ,82.1, ,73.7, 
222,8/30/2014,242,0.22, ,0, ,578, ,14.1, ,92.4, ,55.7, ,75.6, ,93, ,21, ,47, ,53.8, ,3.7, ,88, ,73.4, 
222,8/31/2014,243,0.22, ,0, ,582, ,12.7, ,98.9, ,58.9, ,76.5, ,69, ,19, ,41, ,50.9, ,3.4, ,81.7, ,73.5, 
222,9/1/2014,244,0.26, ,0, ,572, ,12.3, ,98.9, ,62, ,79.2, ,65, ,17, ,36, ,50, ,5.4, ,130.5, ,73.4, 
222,9/2/2014,245,0.24, ,0, ,567, ,14, ,93.6, ,59.3, ,78.1, ,68, ,27, ,43, ,53.6, ,4.2, ,100.3, ,73.6, 
222,9/3/2014,246,0.28, ,0, ,577, ,10.4, ,95.1, ,58.2, ,77.6, ,85, ,12, ,32, ,45.5, ,6.2, ,148.4, ,73.1, 
222,9/4/2014,247,0.27, ,0, ,594,R,7.7,Y,101.7, ,59.5, ,77.6, ,61, ,11, ,24,Y,37.7,Y,5.7, ,137, ,72, 
222,9/5/2014,248,0.21, ,0, ,582,R,11.8, ,93.9, ,52.2, ,73.2, ,67, ,23, ,42, ,48.8, ,3.1, ,74.1, ,71.8, 
222,9/6/2014,249,0.21, ,0, ,571, ,13.3, ,92, ,56.2, ,73.7, ,81, ,21, ,47, ,52.2, ,3.4, ,82.1, ,72.6, 
222,9/7/2014,250,0.21, ,0, ,571, ,12.7, ,91.9, ,52.8, ,72.7, ,86, ,23, ,46, ,50.8, ,3.4, ,82.6, ,72, 
222,9/8/2014,251,0.21, ,0, ,563, ,13, ,87.9, ,53, ,71, ,89, ,26, ,50, ,51.5, ,4.2, ,100, ,70, 
222,9/9/2014,252,0.19, ,0, ,551, ,12.6, ,89, ,52, ,69.7, ,92, ,24, ,51, ,50.6, ,2.7, ,64.3, ,70, 
222,9/10/2014,253,0.22, ,0, ,552, ,11.6, ,94.1, ,55.1, ,74, ,75, ,21, ,40, ,48.5, ,4.5, ,107.5, ,70.2, 
222,9/11/2014,254,0.2, ,0, ,533, ,12.3, ,95.8, ,57, ,74.9, ,75, ,21, ,41, ,49.9, ,2.9, ,69.3, ,70.5, 
222,9/12/2014,255,0.21, ,0, ,541, ,11.8, ,95.9, ,58.5, ,76.4, ,64, ,20, ,38, ,49, ,3.3, ,79.2, ,70.9, 
222,9/13/2014,256,0.19, ,0, ,480, ,12.9, ,96.2, ,60.1, ,77, ,61, ,21, ,41, ,51.4, ,3.5, ,83.4, ,71.2, 
222,9/14/2014,257,0.21, ,0, ,525, ,14.2, ,93.8, ,58.5, ,76.5, ,75, ,27, ,46, ,53.9, ,3.9, ,93.8, ,71.5, 
222,9/15/2014,258,0.23, ,0, ,514, ,13.5, ,93.4, ,60.6, ,77.4, ,78, ,24, ,42, ,52.6, ,5.7, ,137.1, ,71.5, 
222,9/16/2014,259,0.17, ,0, ,499, ,13.1, ,88, ,53.9, ,70.8, ,85, ,27, ,51, ,51.7, ,3, ,71.2, ,71.1, 
222,9/17/2014,260,0.25, ,0, ,496, ,12.6, ,88.7, ,54.9, ,74.1, ,79, ,24, ,44, ,50.7, ,8.3, ,199.7, ,70.4, 
222,9/18/2014,261,0.16, ,0, ,418, ,17.4, ,82.3, ,60.8, ,72.6, ,81, ,44, ,63, ,59.5, ,5.9, ,140.9, ,71.1, 
222,9/19/2014,262,0.21, ,0, ,480, ,15.2, ,96.3, ,59.5, ,75.5, ,82, ,22, ,50, ,55.7, ,6.6, ,158.4, ,70.7, 
222,9/20/2014,263,0.16, ,0, ,452, ,17.1, ,88.5, ,59.1, ,73.8, ,87, ,40, ,60, ,59, ,3.7, ,88.7, ,69.8, 
222,9/21/2014,264,0.13, ,0, ,338, ,17.5, ,82.3, ,62.2, ,72.1, ,86, ,48, ,65, ,59.7, ,5.1, ,122, ,70.5, 
222,9/22/2014,265,0.16, ,0, ,448, ,17.4, ,86.2, ,57.3, ,71.3, ,94, ,43, ,67, ,59.5, ,3.2, ,76.7, ,70.4, 
222,9/23/2014,266,0.19, ,0, ,448, ,14.5, ,85.7, ,57.7, ,72.4, ,92, ,27, ,53, ,54.5, ,5.7, ,136.8, ,70.2, 
222,9/24/2014,267,0.17, ,0.19, ,405, ,17.5, ,84, ,61.6, ,72.5, ,96, ,47, ,64, ,59.8, ,8.5, ,203.2, ,70.5, 
222,9/25/2014,268,0.09, ,0.97, ,287, ,16.7, ,71.1, ,58, ,63.9, ,98, ,64, ,82, ,58.4, ,7.1, ,169.9, ,69.4, 
222,9/26/2014,269,0.13, ,0, ,412, ,14.5, ,80.9, ,56.2, ,64.7, ,95, ,38, ,70, ,54.6, ,5.4, ,130.1, ,68.4, 
222,9/27/2014,270,0.17, ,0, ,466, ,13, ,82.5, ,50.8, ,66.9, ,98, ,30, ,57, ,51.5, ,4.3, ,103.7, ,67.8, 
222,9/28/2014,271,0.07, ,0, ,225, ,15.2, ,71.9, ,55.8, ,63.7, ,96, ,59, ,75, ,55.8, ,4.6, ,111.2, ,67.9, 
222,9/29/2014,272,0.14, ,0, ,456, ,15.9, ,78.6, ,51.9, ,64.6, ,99, ,49, ,76, ,57, ,3.1, ,74.6, ,67.4, 
222,9/30/2014,273,0.2, ,0, ,466, ,13.2, ,82.3, ,54, ,68.5, ,98, ,29, ,55, ,51.9, ,8, ,192, ,67.4, 
222,10/1/2014,274,0.23, ,0, ,484,R,9, ,82.7, ,56.4, ,68.4, ,55, ,21, ,38, ,41.9, ,9.6, ,229.3, ,66.5, 
222,10/2/2014,275,0.16, ,0, ,476,R,9.6, ,88.8, ,53.8, ,68.4, ,74, ,18, ,40, ,43.5, ,4.3, ,103.7, ,66.1, 
222,10/3/2014,276,0.15, ,0, ,462,R,11.7, ,95.2, ,51.5, ,69.2, ,84, ,19, ,48, ,48.6, ,2.8, ,67, ,66, 
222,10/4/2014,277,0.14, ,0, ,457,R,12.9, ,98.5, ,53.1, ,69.9, ,87, ,21, ,52, ,51.4, ,2.3, ,54.8, ,66, 
222,10/5/2014,278,0.15, ,0, ,458,R,13.5, ,97.7, ,56.2, ,71.5, ,85, ,23, ,51, ,52.6, ,3.1, ,75.3, ,66.4, 
222,10/6/2014,279,0.14, ,0, ,447,R,13.2, ,94.4, ,55.3, ,70.4, ,83, ,22, ,52, ,52, ,2.7, ,63.7, ,66.3, 
222,10/7/2014,280,0.14, ,0, ,441,R,12.7, ,96.2, ,55.2, ,71, ,83, ,18, ,49, ,50.9, ,2.7, ,64.2, ,66.3, 
222,10/8/2014,281,0.15, ,0, ,439,R,11.3, ,93.1, ,52.8, ,70.7, ,78, ,19, ,44, ,47.7, ,3.2, ,77.6, ,66, 
